N	3gram	Tiupa_Lite_3	Myshleni
1	в том что	4	31
2	с точки зрения	3	11
3	с одной стороны	4	9
4	с другой стороны	2	8
5	то же самое	2	7
6	в этом отношении	5	7
7	в самом деле	2	6
8	не только не	1	5
9	для того чтобы	1	5
10	в первую очередь	1	4
11	с этой точки	1	4
12	и то что	1	4
13	этой точки зрения	1	4
14	и тем самым	2	4
15	на то что	2	4
16	состоит в том	2	3
17	вместе с тем	1	3
18	между тем как	1	3
19	в себе и	1	3
20	в связи с	1	3
21	о том что	4	3
22	в том числе	3	2
23	одной стороны и	2	2
24	того же самого	1	2
25	и не только	1	2
26	только в том	1	2
27	именно то что	1	2
28	в отличие от	5	2
29	но и в	2	2
30	том числе и	2	2
31	не знает что	1	2
32	данном случае не	1	2
33	в целом и	2	2
34	содержит в себе	1	2
35	в данном случае	4	2
36	в том чтобы	2	2
37	том что они	1	2
38	в целом ряде	1	2
39	в свою очередь	1	2
40	никогда не бывает	1	2
41	подобно тому как	2	2
42	и только в	1	2
43	в частности между	1	1
44	что иное как	1	1
45	одних и тех	1	1
46	в начале своего	1	1
47	как бы не	1	1
48	не говоря уже	4	1
49	на самом деле	1	1
50	новые и новые	1	1
51	о том как	1	1
52	со всеми другими	1	1
53	бы то ни	2	1
54	при этом не	1	1
55	и тех же	1	1
56	говоря уже о	3	1
57	положение при котором	1	1
58	в процессе своего	1	1
59	и в частности	2	1
60	к тому что	1	1
61	в истинном смысле	1	1
62	то ни было	2	1
63	может быть не	1	1
64	не только в	2	1
65	возвращает нас к	1	1
66	и при этом	1	1
67	к тому же	5	1
68	как бы в	1	1
69	не может быть	3	1
70	едва ли не	1	1
71	при этом как	1	1
72	что принято называть	1	1
73	по отношению к	4	1
74	то что в	1	1
75	ничего общего с	1	1
76	вопрос о том	1	1
77	друг от друга	1	1
78	не что иное	1	1
79	тем не менее	1	1
80	может быть в	1	1
81	но и с	1	1
