N	3gram	Bakhtin_Pr_5	Literetu
1	в том что	2	11
2	в отличие от	2	5
3	то же время	10	5
4	в то же	10	5
5	в данном случае	1	4
6	прежде всего в	1	3
7	и прежде всего	4	3
8	в том же	1	3
9	дело в том	1	2
10	по отношению к	6	2
11	подобно тому как	2	2
12	с точки зрения	2	2
13	в этом отношении	1	2
14	и то что	1	2
15	во всяком случае	4	2
16	о том что	1	2
17	тем не менее	1	2
18	друг для друга	1	2
19	мы чувствуем что	1	1
20	чтобы не сказать	1	1
21	в эту минуту	3	1
22	то что я	2	1
23	к себе самому	13	1
24	а прежде всего	1	1
25	а не в	1	1
26	знает что он	1	1
27	на самом деле	9	1
28	как и во	1	1
29	том что он	1	1
30	на чужое сознание	1	1
31	как раз и	2	1
32	от чужого слова	1	1
33	потому что я	1	1
34	так и не	1	1
35	бы то ни	3	1
36	есть своего рода	1	1
37	в третьем лице	1	1
38	резко отличается от	1	1
39	к тому чтобы	2	1
40	можно было бы	2	1
41	том или ином	1	1
42	в его позднем	1	1
43	он не мог	1	1
44	по крайней мере	1	1
45	каждому из них	1	1
46	в значительной степени	1	1
47	свое собственное слово	1	1
48	но в то	4	1
49	в самом деле	1	1
50	в отношении к	7	1
51	как бы два	1	1
52	и в этом	2	1
53	для него в	1	1
54	своим отражением в	1	1
55	что он сам	2	1
56	не в силах	2	1
57	продолжением и развитием	1	1
58	один из моментов	1	1
59	все более и	1	1
60	уже и не	1	1
61	же время не	3	1
62	но только в	1	1
63	с другой стороны	3	1
64	не может и	1	1
65	не может быть	3	1
66	по ту сторону	1	1
67	имел в виду	1	1
68	всяком случае в	1	1
69	себе самому и	5	1
70	того же слова	1	1
71	в свою очередь	1	1
72	и того же	1	1
73	до сих пор	1	1
74	с самого начала	8	1
75	никогда не бывает	1	1
76	и сам не	1	1
77	более и более	1	1
78	но все же	2	1
79	то ни было	3	1
80	одного и того	1	1
81	может и не	1	1
82	в большинстве случаев	2	1
83	в сущности не	2	1
84	это еще не	1	1
85	на всю жизнь	2	1
86	к тому же	3	1
87	как мы знаем	2	1
88	что он в	2	1
89	в один из	1	1
90	но по своей	1	1
91	внутреннего и внешнего	2	1
