N	4gram	Tiupa_Lite_2	Hudozhes
1	в то же время	9	4
2	состоит в том что	3	2
3	и в то же	1	2
4	обойтись без другого не	1	1
5	мы имеем дело с	1	1
6	должен найти себя в	1	1
7	в другом найдя другого	1	1
8	другом найдя другого в	1	1
9	в себе во взаимоотражении	1	1
10	не могу обойтись без	1	1
11	другого не могу стать	1	1
12	найти себя в другом	1	1
13	я должен найти себя	1	1
14	найдя другого в себе	1	1
15	стать самим собою без	1	1
16	самим собою без другого	1	1
17	себе во взаимоотражении во	1	1
18	другого в себе во	1	1
19	не могу стать самим	1	1
20	в том что в	1	1
21	не для себя а	1	1
22	для себя а для	1	1
23	в том числе и	1	1
24	другого я должен найти	1	1
25	во взаимоотражении во взаимоприятии	1	1
26	но с другой стороны	3	1
27	могу обойтись без другого	1	1
28	без другого я должен	1	1
29	приводит к тому что	1	1
30	без другого не могу	1	1
31	я не могу обойтись	1	1
32	могу стать самим собою	1	1
33	собою без другого я	1	1
34	себя в другом найдя	1	1
