N	2gram	Losev_Prob_1	VrazhdaK
1	в году	1	18
2	в бесах	1	10
3	не только	17	9
4	в этом	19	8
5	и в	32	8
6	и что	9	8
7	но и	9	7
8	и все	7	7
9	года в	1	7
10	то что	42	7
11	что в	12	7
12	все же	1	6
13	но в	14	6
14	в нем	13	6
15	как и	3	6
16	в котором	5	6
17	и с	2	6
18	о нем	3	6
19	в начале	1	6
20	и даже	11	6
21	в романе	1	6
22	то же	10	5
23	об этом	10	5
24	в то	6	5
25	между тем	2	5
26	не было	4	5
27	в россии	1	5
28	и не	31	5
29	х годов	1	4
30	что он	7	4
31	в истории	4	4
32	при этом	6	4
33	это не	6	4
34	несмотря на	3	4
35	все это	7	4
36	в виду	6	4
37	с ним	3	4
38	о том	11	4
39	для нас	5	4
40	у достоевского	1	4
41	уже в	3	4
42	может быть	14	4
43	как бы	14	4
44	так же	9	4
45	одним из	1	3
46	из подполья	2	3
47	который был	1	3
48	я не	1	3
49	он был	1	3
50	в чем	3	3
51	с его	2	3
52	в своем	5	3
53	и как	6	3
54	раз в	1	3
55	на то	8	3
56	его в	6	3
57	он не	3	3
58	далеко не	5	3
59	и уже	3	3
60	том что	12	3
61	но он	3	3
62	сам достоевский	1	3
63	и его	3	3
64	связи с	5	3
65	человека в	1	3
66	и о	8	3
67	и во	3	3
68	в его	6	3
69	в том	9	3
70	чтобы он	1	3
71	в конце	6	3
72	тем что	7	3
73	в связи	4	3
74	наряду с	1	3
75	имел в	2	3
76	т е	1	3
77	к этому	1	3
78	отношения к	1	2
79	же как	2	2
80	и то	6	2
81	он сам	2	2
82	но как	6	2
83	лермонтова и	1	2
84	человека с	1	2
85	отнюдь не	10	2
86	в известном	1	2
87	в этой	10	2
88	что к	2	2
89	в себе	15	2
90	после этого	4	2
91	о которой	1	2
92	в нашей	1	2
93	их в	4	2
94	таким образом	6	2
95	в одну	1	2
96	об этой	1	2
97	в них	7	2
98	мы знаем	1	2
99	на первый	2	2
100	в эту	2	2
101	во время	1	2
102	точки зрения	3	2
103	в своей	8	2
104	и ее	8	2
105	с точки	3	2
106	место в	1	2
107	не менее	19	2
108	том же	1	2
109	одна из	1	2
110	никогда не	7	2
111	в момент	1	2
112	его с	1	2
113	время он	1	2
114	и это	9	2
115	этот роман	1	2
116	еще не	9	2
117	а также	4	2
118	тем более	5	2
119	уже не	3	2
120	при помощи	13	2
121	из них	3	2
122	его и	1	2
123	для него	2	2
124	как раз	13	2
125	как же	3	2
126	с которым	1	2
127	о чем	6	2
128	начиная с	1	2
129	не может	8	2
130	вместе с	2	2
131	в него	2	2
132	довольно много	1	2
133	в это	2	2
134	но это	8	2
135	что я	1	2
136	же в	4	2
137	а в	4	2
138	в период	1	2
139	это в	1	2
140	этого романа	2	1
141	себя как	1	1
142	а между	1	1
143	сам факт	1	1
144	этого в	1	1
145	также и	11	1
146	у гоголя	1	1
147	и борьбы	1	1
148	того же	3	1
149	что иван	2	1
150	и есть	6	1
151	ему не	1	1
152	не хочет	3	1
153	по преимуществу	2	1
154	не принимая	1	1
155	едва ли	2	1
156	уже по	1	1
157	в их	4	1
158	по его	2	1
159	из всех	1	1
160	той же	1	1
161	именно к	1	1
162	начинается с	1	1
163	еще до	1	1
164	говорить о	6	1
165	хуже чем	1	1
166	в разные	1	1
167	и наказание	1	1
168	это время	1	1
169	литературе и	4	1
170	а еще	1	1
171	первый план	1	1
172	полной уверенности	1	1
173	по своему	9	1
174	слова часто	1	1
175	а следовательно	1	1
176	и всего	1	1
177	совсем не	4	1
178	но не	9	1
179	о смерти	1	1
180	заметим что	1	1
181	если в	1	1
182	есть по	4	1
183	в комедии	2	1
184	тут же	1	1
185	ничуть не	1	1
186	преступление и	1	1
187	что они	3	1
188	к сожалению	1	1
189	и я	1	1
190	выясняется что	1	1
191	и чувств	1	1
192	первый взгляд	1	1
193	как в	4	1
194	с этим	3	1
195	дает нам	1	1
196	для всех	1	1
197	что ее	1	1
198	два дня	2	1
199	в мысли	1	1
200	не являются	5	1
201	себе не	3	1
202	образа петра	1	1
203	роль играет	1	1
204	то в	5	1
205	в самом	6	1
206	что это	3	1
207	мы получаем	3	1
208	за это	1	1
209	что же	9	1
210	выражение в	1	1
211	еще один	1	1
212	тому же	1	1
213	во многих	2	1
214	но ведь	3	1
215	этот вывод	1	1
216	как он	4	1
217	собственных глазах	1	1
218	в записках	1	1
219	он всегда	3	1
220	да и	3	1
221	всех этих	7	1
222	ведь не	1	1
223	пор мы	2	1
224	в силу	1	1
225	на дуэль	1	1
226	из него	1	1
227	этой поэмы	1	1
228	что ни	2	1
229	и этот	1	1
230	всего то	1	1
231	ним на	2	1
232	однако в	2	1
233	одно и	1	1
234	не будет	2	1
235	конечно в	2	1
236	в глубине	1	1
237	это было	2	1
238	заключается в	1	1
239	не хуже	1	1
240	было бы	8	1
241	в жизни	3	1
242	остается фактом	1	1
243	ее тем	1	1
244	во внимание	2	1
245	он и	8	1
246	отражение и	1	1
247	в москве	1	1
248	одного и	2	1
249	со мной	1	1
250	в этих	3	1
251	или вообще	2	1
252	и их	1	1
253	всяком случае	3	1
254	на свою	1	1
255	представление о	1	1
256	встрече с	1	1
257	и уж	2	1
258	не будем	2	1
259	тем не	18	1
260	по крайней	2	1
261	без всяких	2	1
262	есть еще	3	1
263	с такими	2	1
264	что этот	2	1
265	времени а	1	1
266	не должна	1	1
267	раз и	9	1
268	вплоть до	1	1
269	тем самым	4	1
270	этом говорят	1	1
271	что эта	1	1
272	от нас	3	1
273	не имеет	2	1
274	правда в	1	1
275	в процессе	1	1
276	было не	1	1
277	как о	1	1
278	добрые отношения	1	1
279	это опять	2	1
280	только не	3	1
281	следовательно и	2	1
282	через него	1	1
