N	3gram	Vygotskiy__3	Komedia
1	в том что	11	9
2	и т п	5	5
3	в то время	2	5
4	с другой стороны	5	5
5	к тому же	1	5
6	то время как	2	4
7	и т д	4	4
8	в этом отношении	1	3
9	речь идет о	3	3
10	с одной стороны	5	3
11	о том что	3	3
12	то же самое	8	2
13	до сих пор	5	2
14	в первой половине	1	2
15	каждый из них	1	2
16	во всяком случае	2	2
17	до самого конца	1	2
18	на то что	12	2
19	что под этим	1	1
20	но и не	1	1
21	состоит в том	1	1
22	только что в	1	1
23	более или менее	1	1
24	подобно тому как	1	1
25	а между тем	1	1
26	вызвать у читателя	1	1
27	с этой точки	1	1
28	что она могла	1	1
29	наш поэт был	1	1
30	в зависимости от	1	1
31	еще при жизни	1	1
32	вместе с тем	2	1
33	т п уже	1	1
34	можно было бы	1	1
35	это вовсе не	1	1
36	с этим и	1	1
37	и здесь мы	1	1
38	чаще всего в	1	1
39	он не мог	2	1
40	что одна из	1	1
41	как это ясно	1	1
42	в применении к	1	1
43	в данном случае	2	1
44	в высшей степени	1	1
45	смысле этого слова	2	1
46	в той же	1	1
47	в отличие от	1	1
48	во всех отношениях	1	1
49	том что они	1	1
50	о которых мы	5	1
51	потому что они	2	1
52	до высшей точки	1	1
53	бросается в глаза	1	1
54	не мог бы	1	1
55	этой точки зрения	1	1
56	конечно в высшей	1	1
57	в тех случаях	1	1
58	что он не	1	1
59	каждого из этих	1	1
60	одного из них	2	1
61	как один из	1	1
62	что у него	2	1
63	с самого начала	6	1
64	что в действительности	1	1
65	по аналогии с	2	1
66	совершенно очевидно что	1	1
67	все что она	1	1
68	к тому что	2	1
69	в одном плане	3	1
70	не заметить что	1	1
71	как мы видели	2	1
72	в предисловии к	1	1
73	для того чтобы	8	1
74	на то чтобы	1	1
75	в разговоре с	1	1
76	и тот же	1	1
