N	2gram	Vygotskiy__3	Marksizm
1	чужой речи	1	53
2	может быть	13	28
3	и в	25	19
4	как бы	10	19
5	и не	10	19
6	в процессе	27	18
7	не может	6	18
8	точки зрения	6	17
9	то же	2	16
10	и его	2	16
11	как мы	8	15
12	в этом	14	15
13	в сущности	1	14
14	таким образом	17	14
15	не только	6	13
16	с точки	1	13
17	связи с	9	13
18	речи и	8	13
19	речевого общения	4	12
20	в нем	2	11
21	если бы	5	11
22	вовсе не	1	11
23	не в	6	10
24	речи в	4	10
25	так и	5	10
26	но и	4	10
27	в пределах	1	10
28	том что	20	10
29	при этом	5	9
30	как и	15	9
31	для него	5	9
32	в основе	16	9
33	а не	1	9
34	с его	2	8
35	по отношению	3	8
36	в то	4	8
37	только в	10	8
38	слова в	2	8
39	отнюдь не	4	8
40	не является	8	8
41	отношению к	2	8
42	внутренней речи	19	7
43	его в	3	7
44	и более	1	7
45	одна из	2	7
46	никогда не	4	7
47	в том	23	7
48	прежде всего	4	7
49	в связи	6	7
50	и для	2	7
51	но в	1	7
52	в таком	2	7
53	мы уже	5	6
54	и значение	1	6
55	во всех	1	6
56	и как	5	6
57	в самом	3	6
58	если мы	3	6
59	слова и	6	6
60	ни в	9	6
61	в смысле	4	6
62	того чтобы	8	6
63	к тому	4	6
64	для того	7	6
65	речи мы	1	6
66	же самое	1	6
67	и значением	1	6
68	между тем	3	6
69	мы можем	7	6
70	с помощью	42	6
71	и все	4	6
72	хотя бы	1	6
73	ни было	2	6
74	речевое общение	3	6
75	в свою	3	6
76	смысле слова	2	5
77	того же	6	5
78	к другому	2	5
79	и на	6	5
80	все же	6	5
81	выражение в	1	5
82	является не	2	5
83	то ни	1	5
84	на этой	5	5
85	лишь на	2	5
86	в данном	1	5
87	самого начала	6	5
88	свою очередь	2	5
89	с самого	6	5
90	и здесь	2	5
91	в его	15	5
92	в форме	1	5
93	в большинстве	1	5
94	или иной	3	5
95	в той	1	5
96	этого слова	4	5
97	и того	4	5
98	значения слова	2	5
99	к этому	3	5
100	так же	17	5
101	тем же	4	4
102	все те	1	4
103	а как	2	4
104	бы то	1	4
105	как если	1	4
106	в себе	2	4
107	на то	4	4
108	данное слово	1	4
109	значение в	3	4
110	было бы	10	4
111	и тем	1	4
112	данного слова	1	4
113	в слове	1	4
114	мы видели	6	4
115	одного и	4	4
116	тому что	2	4
117	в отношении	6	4
118	и т.д	5	4
119	той или	2	4
120	для себя	1	4
121	по мере	1	4
122	того что	10	4
123	с ними	3	4
124	что он	6	4
125	речь в	2	4
126	и их	3	4
127	речь и	4	4
128	как раз	1	4
129	связь с	3	4
130	смысле этого	4	4
131	в основном	6	4
132	бы в	2	4
133	то что	15	4
134	сказать что	4	4
135	и то	2	3
136	в котором	3	3
137	и до	1	3
138	высшей степени	6	3
139	в становлении	1	3
140	в ней	1	3
141	еще не	4	3
142	столь же	7	3
143	в ее	1	3
144	менее всего	1	3
145	слова на	1	3
146	отличие от	6	3
147	за пределы	1	3
148	относится к	1	3
149	с этим	4	3
150	перед нами	10	3
151	все эти	7	3
152	в этой	5	3
153	нами в	2	3
154	но ведь	1	3
155	в конкретном	1	3
156	он не	4	3
157	не как	3	3
158	в корне	2	3
159	здесь мы	2	3
160	не будет	2	3
161	в другом	1	3
162	конечно в	2	3
163	той же	4	3
164	с другими	2	3
165	от одного	2	3
166	по себе	7	3
167	в этих	2	3
168	в своей	2	3
169	в отличие	6	3
170	не имеет	1	3
171	для всего	2	3
172	они являются	2	3
173	слове и	1	3
174	же слова	2	3
175	в каком	2	3
176	у нас	1	3
177	могут быть	5	3
178	для его	1	3
179	не есть	3	3
180	и это	4	3
181	значения и	5	3
182	на основе	22	3
183	о том	5	3
184	это вполне	1	3
185	нашей работы	1	3
186	что и	10	3
187	слов и	5	3
188	слова для	1	3
189	в какой	4	3
190	не идет	1	3
191	с одной	5	3
192	в качестве	12	3
193	так как	12	3
194	в высшей	6	3
195	до сих	1	3
196	с другой	6	3
197	речи а	1	3
198	к которым	4	3
199	в живом	3	3
200	связано с	1	3
201	одной стороны	5	3
202	именно для	1	3
203	со всею	1	3
204	да и	1	3
205	должно быть	2	3
206	мы сказали	1	3
207	и формы	1	3
208	и от	2	3
209	сих пор	1	3
210	слово для	1	3
211	что оно	4	3
212	только что	2	3
213	а в	4	3
214	слово и	1	3
215	во всяком	4	3
216	отношения к	1	2
217	одним из	5	2
218	совершенно справедливо	1	2
219	речи во	1	2
220	собственном смысле	6	2
221	в зависимости	5	2
222	вопрос о	1	2
223	почти исключительно	1	2
224	зависимости от	6	2
225	и он	1	2
226	как фактор	1	2
227	иное как	1	2
228	то мы	1	2
229	но как	3	2
230	дело обстоит	1	2
231	то такой	1	2
232	оно является	3	2
233	что они	10	2
234	конечно совершенно	1	2
235	в собственном	6	2
236	независимо от	4	2
237	опирается на	1	2
238	в своем	4	2
239	более и	1	2
240	вступает в	2	2
241	его к	3	2
242	более или	1	2
243	от этого	6	2
244	что это	5	2
245	бы не	1	2
246	в тех	2	2
247	тому же	1	2
248	понимания и	1	2
249	лишь с	1	2
250	значительной степени	1	2
251	различие между	1	2
252	и с	1	2
253	является конечно	1	2
254	оно становится	2	2
255	может стать	1	2
256	в жизни	3	2
257	и потому	2	2
258	всегда и	1	2
259	перейдем к	1	2
260	мы не	9	2
261	восприятия и	1	2
262	или менее	3	2
263	нас не	1	2
264	является для	2	2
265	место в	2	2
266	является в	3	2
267	слова еще	1	2
268	но они	2	2
269	и почти	1	2
270	в атмосфере	1	2
271	существует для	1	2
272	этот тип	3	2
273	слова как	1	2
274	или как	1	2
275	и является	1	2
276	нам важно	1	2
277	находит себе	1	2
278	процессе его	1	2
279	его значение	1	2
280	одним и	2	2
281	должен быть	1	2
282	но по	2	2
283	приводит к	4	2
284	здесь как	1	2
285	поэтому в	2	2
286	и даже	1	2
287	чтобы понять	1	2
288	сводится к	1	2
289	другими словами	1	2
290	все его	1	2
291	в значительной	1	2
292	лишь как	1	2
293	глубоко различны	1	2
294	всяком случае	4	2
295	все время	2	2
296	будет ли	1	2
297	эти последние	2	2
298	но не	6	2
299	мы увидим	4	2
300	которой мы	1	2
301	они могут	1	2
302	эти моменты	1	2
303	и у	6	2
304	уже в	7	2
305	в виде	3	2
306	но для	1	2
307	мы знаем	4	2
308	не так	1	2
309	отрешенное от	1	2
310	слово как	1	2
311	друг друга	4	2
312	но что	1	2
313	у него	1	2
314	речи к	1	2
315	общения и	1	2
316	тем что	8	2
317	и речь	4	2
318	между говорящими	2	2
319	бы это	1	2
320	и речи	20	2
321	именно в	5	2
322	здесь в	1	2
323	мы никогда	2	2
324	а с	3	2
325	что не	1	2
326	до конца	1	2
327	не на	1	2
328	и непосредственно	1	2
329	так называемой	1	2
330	в речи	2	2
331	все более	2	2
332	и мышление	2	2
333	вместе с	14	2
334	и особенно	2	2
335	ко всем	1	2
336	там где	4	2
337	распадается на	3	2
338	к проблеме	2	2
339	случайной и	1	2
340	того или	2	2
341	в начале	2	2
342	не внутри	1	2
343	или в	2	2
344	имеет дело	2	2
345	от него	1	2
346	между ними	3	2
347	или иного	2	2
348	что в	17	2
349	что значение	1	2
350	все основные	1	2
351	и эта	2	2
352	как на	2	2
353	не исходящая	1	1
354	как известно	3	1
355	человеческой речи	1	1
356	также и	1	1
357	например в	1	1
358	с конкретными	1	1
359	для построения	1	1
360	предполагает что	1	1
361	человека и	5	1
