N	2gram	Voloshinov_1	Istorich
1	и в	16	25
2	вместе с	3	22
3	что он	2	22
4	может быть	17	17
5	мы имеем	1	14
6	не только	7	13
7	но и	4	13
8	в его	4	12
9	так как	4	11
10	уже не	1	11
11	и не	4	11
12	в этом	9	10
13	все же	1	10
14	и его	8	9
15	его в	4	9
16	с другой	1	9
17	таким образом	9	9
18	еще не	5	8
19	и на	4	8
20	все эти	5	8
21	что в	3	8
22	связи с	1	8
23	и что	1	8
24	мы видим	2	8
25	мы знаем	3	8
26	с тем	1	8
27	связь с	1	8
28	том что	3	8
29	в нем	4	7
30	как и	2	7
31	во время	3	7
32	о том	2	7
33	и здесь	1	7
34	то что	3	7
35	только в	4	7
36	с одной	1	7
37	в качестве	1	7
38	одной стороны	1	7
39	но это	2	7
40	в частности	2	7
41	знаем что	2	6
42	в мифах	1	6
43	не может	8	6
44	в этих	3	6
45	не совсем	1	6
46	что и	2	6
47	себя в	1	6
48	прежде всего	9	6
49	этот мотив	1	6
50	могут быть	3	6
51	в том	3	6
52	и действительно	2	5
53	мы не	2	5
54	в ней	1	5
55	но не	1	5
56	с этим	2	5
57	что это	2	5
58	входит в	1	5
59	не будем	1	5
60	как мы	4	5
61	мы увидим	1	5
62	связано с	1	5
63	в лодке	1	5
64	в море	1	5
65	так же	2	5
66	в него	5	5
67	для нас	2	5
68	же как	2	4
69	и это	6	4
70	то же	2	4
71	мы уже	2	4
72	мы здесь	1	4
73	от этого	1	4
74	он не	2	4
75	на этой	3	4
76	с другими	3	4
77	не всегда	1	4
78	не менее	2	4
79	в некоторых	1	4
80	в пределах	2	4
81	с ним	2	4
82	в основном	3	4
83	все это	4	4
84	в связи	1	4
85	мы должны	1	4
86	его не	1	3
87	это же	1	3
88	что его	1	3
89	и как	3	3
90	его к	1	3
91	в этой	4	3
92	их в	3	3
93	на этом	3	3
94	человека в	1	3
95	не ясно	1	3
96	но вместе	1	3
97	для того	1	3
98	что при	1	3
99	того чтобы	1	3
100	в себя	1	3
101	никогда не	2	3
102	и с	8	3
103	и вообще	2	3
104	о нем	1	3
105	но мы	4	3
106	к нему	1	3
107	в другой	1	3
108	что здесь	1	3
109	и др	3	3
110	но оно	3	3
111	и пр	12	3
112	нем и	1	3
113	и все	4	3
114	и она	3	3
115	в данном	1	3
116	в более	1	3
117	в свете	1	3
118	а в	3	3
119	в свою	1	3
120	они не	2	3
121	ту же	2	2
122	того же	2	2
123	самом деле	6	2
124	он может	1	2
125	тех же	3	2
126	во сне	2	2
127	когда человек	1	2
128	вопрос о	1	2
129	человека и	1	2
130	мы и	1	2
131	на них	2	2
132	во всех	3	2
133	здесь имеем	1	2
134	и три	1	2
135	некоторое время	1	2
136	когда он	1	2
137	уже в	1	2
138	связанные с	2	2
139	друг с	1	2
140	из него	1	2
141	и по	2	2
142	это было	1	2
143	и других	2	2
144	и мы	2	2
145	свою противоположность	1	2
146	за ней	1	2
147	несмотря на	1	2
148	их на	1	2
149	точки зрения	8	2
150	в своей	2	2
151	ее в	2	2
152	выше мы	1	2
153	а на	2	2
154	она не	1	2
155	тогда когда	1	2
156	одна из	1	2
157	возник не	1	2
158	с другом	1	2
159	мы узнаем	1	2
160	данном случае	1	2
161	роль в	1	2
162	и сам	1	2
163	еще в	1	2
164	если бы	1	2
165	ничего не	1	2
166	находится в	2	2
167	обратим внимание	1	2
168	можно сказать	4	2
169	ним и	1	2
170	же в	1	2
171	в которую	1	2
172	но так	1	2
173	во всем	1	2
174	нами и	1	2
175	и они	1	2
176	его и	1	2
177	на одном	1	2
178	вовсе не	1	2
179	в землю	1	2
180	мы можем	9	2
181	у него	2	2
182	уже и	1	2
183	во власти	1	2
184	со стороны	1	2
185	до сих	3	2
186	и быть	1	2
187	центр тяжести	1	2
188	говорит о	1	2
189	а не	1	2
190	с которым	1	2
191	один из	2	2
192	такие представления	1	2
193	что мы	2	2
194	в одно	2	2
195	и потому	3	2
196	в течение	1	2
197	как бы	5	2
198	из представлений	1	2
199	и этим	2	2
200	с этой	2	2
201	сих пор	3	2
202	и таким	2	2
203	и для	2	2
204	формы и	1	2
205	это уже	1	2
206	с ней	1	2
207	сказать что	7	2
208	совершенно не	8	2
209	по которой	1	2
210	в свое	2	2
211	к этому	2	2
212	жизни и	3	2
213	переносятся на	1	1
214	потом и	1	1
215	еще совершенно	2	1
216	на наших	1	1
217	и есть	3	1
218	не имеют	1	1
219	едва ли	3	1
220	и могут	1	1
221	той же	1	1
222	теперь мы	1	1
223	на место	1	1
224	совершенно так	1	1
225	выходит из	1	1
226	под ним	1	1
227	я не	1	1
228	из того	1	1
229	но даже	1	1
230	что можно	2	1
231	же что	1	1
232	зависимости от	1	1
233	нас очень	1	1
234	не был	1	1
235	одним словом	1	1
236	на самом	4	1
237	совсем не	2	1
238	о смерти	1	1
239	но как	2	1
240	отношение к	5	1
241	иногда и	1	1
242	что они	1	1
243	к сожалению	1	1
244	отнюдь не	4	1
245	не пытается	1	1
246	дает нам	1	1
247	оказывается в	1	1
248	и наконец	4	1
249	и к	6	1
250	увидим что	1	1
251	но в	4	1
252	есть ли	1	1
253	та же	1	1
254	или во	1	1
255	не сделал	1	1
256	только на	3	1
257	во многих	1	1
258	однако сказать	1	1
259	что она	1	1
260	при этом	6	1
261	этого есть	1	1
262	и еще	1	1
263	и социальной	1	1
264	как совершенно	1	1
265	и вот	3	1
266	наших глазах	1	1
267	подобно тому	1	1
268	борьба с	1	1
269	в глубину	2	1
270	главным образом	1	1
271	в глубине	1	1
272	было бы	2	1
273	уже знаем	1	1
274	на почве	1	1
275	в переводе	2	1
276	его состав	1	1
277	в жизни	2	1
278	по всему	2	1
279	он является	1	1
280	были в	1	1
281	его все	2	1
282	этим и	1	1
283	одна и	1	1
284	мать была	1	1
285	нужно искать	1	1
286	ясно из	1	1
287	в развитии	2	1
288	смысл и	1	1
289	лучше всего	1	1
290	к тем	1	1
291	художественного творчества	4	1
292	право на	1	1
293	с точки	6	1
294	идущее от	1	1
295	свой смысл	1	1
296	пока только	1	1
297	в одном	3	1
298	борьбу с	1	1
299	войти в	2	1
300	в конце	1	1
301	на всю	1	1
302	быть сделан	1	1
303	что есть	1	1
304	а иногда	1	1
305	самого начала	4	1
306	не имеет	1	1
307	в науке	2	1
308	к изучению	1	1
309	в самых	1	1
310	этот комплекс	1	1
311	в стадии	1	1
312	это мы	1	1
313	и всегда	1	1
314	на другую	1	1
315	быть речи	1	1
316	всего и	1	1
317	этих двух	1	1
318	за которой	1	1
319	мире и	1	1
320	в сознании	1	1
321	здесь же	2	1
322	более позднее	1	1
323	следует что	1	1
324	самым важным	1	1
325	в каком	2	1
326	в момент	1	1
327	нам что	1	1
328	к себе	3	1
329	его за	1	1
330	должны быть	1	1
331	к тому	1	1
332	совместно с	1	1
333	оно не	2	1
334	на это	1	1
335	и стали	1	1
336	и входит	1	1
337	и о	2	1
338	в виду	1	1
339	но вообще	1	1
340	без всякого	1	1
341	на другой	1	1
342	другими словами	2	1
343	с самого	4	1
344	приводит к	1	1
345	что может	1	1
346	каждого из	1	1
347	мог бы	1	1
348	но нет	1	1
349	связанных с	2	1
350	это только	1	1
351	из корней	1	1
352	для этого	2	1
353	это может	1	1
354	даже не	3	1
355	очень важен	1	1
356	о ней	1	1
357	и начало	1	1
358	сводится к	2	1
359	первый и	1	1
360	характер этого	1	1
361	на вопрос	1	1
362	говорит об	1	1
363	на свет	1	1
364	на основе	2	1
365	мифах и	1	1
366	этот момент	1	1
367	эти два	1	1
368	во всей	2	1
369	и только	9	1
370	наконец в	1	1
371	в русском	1	1
372	этих способностей	1	1
