N	3gram	Bakhtin_Pr_3	Psycholo
1	в том что	3	9
2	не может быть	1	8
3	о том что	2	7
4	во всяком случае	1	6
5	в зависимости от	2	5
6	с другой стороны	1	5
7	как и в	3	4
8	и той же	1	3
9	до сих пор	5	3
10	в отличие от	1	3
11	в собственном смысле	2	3
12	сказать что в	1	3
13	одной и той	1	3
14	в конце концов	1	3
15	все то что	2	3
16	хотя и не	1	2
17	то что я	1	2
18	состоит в том	1	2
19	более или менее	3	2
20	в этом смысле	1	2
21	то же самое	1	2
22	с точки зрения	2	2
23	тем или иным	1	2
24	в этом отношении	1	2
25	со всеми остальными	1	2
26	в применении к	1	2
27	тех или иных	1	2
28	каждого из этих	1	2
29	так и в	2	2
30	то есть в	2	2
31	смысле этого слова	1	2
32	мы видим что	1	2
33	тем не менее	2	2
34	мы видели что	2	2
35	и в конце	1	1
36	друг к другу	1	1
37	это тот же	1	1
38	и тому же	2	1
39	то что мне	1	1
40	можно себе представить	1	1
41	мы имеем дело	1	1
42	тот и другой	1	1
43	в область истории	1	1
44	творчества так и	1	1
45	в том числе	11	1
46	как своего рода	1	1
47	по сравнению с	4	1
48	и во всех	3	1
49	сих пор недостаточно	1	1
50	а может быть	1	1
51	а вместе с	1	1
52	так как только	1	1
53	и для того	1	1
54	в связи со	1	1
55	но вот что	1	1
56	один из авторов	1	1
57	может быть только	1	1
58	не то что	3	1
59	и то что	1	1
60	к другим людям	1	1
61	могут быть названы	1	1
62	том что на	1	1
63	в себя и	1	1
64	так как это	1	1
65	потому что это	2	1
66	отношение к другим	1	1
67	особенно в его	1	1
68	в связи с	1	1
69	один из самых	1	1
70	в мире в	1	1
71	легли в основу	1	1
72	и тот и	1	1
73	один и тот	1	1
74	в широком смысле	1	1
75	была связана с	1	1
76	с самого начала	3	1
77	к одному и	2	1
78	что иное как	1	1
79	отметить что в	1	1
80	включает в себя	1	1
81	можно сказать что	4	1
82	со всеми другими	2	1
83	не что иное	1	1
84	именно потому что	1	1
85	одному и тому	2	1
86	том числе и	10	1
87	и тот же	1	1
