N	3gram	Bakhtin_fo_1	Istorich
1	так же как	2	12
2	совершенно так же	1	6
3	до сих пор	3	5
4	же как и	2	4
5	не может быть	3	4
6	но все же	2	4
7	в этом случае	1	3
8	в данном случае	1	3
9	по сравнению с	2	3
10	о том что	1	2
11	мы имеем в	1	2
12	в средние века	1	2
13	так как он	1	2
14	не только в	2	2
15	при помощи которой	1	2
16	смысле этого слова	1	2
17	в тех случаях	1	2
18	так и в	1	2
19	тех случаях когда	1	2
20	в связи с	5	2
21	и может быть	1	1
22	на том что	1	1
23	и по существу	1	1
24	в том числе	4	1
25	во всем мире	1	1
26	дело не только	1	1
27	и не только	2	1
28	в зависимости от	1	1
29	но в греческом	1	1
30	одной из которых	1	1
31	друг на друга	2	1
32	но и в	2	1
33	как мы увидим	1	1
34	мы видим в	1	1
35	но наряду с	1	1
36	совершенно ясно что	1	1
37	и др в	2	1
38	героем и его	1	1
39	может быть только	3	1
40	и в других	4	1
41	может быть и	2	1
42	не могло быть	3	1
43	то время как	2	1
44	их между собой	1	1
45	в этот момент	1	1
46	таким образом и	1	1
47	и то же	3	1
48	до нас в	3	1
49	не могут быть	1	1
50	во всех этих	1	1
51	но вместе с	1	1
52	одно и то	3	1
53	с нашей точки	3	1
54	мы уже знаем	1	1
55	и у них	1	1
56	и в особенности	2	1
57	вместе с тем	2	1
58	мы уже видели	1	1
59	в широком смысле	2	1
60	что и у	1	1
61	в то время	3	1
62	то что происходит	1	1
63	но он не	1	1
64	уже видели как	1	1
65	он не имеет	1	1
66	нашей точки зрения	3	1
67	как мы видим	2	1
68	друг за другом	2	1
69	дошли до нас	1	1
70	как и в	2	1
