1	и т д	8	15
2	с другой стороны	1	7
3	до сих пор	6	5
4	тем не менее	1	5
5	в том что	1	5
6	как мы видели	2	5
7	мы видим что	1	4
8	в связи с	2	3
9	в данном случае	1	3
10	с одной стороны	4	2
11	не только не	2	2
12	по отношению к	4	2
13	что и в	1	2
14	но все же	1	2
15	состоит в том	1	2
16	мы уже знаем	1	2
17	во всяком случае	4	2
18	но вместе с	1	1
19	как это делали	1	1
20	в том числе	1	1
21	друг друга не	1	1
22	но и в	1	1
23	увидим дальше что	1	1
24	и к ней	1	1
25	с самого начала	1	1
26	и вступает в	1	1
27	мы и здесь	1	1
28	т е во	1	1
29	как если бы	2	1
30	что дело здесь	1	1
31	уже знаем что	1	1
32	с этим же	1	1
33	может быть и	3	1
34	друг от друга	2	1
35	как это делается	1	1
36	что в данном	1	1
37	заключается в том	1	1
38	как мы увидим	2	1
39	мы увидим дальше	1	1
40	с точки зрения	13	1
41	в своем исследовании	1	1
42	на самом же	1	1
43	самом же деле	1	1
44	с этой точки	1	1
45	она до сих	1	1
46	литература но и	1	1
47	вместе с тем	1	1
48	все эти вопросы	1	1
49	часто встречается в	1	1
50	смысле этого слова	3	1
51	не может быть	5	1
52	прежде всего мы	1	1
53	так же как	1	1
54	на самом деле	6	1
55	для нас это	1	1
56	в свою очередь	6	1
57	мы здесь не	1	1
58	и в том	1	1
59	в чем же	1	1
60	сами по себе	2	1
61	то что было	1	1
62	друг другу и	1	1
63	ничего общего с	1	1
64	не только на	1	1
65	между прочим и	1	1
66	в большинстве случаев	2	1
67	этой точки зрения	1	1
68	в жизни и	1	1
69	и входит в	1	1
70	так или иначе	1	1
