N	2gram	Bakhtin_sl_1	Istorich
1	и в	41	25
2	вместе с	1	22
3	и т	28	20
4	т д	5	18
5	может быть	14	17
6	мы имеем	1	14
7	не только	16	13
8	но и	16	13
9	в его	13	12
10	так как	3	11
11	уже не	2	11
12	и не	16	11
13	в этом	12	10
14	все же	7	10
15	и его	14	9
16	его в	3	9
17	в виде	2	9
18	с другой	5	9
19	таким образом	9	9
20	еще не	4	8
21	и на	14	8
22	все эти	9	8
23	связи с	2	8
24	и что	1	8
25	мы видим	2	8
26	другой стороны	4	8
27	связь с	2	8
28	том что	2	8
29	в нем	30	7
30	а затем	1	7
31	как и	4	7
32	мы видели	1	7
33	потому что	2	7
34	о том	3	7
35	и здесь	3	7
36	только в	6	7
37	с одной	4	7
38	в качестве	3	7
39	одной стороны	4	7
40	этом случае	2	7
41	но это	1	7
42	в частности	2	7
43	как в	8	6
44	в нее	1	6
45	это не	6	6
46	не может	14	6
47	в этих	2	6
48	не в	7	6
49	и он	1	6
50	что и	1	6
51	там где	4	6
52	себя в	9	6
53	прежде всего	8	6
54	могут быть	19	6
55	или в	8	6
56	в том	3	6
57	например в	2	5
58	мы не	2	5
59	в ней	4	5
60	но не	2	5
61	с этим	3	5
62	входит в	4	5
63	видим что	1	5
64	как мы	8	5
65	так же	2	5
66	в него	3	5
67	для нас	2	5
68	же как	2	4
69	и это	1	4
70	то же	14	4
71	мы уже	2	4
72	в ее	2	4
73	от этого	2	4
74	в истории	3	4
75	его на	1	4
76	он видит	1	4
77	в которой	4	4
78	он не	3	4
79	за тридевять	1	4
80	не как	4	4
81	что все	2	4
82	с другими	5	4
83	и тем	2	4
84	тем не	1	4
85	не менее	1	4
86	в пределах	14	4
87	с ним	7	4
88	в основном	3	4
89	все это	5	4
90	на смену	1	4
91	в которых	1	3
92	его не	1	3
93	тридевять земель	1	3
94	или же	1	3
95	по которому	1	3
96	его к	1	3
97	в целом	2	3
98	в этой	1	3
99	только один	1	3
100	на этом	2	3
101	человека в	1	3
102	в ином	1	3
103	но уже	1	3
104	в то	14	3
105	друг друга	3	3
106	но эти	3	3
107	для того	2	3
108	того чтобы	1	3
109	в себя	1	3
110	на том	2	3
111	никогда не	3	3
112	и с	4	3
113	и вообще	2	3
114	о нем	4	3
115	к нему	5	3
116	в форме	1	3
117	в другой	2	3
118	и др	14	3
119	в особенности	8	3
120	но оно	3	3
121	нем и	3	3
122	и все	4	3
123	и она	1	3
124	в данном	3	3
125	в более	1	3
126	не знаем	1	3
127	а в	6	3
128	в свою	3	3
129	героя и	1	3
130	состоит из	1	3
131	они не	1	3
132	ту же	4	2
133	того же	6	2
134	он может	2	2
135	тех же	1	2
136	исключают друг	1	2
137	одним из	4	2
138	а как	2	2
139	мы и	2	2
140	как таковые	3	2
141	время в	1	2
142	в различных	1	2
143	во всех	17	2
144	перед нами	4	2
145	у наиболее	1	2
146	на то	1	2
147	связанные с	3	2
148	друг с	2	2
149	из него	2	2
150	и по	2	2
151	о чем	1	2
152	особенности в	1	2
153	это было	1	2
154	и других	3	2
155	в это	1	2
156	о которых	1	2
157	гл iv	1	2
158	за язык	1	2
159	несмотря на	1	2
160	точки зрения	16	2
161	в своей	7	2
162	таким же	1	2
163	бы мы	1	2
164	но он	2	2
165	без всяких	2	2
166	даже в	2	2
167	а на	2	2
168	она не	3	2
169	одна из	2	2
170	в другую	1	2
171	в некотором	1	2
172	с другом	2	2
173	тем это	1	2
174	иногда даже	1	2
175	должен быть	1	2
176	живет на	1	2
177	данном случае	3	2
178	так в	2	2
179	роль в	2	2
180	и сам	3	2
181	здесь как	1	2
182	особенно в	1	2
183	если бы	1	2
184	ничего не	4	2
185	находится в	1	2
186	язык и	10	2
187	или на	1	2
188	образом в	3	2
189	можно сказать	2	2
190	все его	4	2
191	от них	1	2
192	же в	1	2
193	того что	3	2
194	части его	1	2
195	ли он	4	2
196	во всем	1	2
197	то в	2	2
198	именно на	1	2
199	так что	2	2
200	и они	1	2
201	из них	3	2
202	его и	3	2
203	на одном	1	2
204	вовсе не	7	2
205	у него	3	2
206	в других	3	2
207	со стороны	1	2
208	до сих	2	2
209	как у	1	2
210	до этого	1	2
211	социальной жизни	1	2
212	а не	15	2
213	с которым	2	2
214	один из	4	2
215	его по	1	2
216	что мы	1	2
217	и потому	4	2
218	в течение	1	2
219	как бы	12	2
220	по существу	3	2
221	и этим	3	2
222	с этой	3	2
223	сих пор	2	2
224	с большой	1	2
225	и для	4	2
226	не исключают	1	2
227	формы и	3	2
228	с ней	2	2
229	сказать что	2	2
230	совершенно не	2	2
231	сам в	1	2
232	в свое	3	2
233	к этому	2	2
234	им и	1	2
235	строится на	1	2
236	жизни и	1	2
237	также и	3	1
238	рассматривается как	1	1
239	себя как	1	1
240	силы и	1	1
241	и есть	1	1
242	из его	1	1
243	почти всегда	3	1
244	не имеют	1	1
245	в зависимости	3	1
246	последние два	1	1
247	той же	2	1
248	господствующее в	1	1
249	что уже	1	1
250	двух и	1	1
251	именно к	1	1
252	место в	1	1
253	приводят к	1	1
254	время как	2	1
255	но чаще	1	1
256	категории и	2	1
257	они были	2	1
258	но даже	1	1
259	вариации этого	1	1
260	и заставляет	2	1
261	зависимости от	3	1
262	форм в	1	1
263	не нужно	1	1
264	мы читаем	1	1
265	не был	1	1
266	его так	1	1
267	одним словом	2	1
268	не требует	3	1
269	на самом	2	1
270	но как	1	1
271	остаются в	2	1
272	отношение к	7	1
273	иногда и	1	1
274	отличие от	1	1
275	широкого круга	1	1
276	что они	2	1
277	человек может	1	1
278	не пытается	2	1
279	в одной	1	1
280	стороны и	1	1
281	как к	2	1
282	те стороны	1	1
283	что как	1	1
284	пределах одной	2	1
285	словом в	4	1
286	целый ряд	1	1
287	и наконец	4	1
288	и к	5	1
289	но в	8	1
290	них он	1	1
291	отнесены к	1	1
292	сливается с	2	1
293	та же	1	1
294	случае этот	2	1
295	он в	5	1
296	или во	2	1
297	часто даже	1	1
298	только на	2	1
299	нами в	2	1
300	и тот	1	1
301	в себе	3	1
302	чем его	1	1
303	и если	1	1
304	в чужую	1	1
305	что она	1	1
306	его но	3	1
307	задний план	1	1
308	при этом	6	1
309	приведенные нами	1	1
310	они в	2	1
311	всех этих	4	1
312	ответа но	1	1
313	не изучены	1	1
314	пределах одного	1	1
315	по всем	1	1
316	эта мотивировка	1	1
317	в комнату	1	1
318	борьба с	1	1
319	смысле в	3	1
320	извне в	1	1
321	на ту	2	1
322	этих форм	1	1
323	героя на	1	1
324	было бы	3	1
325	на почве	4	1
326	в переводе	1	1
327	чаще всего	1	1
328	в жизни	1	1
329	этого не	1	1
330	и уже	1	1
331	характерно что	2	1
332	то с	1	1
333	смысл и	1	1
334	века когда	1	1
335	места в	1	1
336	вносят в	2	1
337	мир он	1	1
338	он должен	1	1
339	с точки	8	1
340	в их	4	1
341	в стиле	1	1
342	в своем	3	1
343	в отличие	1	1
344	от его	3	1
345	в одном	2	1
346	путем он	1	1
347	и эти	2	1
348	и более	1	1
349	войти в	2	1
350	новые и	1	1
351	на всю	3	1
352	изнутри в	1	1
353	формами и	1	1
354	например и	1	1
355	а иногда	3	1
356	самого начала	1	1
357	дело не	2	1
358	эти формы	1	1
359	на котором	1	1
360	правда в	1	1
361	указанном смысле	1	1
362	часто в	1	1
363	к изучению	1	1
364	он еще	1	1
365	в самых	2	1
366	нем в	3	1
367	не могло	3	1
368	находятся в	1	1
369	и такой	1	1
370	же время	12	1
371	него нет	1	1
372	явление в	2	1
373	же он	1	1
374	в сознании	2	1
375	должны иметь	1	1
376	в процессе	4	1
377	в каком	1	1
378	языка в	16	1
379	в ведении	1	1
380	очень часто	1	1
381	и свой	1	1
382	как только	3	1
383	его за	1	1
384	вокруг него	2	1
385	к тому	3	1
386	его с	1	1
387	другими формами	1	1
388	быть отнесены	1	1
389	всегда есть	1	1
390	оно не	6	1
391	на это	1	1
392	время он	1	1
393	и о	2	1
394	в виду	1	1
395	свою очередь	2	1
396	здесь не	2	1
397	без всякого	1	1
398	с каким	1	1
399	мы остановимся	1	1
400	каждая такая	1	1
401	смерти в	1	1
402	с самого	1	1
403	то время	2	1
404	приводит к	1	1
405	по степеням	1	1
406	на свой	1	1
407	что может	1	1
408	переход к	1	1
409	каждого из	1	1
410	иногда в	2	1
411	связанных с	4	1
412	это только	1	1
413	для этого	1	1
414	это может	1	1
415	не признают	1	1
416	погружается в	1	1
417	иного порядка	1	1
418	через этот	1	1
419	автор не	4	1
420	сводится к	1	1
421	вместе со	2	1
422	за пределами	2	1
423	одного из	2	1
424	в которое	1	1
425	там в	1	1
426	а также	2	1
427	которых они	1	1
428	во втором	1	1
429	эти два	1	1
430	и только	1	1
431	наконец в	2	1
432	может иметь	1	1
433	в литературе	1	1
434	где не	1	1
435	уходит в	1	1
436	как из	1	1
437	но с	1	1
438	хотя бы	3	1
439	тот же	1	1
440	характерна для	1	1
441	одной из	3	1
442	которым он	1	1
443	вступить в	1	1
444	эту форму	1	1
445	и так	1	1
446	всяком случае	5	1
447	они могут	7	1
448	и ее	3	1
449	не мешает	1	1
450	в эти	1	1
451	же и	2	1
452	со своим	5	1
453	не исчерпывают	1	1
454	и у	2	1
455	резче чем	1	1
456	что не	1	1
457	не дает	1	1
458	или даже	2	1
459	специфическая особенность	1	1
460	для него	3	1
461	слова в	8	1
462	в котором	2	1
463	языку и	5	1
464	с этими	2	1
465	в очень	1	1
466	др все	1	1
467	другие более	1	1
468	не были	3	1
469	со всем	1	1
470	и даже	6	1
471	или иной	9	1
472	исходят из	1	1
473	есть не	1	1
474	их от	1	1
475	здесь в	4	1
476	эти две	1	1
477	а с	2	1
478	по всей	3	1
479	ответами и	1	1
480	что для	1	1
481	в определенных	2	1
482	только по	1	1
483	то и	1	1
484	не было	3	1
485	не знает	1	1
486	который оно	1	1
487	которое по	1	1
488	в руках	1	1
489	сюда не	1	1
490	героя так	1	1
491	равно как	1	1
492	нет ничего	1	1
493	относятся к	1	1
494	книге о	1	1
495	к своему	6	1
496	конечно не	3	1
497	только как	1	1
498	по своему	2	1
499	такого рода	2	1
500	и там	3	1
501	есть как	3	1
502	даже с	1	1
503	в состоянии	1	1
504	мы до	1	1
505	быть не	1	1
506	есть и	1	1
507	на пути	1	1
508	и некоторые	1	1
509	жизни или	1	1
510	как таковой	1	1
511	которых он	1	1
512	и часто	4	1
513	и следует	3	1
514	потому не	1	1
515	на задний	1	1
516	и от	4	1
517	в указанном	1	1
518	он по	1	1
519	души в	1	1
520	от него	1	1
521	в основе	5	1
522	у них	2	1
523	бы в	1	1
524	все они	7	1
525	этот рассказ	1	1
526	есть уже	1	1
527	но если	1	1
528	как за	1	1
529	из этого	3	1
530	формы его	1	1
531	в самом	5	1
532	на третьем	1	1
533	и другие	1	1
534	как на	1	1
535	в таком	1	1
536	эти категории	2	1
537	во всяком	7	1
538	все что	1	1
539	этой точки	1	1
