N	2gram	Ircho_Kome_2	slovoVRo
1	и в	26	39
2	может быть	11	37
3	и т	2	35
4	и его	12	33
5	т п	2	33
6	не только	7	24
7	и не	14	22
8	но и	10	21
9	не может	3	20
10	в нем	6	19
11	до конца	1	17
12	в этом	10	16
13	все это	3	16
14	так и	12	15
15	а не	1	14
16	отличие от	2	13
17	как в	3	13
18	в пределах	1	13
19	во всех	3	12
20	в отличие	2	12
21	в истории	5	11
22	вовсе не	2	10
23	к своему	1	9
24	и с	5	9
25	не в	2	9
26	со своим	1	9
27	таким образом	6	8
28	себя в	3	8
29	прежде всего	4	8
30	точки зрения	4	8
31	еще не	6	7
32	с его	5	7
33	пределах одного	1	7
34	в этих	4	7
35	для него	1	7
36	с ним	1	7
37	никогда не	1	7
38	как мы	4	7
39	в его	4	7
40	слово как	1	7
41	и даже	1	7
42	как бы	2	7
43	в сущности	1	6
44	но не	3	6
45	в своем	6	6
46	все же	4	6
47	и к	2	6
48	но в	3	6
49	все эти	1	6
50	в них	4	6
51	как и	4	6
52	в большинстве	1	6
53	там где	1	6
54	жизни и	3	6
55	например в	3	5
56	героя и	1	5
57	и слова	1	5
58	человека в	3	5
59	это не	2	5
60	том что	9	5
61	по себе	1	5
62	но все	3	5
63	той или	1	5
64	с другой	2	5
65	один из	5	5
66	в том	11	5
67	с ними	2	5
68	с одной	2	5
69	конечно не	1	5
70	со словом	1	5
71	и их	3	5
72	одной стороны	2	5
73	или иной	1	5
74	большинстве случаев	1	5
75	и для	4	5
76	только в	4	5
77	для нас	3	5
78	и все	2	5
79	отношения к	1	4
80	его не	1	4
81	и на	7	4
82	по отношению	3	4
83	отношение к	2	4
84	то же	3	4
85	его в	4	4
86	входит в	1	4
87	ни в	5	4
88	не менее	4	4
89	в то	6	4
90	одна из	2	4
91	в основе	1	4
92	же время	3	4
93	наконец в	2	4
94	дело с	3	4
95	для всех	3	4
96	так как	4	4
97	с помощью	1	4
98	на фоне	1	4
99	в той	2	4
100	а в	3	4
101	отношению к	3	4
102	как это	4	3
103	в чисто	1	3
104	той же	3	3
105	говорить о	2	3
106	в чем	1	3
107	в собственном	1	3
108	и как	1	3
109	не приходится	1	3
110	бы и	2	3
111	с их	4	3
112	на этом	2	3
113	не с	1	3
114	еще раз	1	3
115	с точки	1	3
116	не столько	1	3
117	его от	1	3
118	связи с	3	3
119	в ней	3	3
120	в состав	2	3
121	а также	1	3
122	к нему	3	3
123	между тем	4	3
124	что и	7	3
125	даже на	2	3
126	у него	4	3
127	рядом с	2	3
128	здесь в	3	3
129	и создает	1	3
130	в свою	1	3
131	если она	1	3
132	и там	1	3
133	как к	1	3
134	в контексте	1	3
135	и от	4	3
136	как для	1	3
137	что в	9	3
138	из себя	1	3
139	хотя бы	2	3
140	сказать что	1	3
141	речи и	1	3
142	во всяком	2	3
143	одним из	2	2
144	мы не	2	2
145	темы в	1	2
146	при его	1	2
147	х годов	2	2
148	меньше чем	2	2
149	не был	1	2
150	не все	1	2
151	с этим	5	2
152	хотя и	4	2
153	как уже	1	2
154	более или	1	2
155	себе как	1	2
156	в нашем	2	2
157	в себе	1	2
158	роль в	2	2
159	как он	3	2
160	корнями в	1	2
161	на его	1	2
162	он не	2	2
163	и более	1	2
164	основе его	1	2
165	зрения на	1	2
166	независимо от	5	2
167	мы видели	1	2
168	чем в	2	2
169	автора и	1	2
170	или менее	1	2
171	и другие	2	2
172	и при	1	2
173	в их	3	2
174	которые в	2	2
175	однако в	2	2
176	даже в	2	2
177	не меньше	1	2
178	того как	3	2
179	и внутренней	1	2
180	того чтобы	6	2
181	в одном	2	2
182	в области	1	2
183	в речах	2	2
184	отличается от	1	2
185	должен быть	1	2
186	свою очередь	1	2
187	в себя	1	2
188	так в	2	2
189	в рамки	1	2
190	в другом	1	2
191	и здесь	6	2
192	о том	6	2
193	но мы	1	2
194	или на	2	2
195	в различных	1	2
196	нуждается в	1	2
197	еще более	2	2
198	людей с	1	2
199	как например	1	2
200	речь о	2	2
201	что он	5	2
202	пор не	1	2
203	правда и	1	2
