N	2gram	Voloshinov_1	VrazhdaK
1	не только	4	9
2	в этом	4	8
3	и в	12	8
4	и что	2	8
5	но и	3	7
6	и все	2	7
7	то что	5	7
8	что в	2	7
9	все же	4	6
10	но в	5	6
11	в нем	6	6
12	как и	5	6
13	в котором	3	6
14	и с	3	6
15	то же	5	5
16	в то	2	5
17	же время	1	5
18	между тем	3	5
19	у него	1	5
20	не было	1	5
21	и не	10	5
22	в ней	6	4
23	в истории	1	4
24	при этом	6	4
25	это не	2	4
26	несмотря на	1	4
27	все это	3	4
28	в виду	5	4
29	с ним	3	4
30	о том	3	4
31	для нас	7	4
32	уже в	2	4
33	может быть	14	4
34	как бы	13	4
35	так же	3	4
36	из подполья	1	3
37	в чем	2	3
38	с его	2	3
39	в своем	2	3
40	его в	4	3
41	он не	2	3
42	далеко не	1	3
43	и уже	3	3
44	том что	5	3
45	в русской	1	3
46	и его	13	3
47	связи с	1	3
48	и о	1	3
49	и во	1	3
50	русской литературе	1	3
51	в его	2	3
52	в том	6	3
53	наряду с	1	3
54	к этому	2	3
55	же как	1	2
56	и то	2	2
57	и он	1	2
58	столь же	1	2
59	в эти	1	2
60	к автору	4	2
61	отнюдь не	5	2
62	в себе	3	2
63	нашего времени	1	2
64	таким образом	12	2
65	в них	3	2
66	рядом с	1	2
67	а с	1	2
68	точки зрения	14	2
69	в своей	3	2
70	и ее	3	2
71	с точки	2	2
72	место в	2	2
73	не менее	3	2
74	том же	1	2
75	никогда не	5	2
76	в момент	2	2
77	на это	2	2
78	и это	1	2
79	же не	1	2
80	на основе	1	2
81	еще не	3	2
82	там же	1	2
83	тем более	1	2
84	по мнению	1	2
85	уже не	4	2
86	при помощи	1	2
87	его и	1	2
88	для него	3	2
89	отношение к	4	2
90	к ним	2	2
91	и т.п	1	2
92	как же	2	2
93	о чем	1	2
94	не может	16	2
95	вместе с	2	2
96	но это	2	2
97	что я	1	2
98	в свою	1	2
99	а между	1	1
100	от этой	2	1
101	ко всем	2	1
102	это и	1	1
103	что слово	2	1
104	не хочет	1	1
105	по преимуществу	1	1
106	едва ли	2	1
107	исповеди ставрогина	1	1
108	что уже	1	1
109	он как	1	1
110	равно как	1	1
111	совпадает с	2	1
112	литературе и	1	1
113	на них	1	1
114	материала это	1	1
115	и всего	1	1
116	но не	2	1
117	каком направлении	1	1
118	что они	1	1
119	независимо от	2	1
120	как в	5	1
121	ее основного	1	1
122	только об	1	1
123	как к	3	1
124	же самому	1	1
125	и наконец	3	1
126	себе не	1	1
127	то в	1	1
128	в самом	4	1
129	что это	1	1
130	в целом	1	1
131	выражение в	2	1
132	еще один	1	1
133	тому же	2	1
134	во многих	1	1
135	да и	3	1
136	высшей степени	1	1
137	пор мы	1	1
138	из него	2	1
139	ним на	1	1
140	одно и	2	1
141	совпадают с	1	1
142	конечно в	2	1
143	входя в	1	1
144	со своею	1	1
145	было бы	1	1
146	в жизни	5	1
147	в высшей	1	1
148	автору и	3	1
149	не всегда	1	1
150	которой он	1	1
151	может идти	1	1
152	такой же	2	1
153	в этих	2	1
154	и их	1	1
155	можно найти	2	1
156	всяком случае	1	1
157	и уж	1	1
158	тем не	3	1
159	по крайней	1	1
160	его героям	1	1
161	не должна	3	1
162	было такой	1	1
163	в процессе	6	1
164	как о	1	1
165	героев и	2	1
166	автора к	1	1
167	ничего не	2	1
168	того в	1	1
169	по своей	1	1
170	в окно	1	1
171	этом отношении	1	1
172	в каком	3	1
173	его оформления	1	1
174	тем это	1	1
175	конечно гораздо	1	1
176	могут быть	2	1
177	вошли в	1	1
178	выросла из	1	1
179	не есть	2	1
180	уже на	1	1
181	ничего общего	1	1
182	с ее	1	1
183	свою очередь	1	1
184	но при	1	1
185	в ее	1	1
186	но мы	2	1
187	то время	1	1
188	так и	4	1
189	ясно что	3	1
190	было в	1	1
191	так называемую	1	1
192	жизнь и	1	1
193	с героем	3	1
194	и вообще	3	1
195	во всяком	1	1
196	приближается к	1	1
197	до сих	3	1
198	вопросу о	1	1
199	к нему	4	1
200	во всех	1	1
201	в форме	2	1
202	крайней мере	1	1
203	и можно	1	1
204	все в	1	1
205	в литературе	4	1
206	к которому	1	1
207	этом смысле	1	1
208	ли он	1	1
209	то он	1	1
210	это же	1	1
211	в качестве	1	1
212	же он	1	1
213	себя в	1	1
214	только слова	1	1
215	в душе	2	1
216	что для	1	1
217	говорит о	1	1
218	в одном	1	1
219	для правильного	1	1
220	друг друга	1	1
221	от того	4	1
222	в особенности	2	1
223	гораздо больше	1	1
224	из двух	1	1
225	так не	1	1
226	и из	1	1
227	с другой	4	1
228	именно в	1	1
229	все равно	1	1
230	прежде всего	8	1
231	в стиле	1	1
232	до конца	2	1
233	и самый	1	1
234	обычно не	1	1
235	себя на	1	1
236	с помощью	6	1
237	нет ничего	2	1
238	в частности	1	1
239	два человека	1	1
240	с первого	1	1
241	несравненно более	2	1
242	того что	3	1
243	еще раз	2	1
244	в условиях	2	1
245	сих пор	3	1
246	в основном	2	1
247	но для	3	1
248	к вопросу	1	1
249	более того	2	1
250	уж конечно	1	1
251	такое понимание	1	1
252	это как	3	1
253	человек и	1	1
254	хотя и	1	1
255	ее и	3	1
256	еще более	1	1
257	но зато	2	1
258	в обоих	1	1
259	отношении к	3	1
260	слово за	1	1
261	нам не	1	1
262	быть и	3	1
263	только как	1	1
264	другой стороны	2	1
265	они как	1	1
266	ему но	1	1
267	социальную основу	1	1
268	из этого	3	1
269	героя в	1	1
270	жизни и	4	1
271	как на	2	1
272	в таком	1	1
273	они не	1	1
