N	3gram	Tiupa_Anal_2	Problema
1	с точки зрения	2	11
2	той или иной	3	11
3	тем не менее	3	10
4	содержит в себе	3	8
5	в том что	6	8
6	то же самое	1	6
7	по крайней мере	3	6
8	с другой стороны	2	6
9	то есть в	2	6
10	в данном случае	5	5
11	можно было бы	2	4
12	не только в	2	4
13	не только не	2	4
14	мы имеем дело	3	3
15	в этом смысле	2	3
16	то и другое	1	3
17	точно так же	1	3
18	тех или иных	2	3
19	в связи с	1	3
20	того или иного	3	3
21	о том что	6	3
22	что иное как	1	2
23	хотя бы и	1	2
24	сами по себе	1	2
25	в том смысле	1	2
26	в том или	2	2
27	не только для	1	2
28	нам представляется что	1	2
29	более или менее	1	2
30	есть не что	1	2
31	не что иное	1	2
32	заключается в том	1	2
33	а то что	1	2
34	в то же	2	2
35	сама по себе	1	2
36	дело не в	1	2
37	но если бы	1	2
38	к тому же	4	2
39	если бы он	1	1
40	крайней мере в	1	1
41	не так ли	1	1
42	между прочим и	1	1
43	никак не может	1	1
44	свидетельствует о том	1	1
45	как раз и	1	1
46	или иной эстетической	1	1
47	в первую очередь	1	1
48	на каждом из	1	1
49	только то что	1	1
50	и по преимуществу	1	1
51	и даже в	1	1
52	с этой точки	1	1
53	одно и то	1	1
54	в таком случае	2	1
55	и тем что	1	1
56	и то что	2	1
57	отнюдь не является	1	1
58	сказать что в	1	1
59	вся его жизнь	1	1
60	но и его	1	1
61	с одной стороны	4	1
62	имеем дело с	1	1
63	ни к какой	1	1
64	не случайно и	1	1
65	не говорит о	1	1
66	прежде всего в	1	1
67	этой точки зрения	1	1
68	а в том	1	1
69	в известном смысле	1	1
70	том смысле что	1	1
71	сказать и о	1	1
72	в свою очередь	1	1
73	другой стороны и	1	1
74	и тем самым	2	1
75	но и для	1	1
76	времени и пространстве	1	1
77	но отнюдь не	1	1
78	не менее в	1	1
79	ничего не говорит	1	1
80	на то что	2	1
81	к тому что	1	1
82	они могут быть	1	1
83	но в нашем	1	1
84	там и здесь	1	1
85	как и в	3	1
