1	до сих пор	3	5
2	в творчестве достоевского	3	5
3	сне смешного человека	2	5
4	в сне смешного	2	5
5	по сравнению с	1	4
6	с самим собою	2	4
7	в том что	2	3
8	в нем нет	2	3
9	как и в	2	3
10	мы еще вернемся	2	3
11	в братьях карамазовых	2	2
12	нас прежде всего	1	2
13	с точки зрения	1	2
14	может быть и	2	2
15	бога и бессмертия	1	2
16	а между тем	1	2
17	о том что	2	2
18	преступлении и наказании	1	2
19	в преступлении и	1	2
20	в ней все	1	1
21	но и в	1	1
22	в своей стихии	1	1
23	в духе и	1	1
24	с самим собой	1	1
25	если нет бога	3	1
26	что иное как	3	1
27	у достоевского и	1	1
28	в записках из	1	1
29	после того как	2	1
30	на протяжении всего	1	1
31	смысле этого слова	1	1
32	записок из подполья	1	1
33	к человеку и	3	1
34	на почве этого	1	1
35	все равно я	1	1
36	также и в	2	1
37	что все позволено	1	1
38	и в нем	1	1
39	ивана карамазова смердяков	1	1
40	не что иное	3	1
41	достоевского но это	1	1
42	и во многих	1	1
43	как и во	2	1
44	в нем и	1	1
45	том что все	1	1
46	человек на земле	1	1
47	у достоевского почти	1	1
48	так как нет	1	1
49	записках из подполья	1	1
50	я не могу	1	1
51	не может быть	8	1
52	по отношению к	2	1
53	но в нем	1	1
54	в этом отношении	1	1
55	и у достоевского	1	1
56	огромное место в	1	1
57	одной и той	2	1
58	во всех его	1	1
59	в иване карамазове	1	1
60	человека к человеку	3	1
61	которая ведет к	2	1
62	его жизнь в	1	1
63	еще вернемся в	1	1
64	и знаю что	1	1
65	достоевского почти всегда	1	1
66	личности в этом	1	1
67	со всеми его	1	1
68	есть не что	3	1
69	и той же	2	1
70	по своей природе	1	1
71	той или иной	1	1
72	именно потому что	1	1
73	хотя и в	1	1
74	в xix веке	1	1
75	как и прежде	1	1
76	пусть пусть это	1	1
77	в нем есть	6	1
78	все творчество достоевского	2	1
79	друг к другу	5	1
80	и никогда не	2	1
81	мысль достоевского не	1	1
82	а может быть	1	1
83	в конце концов	1	1
84	как и все	1	1
85	легенда о великом	1	1
86	о великом инквизиторе	2	1
87	рая на земле	1	1
88	а не в	2	1
89	и не могу	1	1
