N	2gram	Medvedev_F_3	Problemy
1	и в	27	35
2	как бы	8	31
3	и не	30	27
4	что он	6	24
5	в его	7	21
6	но в	6	19
7	как и	14	18
8	не может	24	18
9	к другому	2	16
10	в нем	15	16
11	то же	15	15
12	и все	8	15
13	в сущности	2	14
14	в этом	18	14
15	и его	19	14
16	для него	1	14
17	может быть	25	14
18	но и	10	14
19	все это	7	14
20	он не	1	13
21	с другим	1	13
22	и с	3	12
23	у достоевского	1	12
24	прежде всего	4	12
25	в пределах	8	11
26	в то	7	11
27	слова и	4	11
28	самом деле	16	10
29	не только	9	10
30	не в	12	10
31	же время	7	10
32	героя и	2	10
33	рассказа в	1	10
34	то что	8	10
35	на самом	14	9
36	в отношении	2	9
37	ни одного	1	9
38	мы уже	3	8
39	все же	6	8
40	самого начала	1	8
41	как мы	8	8
42	с самого	1	8
43	так и	21	8
44	и для	6	8
45	потому что	7	8
46	еще не	6	7
47	с его	2	7
48	себе и	1	7
49	лишь в	9	7
50	там где	7	7
51	таким образом	18	7
52	вовсе не	28	7
53	так же	9	7
54	что же	5	7
55	точки зрения	16	7
56	с ним	1	7
57	а в	1	7
58	отношении к	1	7
59	отношению к	3	7
60	и на	3	6
61	но не	5	6
62	по отношению	3	6
63	что они	5	6
64	в самом	11	6
65	в каждом	5	6
66	в слове	4	6
67	к тому	4	6
68	в одном	1	6
69	и что	3	6
70	только в	8	6
71	слова в	1	6
72	но это	2	6
73	от него	2	6
74	не знает	1	6
75	что в	8	6
76	и то	1	5
77	как в	4	5
78	в себе	3	5
79	пределах одного	2	5
80	внутренней речи	2	5
81	на протяжении	2	5
82	он и	3	5
83	в конце	3	5
84	даже в	2	5
85	на него	1	5
86	да и	4	5
87	его с	1	5
88	и это	2	5
89	в том	7	5
90	так что	1	5
91	к самому	2	5
92	и даже	2	5
93	к своему	1	5
94	этого слова	2	5
95	героя в	3	5
96	ведь и	1	4
97	бы уже	1	4
98	так чтобы	2	4
99	в мире	1	4
100	нет и	3	4
101	же и	4	4
102	та же	1	4
103	что это	3	4
104	друг с	1	4
105	но все	1	4
106	же не	1	4
107	его в	7	4
108	переходим к	1	4
109	в них	3	4
110	в эту	2	4
111	в своей	6	4
112	в такой	2	4
113	но он	1	4
114	друг другу	2	4
115	по себе	4	4
