N	3gram	Losev_Vlad_3	Problema
1	в настоящее время	3	16
2	о том что	8	14
3	тем не менее	9	12
4	в таком случае	2	10
5	во всяком случае	3	10
6	вовсе не есть	2	10
7	в конце концов	5	7
8	и то что	4	7
9	в этом случае	1	7
10	так или иначе	2	6
11	в этом смысле	3	5
12	в данном случае	2	5
13	с одной стороны	3	5
14	в связи с	2	5
15	как будто бы	1	5
16	необходимо сказать что	5	5
17	с другой стороны	2	5
18	то же самое	1	5
19	это то что	1	4
20	более или менее	5	4
21	как раз и	5	4
22	только в том	3	4
23	до сих пор	1	4
24	же самое время	1	4
25	не есть только	1	4
26	ни в каком	2	4
27	не был бы	1	4
28	и вовсе не	1	4
29	на то что	2	4
30	в то же	3	4
31	есть прежде всего	2	4
32	сама по себе	1	4
33	той или другой	1	4
34	в том что	10	4
35	не говоря уже	1	4
36	что иное как	1	3
37	одной стороны и	2	3
38	на первый план	2	3
39	хотя бы и	3	3
40	если бы не	1	3
41	только то что	1	3
42	точно так же	4	3
43	не есть ни	1	3
44	так как иначе	1	3
45	и в этом	5	3
46	не может быть	6	3
47	в этой области	1	3
48	даже и в	2	3
49	те или иные	2	3
50	это значит что	6	3
51	не что иное	1	3
52	то это значит	4	2
53	так же и	1	2
54	том что в	3	2
55	то во всяком	1	2
56	и в данном	1	2
57	такие термины как	1	2
58	в самом деле	1	2
59	в том числе	1	2
60	так что в	1	2
61	да и то	1	2
62	с самого начала	1	2
63	также и то	3	2
64	бы то ни	3	2
65	не имеет никакого	1	2
66	но можно ли	1	2
67	можно было бы	1	2
68	содержит в себе	4	2
69	в том случае	3	2
70	может быть и	1	2
71	еще не есть	1	2
72	даже и не	2	2
73	для того чтобы	1	2
74	в этой работе	1	2
75	на эту тему	1	2
76	не только в	1	2
77	само по себе	3	2
78	никуда не годится	1	2
79	имеет ничего общего	2	2
80	но это будет	1	2
81	а тем не	1	2
82	но и не	1	2
83	субстанция не есть	1	2
84	не так уж	2	2
85	не имеет ничего	2	2
