N	4gram	Tiupa_Disk_2	Hudozhes
1	в то же время	4	6
2	присутствия я в мире	1	4
3	одно и то же	2	3
4	состоит в том что	2	3
5	сближение но не слияние	1	3
6	одного и того же	2	3
7	присутствия в мире на	1	2
8	преодолеваемая даль и сближение	1	2
9	и сближение но не	1	2
10	в той или иной	1	2
11	даль и сближение но	1	2
12	в том числе и	1	2
13	и в то же	1	2
14	что в имени тебе	1	2
15	должен не у-влекать слушателей	1	1
16	и характерное для восприятия	1	1
17	в той мере в	1	1
18	характерное для восприятия сказания	1	1
19	совершенно иными границами между	1	1
20	чужому слову чего не	1	1
21	блужданиями его под сводами	1	1
22	герою определяемое отсутствием ценностной	1	1
23	оно живет в готовом	1	1
24	интонации и оценки и	1	1
25	но и характерное для	1	1
26	приводит к интонации доверительной	1	1
27	суть равнодостойные субъекты смыслополагания	1	1
28	биография и не дает	1	1
29	опыта их свободного согласия	1	1
30	за блужданиями его под	1	1
31	не дает позвоночника роману	1	1
32	смыслополагания между которыми устанавливаются	1	1
33	позиции изобразителя жизни повествователя	1	1
34	он от позиции учителя	1	1
35	слушателей с содержанием анекдота	1	1
36	так называемого чувства юмора	1	1
37	именно это ощущение составляет	1	1
38	звук в архитектуру души	1	1
39	диалогизированного слова прямой речи	1	1
40	чего бы то ни	1	1
41	кощунство и непристойность необыкновенное	1	1
42	становящегося человека с его	1	1
43	которого анекдот легко может	1	1
44	умения отрешиться от нудительной	1	1
45	видения мира романного образа	1	1
46	ни притча не знают	1	1
47	равнодостойные субъекты смыслополагания между	1	1
48	реакцию предварительное знакомство слушателей	1	1
49	адресата от героя окажется	1	1
50	запрета есть профанация священного	1	1
51	невозможно притчевое нормативное самоотождествление	1	1
52	где образ становящегося человека	1	1
53	границами между вещами и	1	1
54	священного новелла ночной жанр	1	1
55	или острота наизнанку глупость	1	1
56	автора с читателем к	1	1
57	анекдот не знает к	1	1
58	ее содержание к собственной	1	1
59	в мире это требует	1	1
60	называемого чувства юмора умения	1	1
61	к чужому слову чего	1	1
62	самобытно но и характерное	1	1
63	новелле есть нарушение запрета	1	1
64	становления и развития самоопределяющегося	1	1
65	опыт жизни а также	1	1
66	особое отношение к своему	1	1
67	под сводами чужой психики	1	1
68	наличие так называемого чувства	1	1
69	той мере в какой	1	1
70	от позиции учителя жизни	1	1
71	бы непосредственного присутствия рассказчика	1	1
72	с читателем к иллюзии	1	1
73	благоговейного приятия и ученичества	1	1
74	освоена в анекдоте подготовившем	1	1
75	острота или острота наизнанку	1	1
76	слова эта возможность иного	1	1
77	случайности полноценная биография возможна	1	1
78	заинтересовывать судьбой отдельных лиц	1	1
79	несет в себе рецептивную	1	1
80	носителей различного жизненного опыта	1	1
81	составляет преломляющая несобственно-прямая речь	1	1
82	случая непредсказуемое стечение обстоятельств	1	1
83	и запечатлевающий основу такой	1	1
84	иными соседствами именно это	1	1
85	может обладать собственным смыслом	1	1
86	развития самоопределяющегося субъекта жизни	1	1
87	дает позвоночника роману человек	1	1
88	новелла ночной жанр посрамляющий	1	1
89	например в значительной степени	1	1
90	романного образа и романного	1	1
91	недопустимая в сказании или	1	1
92	о ней установка не	1	1
93	принципиально недопустимая в сказании	1	1
94	субъект объект и адресат	1	1
95	юмора умения отрешиться от	1	1
96	объект и адресат протороманного	1	1
97	жизненным опытом выводится в	1	1
98	притчу в принципе можно	1	1
99	двуголосого слова манифестирующего двоякий	1	1
100	без благоговейного приятия и	1	1
101	словесное кощунство и непристойность	1	1
102	рассеянной чужой речи и	1	1
103	императивной нормы ни в	1	1
104	учителя жизни постоянно переходит	1	1
105	бог сойти с ума	1	1
106	и оценки и иных	1	1
107	протороманного коммуникативного события суть	1	1
108	преломляющая несобственно-прямая речь включая	1	1
109	нормативное самоотождествление с человеком	1	1
110	в классическом романе реалистической	1	1
111	бросает звук в архитектуру	1	1
112	слушателей преодолевая их внутреннюю	1	1
113	уникальным жизненным опытом выводится	1	1
114	анекдотическому дискурсу речевая маска	1	1
115	человеком неким ибо предметно-тематическое	1	1
116	жизнеописания чего анекдот не	1	1
117	или притче была впервые	1	1
118	себе самому тогда как	1	1
119	содержание жизнеописания вполне самобытно	1	1
120	бы то ни было	1	1
121	жеста и как бы	1	1
122	сколько от мастерства рассказчика	1	1
123	голоса зримого жеста и	1	1
124	опыт запечатлеваемый и запечатлевающий	1	1
125	здесь обычно является сюжетообразующим	1	1
126	другом и другого в	1	1
127	и развития самоопределяющегося субъекта	1	1
128	посрамление словесное кощунство и	1	1
129	отношению к самому герою	1	1
