N	2gram	Trubetskoy_1	StatiiOP
1	и в	23	44
2	в том	30	36
3	что в	8	30
4	том что	19	29
5	в этом	12	21
6	вовсе не	2	19
7	не только	7	18
8	то что	18	18
9	было бы	3	17
10	о том	7	17
11	а в	3	17
12	а не	1	16
13	и не	8	16
14	может быть	16	15
15	в области	4	14
16	в данном	3	14
17	как в	1	13
18	можно было	1	13
19	не в	8	12
20	самом деле	12	11
21	в этой	6	11
22	того чтобы	8	11
23	у нас	3	11
24	точки зрения	13	11
25	но в	4	10
26	ясно что	8	10
27	для того	8	10
28	что он	7	10
29	только в	6	10
30	но и	9	10
31	также и	2	9
32	как и	9	9
33	в отношении	1	9
34	в то	6	9
35	так и	10	9
36	если бы	8	9
37	того что	6	9
38	в его	5	9
39	с другой	6	9
40	например в	1	8
41	во всех	10	8
42	все же	13	8
43	это не	3	8
44	из них	5	8
45	с точки	8	8
46	и его	1	8
47	не может	17	8
48	на эти	1	7
49	я не	2	7
50	что они	2	7
51	в самом	8	7
52	таким образом	31	7
53	другой стороны	5	7
54	для нас	3	7
55	до сих	8	7
56	прежде всего	3	7
57	сих пор	8	7
58	сказать что	1	7
59	на самом	7	6
60	со стороны	1	6
61	из этих	8	6
62	в своей	1	6
63	потому что	9	6
64	данном случае	3	6
65	что и	7	6
66	всяком случае	2	6
67	так что	5	6
68	для него	2	6
69	именно в	5	6
70	дело в	1	6
71	при чем	6	6
72	что же	2	6
73	хотя бы	4	6
74	во всяком	2	6
75	и то	4	5
76	то же	4	5
77	той же	1	5
78	уже о	1	5
79	в целом	5	5
80	все эти	19	5
81	в нем	3	5
82	и по	3	5
83	такой же	2	5
84	в котором	2	5
85	в которых	2	5
86	этой области	4	5
87	не менее	7	5
88	никогда не	4	5
89	могут быть	1	5
90	так как	7	5
91	тем что	1	5
92	и даже	1	5
93	что мы	4	5
94	все это	11	5
95	была бы	1	5
96	совершенно не	3	5
97	жизни и	2	5
98	так же	8	5
99	это и	1	4
100	в которой	5	4
101	вопрос о	3	4
102	столь же	5	4
103	что это	5	4
104	на то	9	4
105	что она	1	4
106	но все	5	4
107	но если	2	4
108	и сейчас	4	4
109	во времена	1	4
110	представление о	3	4
111	можно ли	2	4
112	не имеет	1	4
113	же время	2	4
114	это слово	1	4
115	как будто	5	4
116	что у	2	4
117	на вопрос	4	4
118	и что	8	4
119	заключается в	2	4
120	во втором	2	4
121	этот вопрос	2	4
122	в качестве	1	4
123	же и	1	4
124	никто не	2	4
125	мы находим	1	4
126	не было	2	4
127	к которому	1	4
128	на эту	1	4
129	должна была	1	4
130	в частности	2	4
131	как бы	10	4
132	тем более	3	4
133	еще более	1	4
134	гораздо более	2	4
135	же как	3	3
136	того же	9	3
137	и без	5	3
138	тем же	2	3
139	должна быть	5	3
140	то это	1	3
141	в ней	3	3
142	еще не	5	3
143	из двух	2	3
144	но не	2	3
145	по отношению	9	3
146	к сожалению	1	3
147	и я	1	3
148	в истории	3	3
149	общего с	2	3
150	с этим	11	3
151	как к	5	3
152	что касается	6	3
153	не являются	1	3
154	это просто	1	3
155	то в	2	3
156	точку зрения	2	3
157	что так	1	3
158	во многих	1	3
159	задний план	1	3
160	ведь и	1	3
161	в каждом	1	3
162	за то	1	3
163	же касается	2	3
164	в другом	2	3
165	и с	5	3
166	лишь в	5	3
167	и тем	1	3
168	даже в	3	3
169	кажется что	1	3
170	чем в	3	3
171	о которой	2	3
172	тому что	2	3
173	в конце	4	3
174	а на	1	3
175	не по	1	3
176	в основе	2	3
177	этих двух	2	3
178	стремление к	1	3
179	очень мало	2	3
180	обстоятельство что	1	3
181	должны быть	3	3
182	что оно	3	3
183	никакого сомнения	1	3
184	должен быть	1	3
185	для себя	2	3
186	не трудно	1	3
187	и вообще	3	3
188	и нужно	1	3
189	между тем	12	3
190	и только	2	3
191	но с	2	3
192	и так	2	3
193	по мнению	1	3
194	по этому	2	3
195	с одной	3	3
196	если это	2	3
197	вопроса о	1	3
198	в виде	4	3
199	в начале	2	3
200	бы все	1	3
201	возможно что	1	3
202	а именно	1	3
203	а с	4	3
204	что для	4	3
205	этой главы	1	3
206	в тех	3	3
207	да и	1	3
208	эти вопросы	1	3
209	с этой	3	3
210	вопрос в	1	3
211	и для	6	3
212	в результате	9	3
213	будто бы	1	3
214	люди которые	1	3
215	отношению к	9	3
216	культуры в	10	3
217	в таком	4	3
218	ничего общего	3	3
219	в первом	1	2
220	по его	2	2
221	а как	1	2
222	мы не	1	2
223	в сущности	2	2
224	время как	1	2
225	из того	4	2
226	быть в	1	2
227	то очевидно	3	2
228	совсем не	1	2
229	в сторону	2	2
230	отношение к	4	2
231	что как	4	2
232	в своем	10	2
233	есть в	2	2
234	смысле этого	1	2
235	целый ряд	4	2
236	от этого	1	2
237	ни один	3	2
238	так или	5	2
239	бы не	1	2
240	то обстоятельство	1	2
241	в себе	5	2
242	и те	2	2
243	но на	2	2
244	не могла	1	2
245	при этом	9	2
246	но именно	1	2
247	он не	3	2
248	всех этих	4	2
249	он должен	2	2
250	чем у	8	2
251	и более	2	2
252	что ни	1	2
253	об эволюции	4	2
254	тут не	1	2
255	что все	5	2
256	при помощи	3	2
257	его в	5	2
258	и уже	2	2
259	зато в	1	2
260	можно найти	1	2
261	в такой	4	2
262	равной мере	1	2
263	что до	1	2
264	далее в	1	2
265	надо сказать	1	2
266	их в	2	2
267	произведения в	1	2
268	тем самым	3	2
269	дело когда	1	2
270	что эта	4	2
271	она не	2	2
272	что с	5	2
273	как о	1	2
274	на него	2	2
275	говорить о	2	2
276	случае не	1	2
277	вытекает из	1	2
278	судя по	1	2
279	не имели	1	2
280	ничего не	1	2
281	больше чем	1	2
282	тем не	4	2
283	в сознании	6	2
284	только с	1	2
285	что на	1	2
286	начиная с	1	2
287	есть только	1	2
288	том кто	1	2
289	числе и	1	2
290	что при	6	2
291	о них	2	2
292	и это	3	2
293	однако ни	1	2
294	без всякого	1	2
295	свои силы	2	2
296	то время	2	2
297	и сам	2	2
298	каждого из	1	2
299	что от	1	2
300	для этого	7	2
301	то есть	2	2
302	другом месте	1	2
303	в пользу	5	2
304	может не	3	2
305	на точку	1	2
306	и все	7	2
307	все в	2	2
308	этому поводу	1	2
309	а потому	5	2
310	крайней мере	1	2
311	не надо	1	2
312	более что	1	2
313	к нему	2	2
314	быть и	5	2
315	на которой	1	2
316	по своей	7	2
317	с которыми	2	2
318	конечно не	3	2
319	и у	4	2
320	уже в	1	2
321	ведь если	1	2
322	свидетельствует о	1	2
323	если в	1	2
324	целого ряда	1	2
325	который как	1	2
326	одно из	3	2
327	а то	1	2
328	у него	5	2
329	в других	1	2
330	даже и	1	2
331	бы это	1	2
332	или иначе	5	2
333	представляет собою	2	2
334	еще и	1	2
335	одной стороны	2	2
336	здесь дело	1	2
337	по крайней	1	2
338	впечатление будто	1	2
339	его собственной	4	2
340	что во	1	2
341	и потому	3	2
342	этой работы	1	2
343	и их	5	2
344	а если	1	2
345	по существу	6	2
346	этого слова	2	2
347	этом случае	4	2
348	над тем	1	2
349	между прочим	2	2
350	точно и	1	2
351	но для	2	2
352	ли в	1	2
353	при таком	2	2
354	о котором	7	2
355	и перед	1	2
356	то не	1	2
357	зрения в	1	2
358	в этих	3	2
359	в равной	1	2
360	гораздо больше	3	2
361	что этот	1	2
362	несмотря на	6	2
363	не знает	2	2
364	в своих	2	2
365	можно назвать	3	2
366	том числе	1	2
367	в вопросе	2	1
368	а между	8	1
369	по адресу	1	1
370	открытий а	1	1
371	но тогда	3	1
372	как известно	3	1
373	многих отношениях	1	1
374	показаться что	1	1
375	на деле	1	1
376	впечатление что	1	1
377	из его	1	1
378	что эти	2	1
379	исходит из	1	1
380	в зависимости	1	1
381	смотреть на	1	1
382	в лучшем	1	1
383	если я	1	1
384	этом не	1	1
385	в каждый	6	1
386	так чтобы	2	1
387	почти исключительно	1	1
388	от друга	6	1
389	но даже	3	1
390	очень давно	1	1
391	зависимости от	1	1
392	эти темы	1	1
393	из перечисленных	1	1
394	один общий	2	1
395	и самого	1	1
396	что оба	2	1
397	двух или	3	1
398	на нем	1	1
399	и на	6	1
400	между собой	4	1
401	бы себе	1	1
402	это действительно	1	1
403	время в	1	1
404	бы то	2	1
405	с его	1	1
406	но как	2	1
407	а только	1	1
408	только при	2	1
409	тех же	2	1
410	во первых	1	1
411	а вместо	1	1
412	очевидно что	3	1
413	в наиболее	1	1
414	этого последнего	2	1
415	друг от	6	1
416	нет и	1	1
417	единообразия в	1	1
418	и таким	1	1
419	современности но	1	1
420	перед нами	1	1
421	кроме того	1	1
422	хотя и	4	1
423	что по	3	1
424	и к	5	1
425	очевидно в	1	1
426	для ее	1	1
427	не очень	2	1
428	дело только	1	1
429	себе как	1	1
430	не приходится	1	1
431	а во-вторых	1	1
432	бы с	1	1
433	он в	1	1
434	в нашем	3	1
435	у каждого	1	1
436	то я	1	1
437	лучшем случае	1	1
438	является лишь	1	1
439	так в	1	1
440	и до	3	1
441	другом случае	1	1
442	и кто	1	1
443	если он	2	1
444	больше всего	1	1
445	встать на	1	1
446	раз когда	1	1
447	от которого	1	1
448	области не	1	1
449	одно целое	1	1
450	забывают что	1	1
451	в узком	1	1
452	в корне	1	1
453	и вот	1	1
454	вникнуть в	1	1
455	на поверку	1	1
456	равных условиях	1	1
457	изучение фактов	1	1
458	действительно так	1	1
459	без исключения	1	1
460	том же	4	1
461	в одну	4	1
462	разница будет	1	1
463	том случае	4	1
464	должны будут	1	1
465	на все	5	1
466	входит в	1	1
467	это было	1	1
468	в глазах	2	1
469	нечего и	3	1
470	выше на	1	1
471	ведь в	1	1
472	в ином	1	1
473	по всему	1	1
474	только одно	2	1
475	открытий в	1	1
476	в них	2	1
477	о которых	6	1
478	как общее	1	1
479	далеко не	5	1
480	на основании	1	1
481	с тем	2	1
482	во внимание	2	1
483	которой он	1	1
484	понимает в	1	1
485	той схеме	1	1
486	сделать никакого	1	1
487	в развитии	1	1
488	можно считать	1	1
489	иначе говоря	4	1
490	и некоторые	2	1
491	в один	2	1
492	на себя	1	1
493	которую он	2	1
494	бы на	1	1
495	общее правило	1	1
496	и другом	1	1
