N	2gram	Bakhtin_Fr_5	VeschiIm
1	не может	5	33
2	не только	14	31
3	может быть	2	29
4	и не	15	28
5	и в	45	26
6	то что	2	24
7	и есть	2	23
8	а не	4	20
9	не просто	1	18
10	что я	1	16
11	что она	3	14
12	только в	4	14
13	и что	2	13
14	того что	3	13
15	есть не	1	12
16	все же	2	12
17	в себя	5	12
18	что это	2	12
19	было бы	2	12
20	и ее	1	12
21	но и	10	12
22	сказать что	4	12
23	таким образом	8	11
24	и больше	2	10
25	то же	11	10
26	в ней	8	10
27	как бы	12	10
28	потому что	7	10
29	в самом	4	9
30	и с	10	9
31	в том	10	9
32	что не	1	9
33	еще и	3	9
34	прежде всего	10	9
35	что иное	1	8
36	с ее	5	8
37	иное как	1	8
38	в себе	1	8
39	на то	1	8
40	смысл и	1	8
41	и это	4	8
42	ничего не	4	8
43	себя и	2	8
44	но это	5	8
45	не что	1	8
46	также и	7	7
47	говорить о	2	7
48	если она	1	7
49	в этом	14	7
50	не будет	1	7
51	его в	5	7
52	том что	7	7
53	в то	11	7
54	со своим	1	7
55	указывает на	1	7
56	в свете	2	7
57	себя в	1	7
58	и их	5	7
59	так как	6	7
60	как раз	5	7
61	и пр	1	7
62	от всего	1	7
63	есть и	5	7
64	что они	1	6
65	и как	5	6
66	но в	14	6
67	бы и	1	6
68	точки зрения	4	6
69	с ним	5	6
70	можно было	4	6
71	и только	2	6
72	если мы	2	6
73	для него	3	6
74	относится к	2	6
75	то не	1	6
76	существенный смысл	1	6
77	жизни и	8	6
78	что в	12	6
79	того же	3	5
80	это и	5	5
81	и до	2	5
82	ведь и	3	5
83	и тут	1	5
84	в сущности	4	5
85	в чем	2	5
86	но не	4	5
87	необходимо и	1	5
88	чем же	4	5
89	же это	1	5
90	вообще не	3	5
91	это не	3	5
92	с тем	2	5
93	не в	7	5
94	тем не	1	5
95	в отношении	2	5
96	не менее	3	5
97	одна из	1	5
98	у нас	1	5
99	свою очередь	1	5
100	если бы	1	5
101	для этого	1	5
102	другими словами	1	5
103	еще не	1	5
104	что для	1	5
105	ни на	1	5
106	и для	3	5
107	из себя	1	5
108	а в	4	5
109	в свою	1	5
110	мы не	4	4
111	как я	1	4
112	то это	1	4
113	в их	4	4
114	во всех	13	4
115	нет и	2	4
116	независимо от	2	4
117	его на	1	4
118	с этим	4	4
119	в своем	11	4
120	и мы	1	4
121	как и	10	4
122	между собою	4	4
123	с точки	2	4
124	и более	1	4
125	слово и	1	4
126	же время	9	4
127	должен быть	2	4
128	и о	4	4
129	смысле и	1	4
130	о том	4	4
131	что и	7	4
132	быть и	1	4
133	из них	1	4
134	тем что	1	4
135	со всем	1	4
136	и даже	4	4
137	и потому	1	4
138	мы говорим	1	4
139	в данном	2	4
140	как только	1	4
141	говорить что	1	4
142	с полной	3	4
143	не существует	1	4
144	и все	7	4
145	от того	3	4
146	между ними	1	4
147	самом деле	5	3
148	вещами и	1	3
149	собою и	1	3
150	ее как	1	3
151	как оно	1	3
152	в нем	10	3
153	явление то	1	3
154	перестает быть	2	3
155	на этом	5	3
156	было в	1	3
157	в жизни	1	3
158	несмотря на	2	3
159	нисколько не	3	3
160	отрыве от	2	3
161	в своей	3	3
162	все это	7	3
163	есть еще	1	3
164	их в	1	3
165	тогда когда	1	3
166	и притом	2	3
167	ее с	1	3
168	своего существования	1	3
169	в основе	4	3
170	того чтобы	6	3
171	к ней	2	3
172	ни о	1	3
173	к тому	2	3
174	всегда есть	1	3
175	и самое	1	3
176	без всякого	1	3
177	и сам	1	3
178	так и	6	3
179	нужно было	1	3
180	и вообще	2	3
181	можно сказать	2	3
182	один из	2	3
183	в отрыве	2	3
184	мы видим	5	3
185	тот же	1	3
186	что он	6	3
187	но как	1	3
188	но то	1	3
189	отличны от	1	3
190	мы находим	4	3
191	в одном	3	3
192	можно с	1	3
193	никакого отношения	1	3
194	никогда не	1	3
195	я называю	1	3
196	вместе с	3	3
197	в той	1	3
198	да и	1	3
199	сама себя	1	3
200	себя самого	1	3
201	бы в	4	3
202	и ни	3	3
203	тем более	1	3
204	хотя бы	2	3
205	можно говорить	2	2
206	от этого	2	2
207	как это	4	2
208	тем же	1	2
209	ту же	2	2
210	из его	2	2
211	поэтому и	3	2
212	мы уже	4	2
213	той же	4	2
214	как мы	8	2
215	но она	3	2
216	конечно и	2	2
217	мысли и	6	2
218	и мира	1	2
219	не все	1	2
220	тут же	2	2
221	и таким	1	2
222	как в	3	2
223	понять и	1	2
224	когда он	2	2
225	это тоже	1	2
226	в каком-то	1	2
227	что на	3	2
228	то в	1	2
229	приводит к	1	2
230	и если	2	2
231	он не	6	2
232	о которой	1	2
233	для того	6	2
234	и вот	3	2
235	и этот	1	2
236	но все	1	2
237	в одну	1	2
238	а затем	1	2
239	об этом	4	2
240	на все	2	2
241	то есть	25	2
242	на этой	1	2
243	к природе	1	2
244	которая была	1	2
245	ни в	3	2
246	но уже	1	2
247	не мог	4	2
248	она сама	1	2
249	бы к	1	2
250	знает и	1	2
251	жизнь и	2	2
252	признать что	1	2
253	вот эта	1	2
254	для нее	1	2
255	тому что	1	2
256	но они	3	2
257	с которой	2	2
258	что ему	1	2
259	дело в	3	2
260	на него	2	2
261	чем не	2	2
262	для всего	1	2
263	казалось бы	1	2
264	в самой	8	2
265	как она	1	2
266	и его	13	2
267	это уже	1	2
268	данном случае	2	2
269	говорили что	2	2
270	это для	1	2
271	и когда	1	2
272	том как	2	2
273	находится в	1	2
274	именно потому	1	2
275	но к	1	2
276	на вопрос	1	2
277	и та	2	2
278	никак не	1	2
279	как ее	2	2
280	основе своей	1	2
281	и во	4	2
282	это было	4	2
283	и можно	1	2
284	еще более	1	2
285	разум и	1	2
286	в качестве	2	2
287	на такой	1	2
288	и они	1	2
289	его и	1	2
290	на столе	2	2
291	мы можем	2	2
292	не случайно	1	2
293	о которых	1	2
294	а потому	1	2
295	в особенности	2	2
296	сходить с	1	2
297	превращается в	2	2
298	о чем	3	2
299	если не	1	2
300	но оно	1	2
301	в частности	1	2
302	говорится о	1	2
303	мы говорили	2	2
304	в первой	4	2
305	смысл в	1	2
306	это выражение	1	2
307	кроме того	4	2
308	при всем	1	2
309	в более	1	2
310	всем окружающим	1	2
311	но именно	2	2
312	но зато	1	2
313	находим в	3	2
314	жизни в	2	2
315	от всех	5	2
316	будучи в	1	2
317	но еще	1	2
318	сущности не	2	2
319	так же	8	2
320	во всяком	1	2
321	и наиболее	2	1
322	с новыми	1	1
323	также что	1	1
324	же как	4	1
325	чтобы не	2	1
326	связана с	1	1
327	сумасшествия и	1	1
328	как отвлеченная	1	1
329	просто но	1	1
330	то на	1	1
331	из самых	1	1
332	не хочет	2	1
333	было провести	1	1
334	знаете что	1	1
335	она все	1	1
336	не имеют	1	1
337	оно было	2	1
338	все те	1	1
339	это такой	1	1
340	собою в	1	1
341	хотя уже	1	1
342	объединяет их	1	1
343	ней есть	1	1
344	которую мы	1	1
345	что уже	1	1
346	из своих	2	1
347	на эти	1	1
348	он как	1	1
349	в возможности	1	1
350	в полной	1	1
351	и со	1	1
352	оформление этих	1	1
353	проявляется в	1	1
354	и на	5	1
355	это действительно	1	1
356	именно для	1	1
357	всего этого	3	1
358	с его	7	1
359	видим таким	1	1
360	и большая	1	1
361	то мы	1	1
362	могло быть	1	1
363	нельзя понимать	1	1
364	одном и	1	1
365	с трудом	1	1
366	только тогда	1	1
367	если в	2	1
368	в общем	4	1
369	в наиболее	2	1
370	отличие от	2	1
371	несколько более	1	1
372	само же	1	1
373	в едином	1	1
374	и речи	1	1
375	и чем	1	1
376	из таких	1	1
377	нет как	1	1
378	в истории	2	1
379	эта связь	4	1
380	нельзя было	2	1
381	перед нами	4	1
382	и где	1	1
383	хотя и	5	1
384	и к	5	1
385	самом начале	1	1
386	и свою	1	1
387	тут нет	1	1
388	явиться и	1	1
389	все эти	5	1
390	в этой	6	1
391	еще один	2	1
392	раз в	2	1
393	имеет никакого	1	1
394	тому же	4	1
395	как он	3	1
396	но на	3	1
397	при этом	2	1
398	его более	1	1
399	он ни	1	1
400	силой и	1	1
401	явление оно	1	1
402	чтобы они	1	1
403	они в	1	1
404	формы но	1	1
405	момента в	1	1
406	и еще	1	1
407	в понимании	1	1
408	необходимо сказать	1	1
409	он должен	2	1
410	не как	1	1
411	которые только	1	1
412	одной и	1	1
413	из него	1	1
414	смысле как	1	1
415	и по	1	1
416	через край	1	1
417	именно это	1	1
418	это конечно	1	1
419	подход к	1	1
420	какое же	1	1
421	имеют в	1	1
422	конечно в	2	1
423	вы тоже	1	1
424	форму и	1	1
425	и внешнее	2	1
426	нас есть	1	1
427	должен был	1	1
428	он все	1	1
429	в это	1	1
430	жизни можно	1	1
431	говорить в	3	1
432	в них	6	1
433	она и	2	1
434	период его	1	1
435	что природа	1	1
436	далеко не	1	1
437	а за	1	1
438	и вопреки	1	1
439	со своими	1	1
440	он и	3	1
441	и говорили	1	1
442	потому и	1	1
443	и философского	1	1
444	она была	1	1
445	увидим как	1	1
446	и того	1	1
447	со всей	1	1
448	одного и	1	1
449	с ума	1	1
450	и без	2	1
451	в котором	1	1
452	ту сторону	1	1
453	в отличие	2	1
454	от его	3	1
455	поэтому в	1	1
456	единство и	3	1
457	но эта	2	1
458	этих моментов	1	1
459	с такою	1	1
460	не могли	1	1
461	уже сказали	1	1
462	высказывают свои	1	1
463	даже в	2	1
464	сам он	1	1
465	нас к	1	1
466	раз и	1	1
467	и науки	1	1
468	что эта	2	1
469	что с	1	1
470	же самую	1	1
471	не имеет	3	1
472	было не	1	1
473	взглянуть на	2	1
474	тогда и	1	1
475	и внутренней	1	1
476	яснее на	1	1
477	больше чем	2	1
478	они вообще	1	1
479	видим что	2	1
480	ровно ничего	1	1
481	связанными между	1	1
482	правда это	1	1
483	и является	1	1
484	это слово	1	1
485	уже и	2	1
486	за ними	1	1
487	с другом	2	1
488	ясно но	1	1
489	от жизни	1	1
490	нет ни	2	1
491	не могут	2	1
492	сама жизнь	1	1
493	языках и	1	1
494	еще яснее	1	1
495	этот смысл?	1	1
496	нападение на	1	1
497	ничего общего	1	1
498	что вы	1	1
499	им в	2	1
500	вы не	1	1
501	более не	1	1
502	в конце	7	1
503	имя этого	1	1
504	ведь они	1	1
505	и от	4	1
506	и внутреннее	3	1
507	то время	3	1
508	в пределах	2	1
509	ее жизнь	1	1
510	материи и	2	1
511	на том	2	1
512	то как	1	1
513	что у	1	1
514	в другом	3	1
515	это вовсе	1	1
516	здесь как	4	1
517	к самой	1	1
518	когда в	2	1
519	или иной	1	1
520	будет уже	1	1
521	говорят что	1	1
522	связанное с	1	1
523	о нем	1	1
524	же необходимо	1	1
525	вот почему	1	1
526	же основании	1	1
527	всего человечества	1	1
528	говорит об	1	1
529	а также	4	1
530	самому себе	1	1
531	нас в	2	1
532	связь между	1	1
533	от них	1	1
534	не чувствует	1	1
535	с нами	1	1
536	нуждается в	3	1
537	вслед за	1	1
538	а именно	2	1
539	природы эта	1	1
540	в сферу	1	1
541	к которому	1	1
542	но с	1	1
543	в двух	1	1
544	речи о	1	1
545	но ни	1	1
546	и полную	1	1
547	которое мы	1	1
548	на несколько	1	1
549	не было	3	1
