N	2gram	Potebnia_M_3	Vvedenie
1	и т	5	42
2	т д	3	36
3	и в	30	32
4	в том	32	31
5	в этом	10	30
6	том что	18	26
7	может быть	28	26
8	не только	21	22
9	для того	4	21
10	того чтобы	3	20
11	таким образом	14	19
12	то что	18	16
13	потому что	46	15
14	так как	13	15
15	не может	6	14
16	в самом	8	13
17	в нем	9	13
18	о том	2	13
19	со стороны	3	13
20	в их	2	12
21	в его	4	12
22	того что	18	12
23	только в	21	12
24	и не	15	12
25	как на	5	12
26	как мы	7	11
27	в ее	2	11
28	и именно	1	11
29	ясно что	1	11
30	в данном	1	11
31	что такое	2	11
32	языка и	2	10
33	что в	17	10
34	то же	23	9
35	в истории	1	9
36	и как	5	9
37	но в	1	9
38	по себе	16	9
39	между тем	9	9
40	а только	3	8
41	это не	1	8
42	не в	15	8
43	тем не	3	8
44	не менее	5	8
45	с другой	7	8
46	именно в	3	8
47	самом деле	2	7
48	вопрос о	1	7
49	но не	7	7
50	все же	2	7
51	было бы	9	7
52	точки зрения	2	7
53	уже и	1	7
54	как нечто	1	7
55	прежде всего	3	7
56	смысле этого	7	7
57	о котором	1	7
58	в большей	2	7
59	только как	5	7
60	и это	4	6
61	из этих	9	6
62	как он	1	6
63	том чтобы	2	6
64	его в	3	6
65	с тем	7	6
66	как и	10	6
67	представить себе	3	6
68	вовсе не	7	6
69	в то	10	6
70	же время	5	6
71	тем что	7	6
72	не могут	5	6
73	один из	4	6
74	и его	4	6
75	истории языка	1	6
76	и даже	2	6
77	до сих	3	6
78	но и	19	6
79	сих пор	3	6
80	все это	4	6
81	одним из	1	5
82	а как	2	5
83	в целом	3	5
84	так например	2	5
85	об этом	2	5
86	и тем	5	5
87	данном случае	1	5
88	в них	5	5
89	но если	1	5
90	в которых	2	5
91	сказать что	5	5
92	течением времени	1	5
93	могут быть	3	5
94	с течением	1	5
95	быть в	1	5
96	как например	1	5
97	так что	7	5
98	видеть что	2	5
99	уже в	5	5
100	не есть	17	5
101	т п	2	5
102	что не	8	5
103	на этот	1	5
104	а не	15	5
105	по своему	2	5
106	она есть	1	5
107	как бы	3	5
108	другой стороны	4	5
109	есть и	1	5
110	в какой	2	5
111	вместе с	12	5
112	и то	8	4
113	в первом	3	4
114	той же	2	4
115	по отношению	5	4
116	независимо от	5	4
117	от этого	2	4
118	уже не	6	4
119	так или	2	4
120	в себе	16	4
121	должен был	1	4
122	в своей	2	4
123	в котором	4	4
124	по крайней	5	4
125	как о	2	4
126	не имеет	6	4
127	в разных	2	4
128	в каждом	3	4
129	это только	1	4
130	и т.д	1	4
131	времени и	1	4
132	и что	10	4
133	крайней мере	5	4
134	еще не	5	4
135	что он	6	4
136	и ее	1	4
137	с одной	7	4
138	в виде	2	4
139	одно из	5	4
140	само по	3	4
141	этом отношении	2	4
142	одной стороны	3	4
143	или иначе	1	4
144	по мере	4	4
145	еще и	1	4
146	быть названо	1	4
147	с этой	2	4
148	только что	8	4
149	а в	12	4
150	взгляда на	1	4
151	отношению к	5	4
152	во всяком	1	4
153	и есть	3	3
154	в основании	2	3
155	собственном смысле	2	3
156	что уже	2	3
157	в сущности	1	3
158	говорить о	3	3
159	не вполне	1	3
160	то это	6	3
161	в виду	1	3
162	и на	3	3
163	он сам	1	3
164	в чем	3	3
165	совсем не	1	3
166	ответ на	3	3
167	сама по	2	3
168	стороны и	1	3
169	хотя и	1	3
170	с понятием	2	3
171	сливается с	2	3
172	что это	4	3
173	все эти	1	3
174	в этой	2	3
175	что она	3	3
176	как оно	1	3
177	при этом	3	3
178	если бы	12	3
179	не как	2	3
180	свое время	1	3
181	всего то	1	3
182	на нее	1	3
183	заключается в	1	3
184	в свое	2	3
185	мы видели	4	3
186	строгом смысле	1	3
187	здесь все	1	3
188	нисколько не	1	3
189	в этих	1	3
190	понятно что	1	3
191	и вот	1	3
192	есть еще	3	3
193	однако в	1	3
194	тогда когда	9	3
195	своей природе	1	3
196	связи с	2	3
197	в области	2	3
198	в каком	5	3
199	языка в	5	3
200	но все	2	3
201	себе что	2	3
202	должен быть	1	3
203	в ней	8	3
204	в собственном	2	3
205	на том	1	3
206	и вообще	3	3
207	можно сказать	3	3
208	от другой	2	3
209	что с	2	3
210	к нему	3	3
211	одной из	2	3
212	что даже	4	3
213	в начале	3	3
214	при помощи	1	3
215	из них	6	3
216	в известной	1	3
217	в одном	2	3
218	что и	13	3
219	отношение к	2	3
220	но что	2	3
221	в очень	1	3
222	а потому	6	3
223	только по	5	3
224	зависит от	6	3
225	так же	3	3
226	в строгом	1	3
227	что же	2	3
228	да и	1	3
229	в своем	5	3
230	каждой из	3	3
231	к тому	7	3
232	об отношении	4	3
233	том виде	1	3
234	в результате	1	3
235	к этому	3	3
236	гораздо более	1	3
237	вряд ли	1	2
238	как говорят	1	2
239	и до	2	2
240	из его	1	2
241	должна быть	1	2
242	научного анализа	1	2
243	что мы	8	2
244	мы уже	2	2
245	есть не	7	2
246	мы не	9	2
247	что если	1	2
248	имеет свою	1	2
249	и со	1	2
250	д а	1	2
251	того же	1	2
252	в каждой	4	2
253	время в	3	2
254	природы и	2	2
255	своего материала	1	2
256	же области	1	2
257	тогда как	2	2
258	себе и	1	2
259	стороны языка	1	2
260	чем же	1	2
261	так называемая	1	2
262	ошибочно думать	1	2
263	его к	2	2
264	бы с	1	2
265	чем больше	1	2
266	большей части	2	2
267	что к	1	2
268	не следует	5	2
269	одно целое	1	2
270	не к	4	2
271	в силу	3	2
272	но вместе	4	2
273	одной и	4	2
274	подобно тому	2	2
275	и наоборот	4	2
276	такого же	1	2
277	и с	2	2
278	них не	1	2
279	входит в	2	2
280	в прошлом	1	2
281	истории отдельных	1	2
282	находящегося в	1	2
283	этого не	3	2
284	несмотря на	2	2
285	ни с	1	2
286	должно быть	5	2
287	после этого	1	2
288	и тогда	3	2
289	что собственно	2	2
290	из того	2	2
291	и при	4	2
292	самом своем	1	2
293	с точки	1	2
294	мы называем	1	2
295	не столько	2	2
296	мысли и	2	2
297	и той	2	2
298	том же	2	2
299	тому что	3	2
