N	2gram	Tiupa_Anal_2	Problema
1	и в	16	30
2	в своей	2	22
3	то есть	9	21
4	мифа о	1	19
5	не только	16	18
6	то что	7	18
7	в этом	18	17
8	том что	12	17
9	и даже	9	14
10	таким образом	2	13
11	но и	12	13
12	потому что	1	13
13	также и	1	12
14	о том	7	12
15	в его	2	12
16	в том	12	12
17	и не	12	12
18	так что	3	11
19	в своем	4	11
20	у него	4	11
21	в этой	9	10
22	для нас	1	10
23	точки зрения	4	10
24	но в	6	9
25	который в	1	9
26	только в	4	9
27	и все	3	9
28	сказать что	2	9
29	хотя и	4	8
30	с точки	2	8
31	никак не	2	8
32	в конце	4	8
33	вовсе не	2	8
34	но не	4	7
35	как и	14	7
36	не в	4	7
37	никогда не	3	7
38	связи с	1	7
39	у нас	1	7
40	так и	15	7
41	может быть	6	7
42	говорит о	5	7
43	в связи	1	7
44	в результате	3	7
45	вместе с	2	7
46	и на	6	6
47	тут же	1	6
48	и как	1	6
49	в нем	1	6
50	его в	2	6
51	несмотря на	3	6
52	и его	4	6
53	можно сказать	4	6
54	и что	1	6
55	что и	3	6
56	уже не	4	6
57	так как	1	6
58	с другой	6	6
59	прежде всего	3	6
60	как бы	10	6
61	и для	2	6
62	а в	3	6
63	другой стороны	2	6
64	и то	3	5
65	для себя	1	5
66	в которой	1	5
67	тем не	3	5
68	в силу	1	5
69	он и	2	5
70	еще в	2	5
71	нисколько не	1	5
72	миф о	1	5
73	что этот	1	5
74	не менее	4	5
75	и о	1	5
76	и их	2	5
77	а не	10	5
78	не может	4	5
79	так же	2	5
80	как раз	4	5
81	будто бы	1	5
82	в самом	6	5
83	что в	2	5
84	того же	4	4
85	едва ли	3	4
86	и он	2	4
87	отнюдь не	8	4
88	и к	5	4
89	в себе	7	4
90	при этом	10	4
91	же не	2	4
92	об этом	1	4
93	было бы	3	4
94	ни в	1	4
95	говорится о	1	4
96	не мог	3	4
97	не так	4	4
98	по крайней	3	4
99	в то	2	4
100	как о	3	4
101	тогда когда	1	4
102	но даже	1	4
103	некоторой степени	1	4
104	и сам	3	4
105	некоторого рода	2	4
106	крайней мере	3	4
107	или в	3	4
108	в качестве	11	4
109	до некоторой	1	4
110	далеко не	1	4
111	еще и	1	4
112	нового времени	1	4
113	если не	1	4
114	в частности	16	4
115	из этого	1	4
