N	3gram	Bakhtin_Pr_4	VrazhdaK
1	то же время	5	4
2	в то же	5	4
3	в связи с	1	3
4	с точки зрения	9	2
5	в романе бесы	1	2
6	в письме к	1	2
7	но в то	2	2
8	не может быть	8	2
9	в том что	2	2
10	а между тем	1	1
11	самим собой в	1	1
12	а следовательно и	2	1
13	в котором он	1	1
14	в этом смысле	2	1
15	в том же	1	1
16	их всех в	1	1
17	рассказ о том	1	1
18	до сих пор	8	1
19	в мировой литературе	1	1
20	и не может	7	1
21	преступлении и наказании	2	1
22	в той же	1	1
23	что в нем	1	1
24	в преступлении и	2	1
25	может быть и	1	1
26	и в то	1	1
27	одно и то	1	1
28	ну что ж	5	1
29	так же как	1	1
30	его отношения к	1	1
31	преступления и наказания	3	1
32	о том же	2	1
33	в высшей степени	1	1
34	в конце концов	1	1
35	и то же	1	1
36	но при этом	1	1
37	все же не	1	1
38	во всяком случае	1	1
39	с другой стороны	3	1
40	как бы в	3	1
41	о нем в	1	1
42	что как раз	1	1
43	у него в	1	1
44	рассказ у тургенева	1	1
45	о том что	2	1
46	но в этом	1	1
47	он как бы	1	1
48	не с точки	1	1
49	они как бы	1	1
50	письме к брату	1	1
51	и во всем	1	1
52	рассматривать в связи	1	1
53	и все что	1	1
