N	2gram	Potebnia_M_4	Istorich
1	и в	23	24
2	не только	10	21
3	что он	4	21
4	и т	7	17
5	т д	3	16
6	этих случаях	2	16
7	может быть	26	14
8	не может	11	14
9	что в	17	13
10	в этих	3	13
11	мы имеем	4	12
12	как в	7	12
13	в этом	23	12
14	и здесь	2	12
15	но и	11	11
16	это не	7	10
17	том что	12	10
18	и что	7	10
19	у него	1	10
20	мы видим	2	10
21	а в	5	10
22	все же	1	9
23	с другой	2	9
24	не в	11	9
25	о том	8	9
26	потому что	33	9
27	то же	14	8
28	еще не	3	8
29	показывает что	1	8
30	что и	7	8
31	так как	14	8
32	другой стороны	1	8
33	а не	12	8
34	все это	5	8
35	или в	1	8
36	во всех	1	7
37	то что	29	7
38	таким образом	24	7
39	мы видели	1	7
40	к нему	5	7
41	что здесь	1	7
42	один из	2	7
43	в том	23	7
44	вместе с	6	7
45	что это	7	6
46	но не	1	6
47	в нем	7	6
48	он не	2	6
49	об этом	2	6
50	как и	14	6
51	для нас	14	6
52	и все	4	6
53	показывают что	1	6
54	а именно	4	6
55	того что	14	6
56	только в	15	6
57	тем что	10	6
58	так же	4	6
59	во время	2	6
60	то это	8	5
61	в чем	1	5
62	с одной	1	5
63	отношение к	2	5
64	но в	8	5
65	имеем в	1	5
66	что она	2	5
67	здесь мы	2	5
68	не менее	5	5
69	с ним	5	5
70	дело не	2	5
71	ничего не	1	5
72	так и	6	5
73	представление об	1	5
74	одной стороны	1	5
75	там где	3	5
76	видно что	4	5
77	начинается с	1	4
78	он может	1	4
79	мы уже	3	4
80	мы не	8	4
81	первый взгляд	1	4
82	как бы	5	4
83	при этом	15	4
84	мы можем	10	4
85	но все	1	4
86	отсюда видно	1	4
87	не всегда	3	4
88	на первый	1	4
89	точки зрения	4	4
90	в их	1	4
91	своего рода	1	4
92	тем не	4	4
93	не имеет	5	4
94	никогда не	3	4
95	со своим	4	4
96	в других	2	4
97	так в	3	4
98	что у	3	4
99	на вопрос	4	4
100	то не	1	4
101	после того	2	4
102	то и	4	4
103	вовсе не	7	4
104	ее на	1	4
105	если не	1	4
106	в данном	4	4
107	в состоянии	2	4
108	и не	18	4
109	мы должны	2	4
110	одной из	1	4
111	есть и	2	4
112	например в	3	3
113	не вполне	2	3
114	в различных	2	3
115	тогда как	4	3
116	эта связь	2	3
117	кроме того	3	3
118	хотя и	5	3
119	из этих	2	3
120	на то	7	3
121	если он	1	3
122	и если	3	3
123	том чтобы	1	3
124	и по	3	3
125	а его	1	3
126	его в	4	3
127	в них	3	3
128	вопрос о	2	3
129	выше мы	2	3
