N	2gram	Vygotskiy__2	Psycholo
1	и в	15	38
2	то что	20	35
3	все время	3	30
4	в том	33	25
5	в самом	11	25
6	самом деле	6	21
7	что в	14	20
8	может быть	9	19
9	и что	8	18
10	на то	6	16
11	что она	3	16
12	точки зрения	26	16
13	в ней	1	15
14	том что	27	14
15	если бы	8	14
16	как бы	7	14
17	потому что	7	14
18	в этом	19	13
19	в этой	6	13
20	и мы	2	13
21	не только	15	12
22	таким образом	14	12
23	было бы	10	12
24	не в	8	12
25	мы видим	4	12
26	мы увидим	2	12
27	что он	12	11
28	то же	5	10
29	в сущности	9	10
30	что это	6	10
31	и не	7	10
32	же самое	2	10
33	и все	3	10
34	увидим что	2	9
35	о которых	3	9
36	с точки	18	9
37	того чтобы	12	9
38	в двух	1	9
39	и то	1	8
40	с этим	3	8
41	все же	4	8
42	и как	2	8
43	говорит что	5	8
44	с тем	1	8
45	как и	6	8
46	в одном	2	8
47	и это	3	8
48	так что	1	8
49	вовсе не	6	8
50	как раз	4	8
51	для того	10	8
52	перед нами	2	8
53	для нас	4	8
54	из этого	1	8
55	показать что	5	7
56	мы уже	6	7
57	с другой	6	7
58	заключается в	8	7
59	сущности говоря	1	7
60	мы можем	10	7
61	не может	9	7
62	как мы	6	7
63	в ее	1	7
64	что у	3	7
65	между тем	1	7
66	увидеть что	1	7
67	а не	3	7
68	а в	4	7
69	и на	1	6
70	в которых	3	6
71	к чему	2	6
72	как это	6	6
73	и если	1	6
74	он не	7	6
75	мы видели	6	6
76	в котором	2	6
77	тому что	1	6
78	она не	1	6
79	не имеет	4	6
80	самого начала	1	6
81	и его	4	6
82	с и	4	6
83	к тому	7	6
84	указывает на	2	6
85	с самого	1	6
86	и здесь	1	6
87	о том	9	6
88	один из	1	6
89	с одной	7	6
90	если мы	6	6
91	из них	3	6
92	так как	4	6
93	до сих	1	6
94	там где	6	6
95	он говорит	3	6
96	мы не	10	5
97	я не	1	5
98	время в	1	5
99	в своем	9	5
100	могли бы	4	5
101	в которой	4	5
102	так сказать	1	5
103	на этом	1	5
104	в другом	2	5
105	к которым	4	5
106	несмотря на	4	5
107	с такой	2	5
108	иначе говоря	2	5
109	в своей	4	5
110	казалось бы	8	5
111	чтобы увидеть	1	5
112	в его	2	5
113	но и	10	5
114	одной стороны	7	5
115	вместе с	6	5
116	в той	1	5
117	сих пор	1	5
118	или в	3	5
119	о котором	1	5
120	другой стороны	1	5
121	на деле	5	4
122	что эти	1	4
123	что если	2	4
124	которую мы	2	4
125	во всех	2	4
126	мысль что	6	4
127	не то	2	4
128	что они	3	4
129	идет о	3	4
130	как в	4	4
131	когда он	3	4
132	в целом	10	4
133	все эти	3	4
134	в тех	1	4
135	раз в	2	4
136	в себе	2	4
137	в нем	1	4
138	при этом	3	4
139	здесь мы	1	4
140	но если	2	4
141	что эта	6	4
142	что с	5	4
143	и другое	2	4
144	одна из	1	4
145	в нас	1	4
146	никогда не	8	4
147	больше чем	2	4
148	в самой	3	4
149	здесь совершенно	1	4
150	мы все	1	4
151	когда в	2	4
152	те два	2	4
153	в виду	6	4
154	согласиться с	1	4
155	образом мы	1	4
156	что и	2	4
157	с той	1	4
158	только в	4	4
159	конечно не	1	4
160	не можем	3	4
161	при помощи	4	4
162	у него	2	4
163	плана в	1	4
164	и даже	5	4
165	обратиться к	1	4
166	из которых	3	4
167	в течение	2	4
168	того что	17	4
169	мы могли	4	4
170	и для	2	4
171	речь идет	2	4
172	сказать что	6	4
173	который не	1	4
174	ее в	2	4
175	в своих	1	4
176	должен быть	2	3
177	того же	3	3
178	едва ли	7	3
179	и этот	1	3
180	по его	1	3
181	из всех	2	3
182	полагает что	5	3
183	и значение	1	3
184	оба эти	2	3
185	что как	3	3
186	совершенно другой	1	3
187	и к	6	3
188	где она	1	3
189	но в	6	3
190	та же	1	3
191	из этих	4	3
192	не к	1	3
193	состоит в	3	3
194	одно и	1	3
195	могла бы	1	3
196	что все	4	3
197	бы в	1	3
198	его в	1	3
199	и тем	2	3
200	ни в	2	3
201	в них	4	3
202	действительно не	3	3
203	в один	2	3
204	со всей	4	3
205	в такой	2	3
206	она в	1	3
207	мы говорили	1	3
208	место в	1	3
209	с уверенностью	2	3
210	всякий раз	2	3
211	из области	1	3
212	стоит только	1	3
213	деле когда	1	3
214	у этих	1	3
215	того как	4	3
216	весь этот	1	3
217	в основе	3	3
218	именно это	1	3
219	как только	2	3
220	на это	1	3
221	где он	1	3
222	и о	1	3
223	имеет никакого	1	3
224	из двух	3	3
225	и которые	1	3
226	наряду с	2	3
227	он был	1	3
228	были бы	2	3
229	эти два	1	3
230	и только	3	3
231	здесь не	1	3
232	тот же	7	3
233	уже говорили	3	3
234	которое мы	3	3
235	был бы	1	3
236	к ним	1	3
237	тем что	2	3
238	такое же	1	3
239	что не	1	3
240	то и	1	3
241	в речи	1	3
242	как если	1	3
243	который мы	1	3
244	когда она	2	3
245	только для	3	3
246	но это	1	3
247	все это	4	3
248	что под	1	3
249	к этому	4	3
250	как на	1	3
251	от этой	1	2
252	с с	2	2
253	себя как	1	2
254	увидим ниже	2	2
255	на самом	3	2
256	по преимуществу	1	2
257	старались показать	2	2
258	действительно мы	1	2
259	не имеют	1	2
260	все те	2	2
261	той же	2	2
262	всего того	1	2
263	здесь с	1	2
264	из анализа	1	2
265	с но	8	2
266	и столь	1	2
267	разве не	1	2
268	между собой	1	2
269	столь же	2	2
270	что его	4	2
271	одним словом	1	2
272	видели что	5	2
273	но как	1	2
274	в общем	3	2
275	очевидно что	3	2
276	тенденцию к	1	2
277	отнюдь не	2	2
278	в истории	6	2
279	что именно	3	2
280	двух совершенно	1	2
281	более и	1	2
282	в полном	2	2
283	целый ряд	2	2
284	и наконец	1	2
285	со своей	1	2
286	представляет собой	2	2
287	он в	3	2
288	думать что	1	2
289	что автор	1	2
290	нами в	1	2
291	по самому	1	2
292	в силу	2	2
293	и вот	1	2
294	и по	3	2
295	на всю	1	2
296	и может	1	2
297	в совершенно	4	2
298	каждой новой	1	2
299	показывает что	1	2
300	же самого	1	2
301	такой же	1	2
302	автора и	1	2
303	в эту	4	2
304	и ее	3	2
