N	3gram	Ircho_Kome_1	Istorich
1	и т д	4	15
2	с другой стороны	5	7
3	до сих пор	2	5
4	в том что	9	5
5	тем не менее	1	5
6	как мы видели	1	5
7	что иное как	1	3
8	в данном случае	1	3
9	не что иное	1	3
10	том что в	1	2
11	к этому же	1	2
12	состоит в том	1	2
13	по отношению к	3	2
14	и здесь мы	1	2
15	с одной стороны	3	2
16	то время как	4	2
17	мы уже знаем	1	2
18	во всяком случае	2	2
19	в то время	5	2
20	о том что	3	2
21	в одном из	4	2
22	предположить что они	1	2
23	как и в	2	2
24	к тому же	5	2
25	хотя и не	1	1
26	но прежде всего	1	1
27	время от времени	1	1
28	в чем же	1	1
29	следить за тем	1	1
30	подобно тому как	1	1
31	мы ничего не	1	1
32	в том числе	1	1
33	в соответствии с	1	1
34	не всю жизнь	1	1
35	с этой точки	1	1
36	но и в	2	1
37	независимо от того	1	1
38	можно было бы	1	1
39	это вовсе не	1	1
40	один шаг до	1	1
41	же как мы	1	1
42	с тех пор	1	1
43	и тем что	2	1
44	вместе с тем	1	1
45	не только в	1	1
46	смысле этого слова	1	1
47	обстоит дело с	1	1
48	так или иначе	1	1
49	но это еще	1	1
50	так же как	1	1
51	и в том	1	1
52	соответствии с этим	1	1
53	этой точки зрения	1	1
54	в тех случаях	1	1
55	к заключению что	1	1
56	что указывает на	1	1
57	не означает что	1	1
58	и прежде всего	1	1
59	с самого начала	1	1
60	некоторый свет на	1	1
61	остается предположить что	1	1
62	и даже не	1	1
63	мы и здесь	1	1
64	у нас в	2	1
65	но и не	1	1
66	на то что	2	1
67	друг от друга	1	1
68	тех случаях когда	1	1
69	в большинстве случаев	1	1
70	после того как	3	1
71	может быть в	1	1
