N	2gram	Nazirov_Tr_1	formyVre
1	и в	18	46
2	в этом	9	22
3	и т	1	14
4	прежде всего	4	14
5	в романе	10	13
6	и его	6	12
7	во всех	1	11
8	не только	8	11
9	только в	1	11
10	т п	1	11
11	как бы	7	10
12	то есть	3	10
13	в том	2	10
14	но в	6	10
15	не в	2	9
16	у него	6	9
17	но и	4	9
18	вместе с	1	9
19	и не	7	9
20	то же	5	8
21	как и	5	8
22	того чтобы	1	8
23	потому что	2	8
24	связи с	1	8
25	в его	3	8
26	в связи	1	8
27	в основном	3	8
28	и на	7	7
29	так сказать	1	7
30	так и	5	7
31	в них	1	7
32	в эпизоде	1	7
33	может быть	7	7
34	времени в	2	7
35	в одном	2	7
36	то что	4	7
37	как мы	1	6
38	еще не	4	6
39	все же	5	6
40	и наконец	1	6
41	при этом	3	6
42	этом мире	1	6
43	и с	7	6
44	его в	2	6
45	романе в	1	6
46	никогда не	2	6
47	в особенности	1	6
48	все это	4	6
49	и все	4	6
50	но не	1	5
51	в своем	3	5
52	все эти	3	5
53	он не	2	5
54	в нем	4	5
55	должно быть	3	5
56	в то	5	5
57	в дальнейшем	5	5
58	и др	1	5
59	в частности	2	5
60	что в	4	5
61	человека и	1	4
62	в мире	3	4
63	и он	3	4
64	значение и	1	4
65	в истории	1	4
66	как в	3	4
67	уже в	3	4
68	в себе	4	4
69	том что	4	4
70	в котором	1	4
71	же время	6	4
72	к себе	1	4
73	к смерти	1	4
74	в образе	6	4
75	в эпоху	1	4
76	с ним	3	4
77	о том	2	4
78	так что	2	4
79	и их	1	4
80	а не	1	4
81	отнюдь не	3	4
82	с этой	1	4
83	жизни в	1	4
84	есть и	1	4
85	ему в	1	3
86	в виду	1	3
87	отношение к	2	3
88	и как	3	3
89	уже не	2	3
90	и по	1	3
91	таким образом	1	3
92	здесь мы	1	3
93	а затем	1	3
94	не могли	1	3
95	к тому	2	3
96	роль в	1	3
97	и совершенно	1	3
98	в борьбе	1	3
99	жизнь и	3	3
100	в другом	1	3
101	а также	1	3
102	как у	2	3
103	что и	2	3
104	того что	1	3
105	что он	6	3
106	за счет	1	3
107	для него	3	3
108	тем что	2	3
109	в форме	1	3
110	чувствует себя	1	3
111	что на	1	3
112	и даже	4	3
113	не было	1	3
114	на смерть	1	3
115	о чем	3	3
116	вещами и	1	3
117	с помощью	1	3
118	в это	2	3
119	не является	1	3
120	этого романа	2	2
121	ту же	1	2
122	как его	1	2
123	и есть	1	2
124	из самых	2	2
125	и до	2	2
126	роман в	1	2
127	пародия на	1	2
128	он был	2	2
129	не был	2	2
130	к ним	1	2
131	большое значение	1	2
132	всю эту	1	2
133	опирается на	1	2
134	то в	1	2
135	жизнь как	1	2
136	в этой	4	2
137	с одной	1	2
138	только один	1	2
139	как он	1	2
140	не могла	1	2
141	человек не	1	2
142	перестает быть	1	2
143	и вот	1	2
144	по всем	1	2
145	на земле	1	2
146	на этом	1	2
147	лишь в	1	2
148	по себе	1	2
149	этого нового	1	2
150	с тем	2	2
151	со своими	1	2
152	которой он	1	2
153	очень важный	1	2
154	представление о	1	2
155	значение для	1	2
156	одном из	2	2
157	дается в	1	2
158	но эта	2	2
159	но он	1	2
160	над ними	1	2
161	и великого	1	2
162	в той	1	2
163	вплоть до	1	2
164	она не	1	2
165	на котором	1	2
166	и всегда	1	2
167	контакт с	1	2
168	в самой	1	2
169	особое значение	1	2
170	в духе	1	2
171	могут быть	1	2
172	и потому	1	2
173	и это	2	2
174	и о	1	2
175	золотом веке	1	2
176	и от	1	2
177	не мог	2	2
178	и должно	1	2
179	это не	5	2
180	все в	1	2
181	в литературе	1	2
182	один из	3	2
183	ее к	2	2
184	мы видим	1	2
185	эти образы	1	2
186	и детей	2	2
187	характерно что	1	2
188	в конце	3	2
189	не для	1	2
190	они сами	1	2
191	рядом с	1	2
192	именно в	1	2
193	романа в	1	2
194	а на	1	2
195	до конца	2	2
196	для чего	1	2
197	что все	2	2
198	не может	5	2
199	так же	4	2
200	как это	3	2
201	в данном	2	2
202	наряду с	1	2
203	него есть	1	2
204	этом случае	1	2
205	о его	2	2
206	сказал что	1	2
207	в двух	1	2
208	такие слова	1	2
209	но это	4	2
210	не быть	1	2
211	в иной	1	2
212	во всяком	1	2
213	эта новая	1	1
214	например в	1	1
215	чтобы не	1	1
216	и то	2	1
217	необходимо отметить	1	1
218	это и	1	1
219	обстоит дело	1	1
220	он всегда	4	1
221	в какой-то	1	1
222	должна быть	1	1
223	хлеб и	1	1
224	а как	2	1
225	ему нужно	1	1
226	почему бы	1	1
227	что уже	1	1
228	вопрос о	2	1
229	и усиливает	1	1
230	вместо того	1	1
231	романов это	1	1
232	подчеркнуть что	1	1
233	в ней	1	1
234	между собой	1	1
235	он сам	7	1
236	в чем	1	1
237	с его	2	1
238	не исчерпываются	1	1
239	самом деле	1	1
240	могло быть	1	1
241	а он	1	1
242	в общем	1	1
243	отличие от	2	1
244	друга и	1	1
245	за пределы	1	1
246	в настоящем	1	1
247	это самое	1	1
248	как говорит	2	1
249	в трагедии	1	1
250	о жизни	2	1
251	он широко	1	1
252	роль играет	1	1
253	работать и	1	1
254	за свои	1	1
255	шутки и	1	1
256	в самом	2	1
257	в письмах	2	1
258	в которой	1	1
259	бы и	2	1
260	жизни самого	1	1
261	бы не	1	1
262	его а	1	1
263	всего необходимо	1	1
264	этого образа	1	1
265	вообще не	1	1
266	идей и	1	1
267	не значит	1	1
268	о золотом	1	1
269	не как	1	1
270	как дьявол	1	1
271	что тут	1	1
272	никому не	1	1
273	но все	2	1
274	особую роль	1	1
275	от нее	1	1
276	для характеристики	1	1
277	этом свидетельствует	1	1
278	об этом	4	1
279	это же	1	1
280	это было	1	1
281	дома и	2	1
282	и смеялся	1	1
283	ни в	2	1
284	мировой литературы	1	1
285	а за	1	1
286	небом в	1	1
287	он и	2	1
288	когда я	1	1
289	глава xi	1	1
290	он сказал	1	1
291	и еще	1	1
292	в своей	1	1
293	роман о	2	1
294	а чтобы	1	1
295	с самого	1	1
296	не столько	1	1
297	стало быть	1	1
298	превратиться в	1	1
299	борьбу с	1	1
300	iii и	1	1
301	тому что	1	1
302	любви и	2	1
303	что ему	1	1
304	не имеет	2	1
305	самого начала	1	1
306	одна из	2	1
307	облекается в	1	1
308	но только	1	1
309	это мы	1	1
310	по вопросу	1	1
311	или как	1	1
312	и притом	1	1
313	на одной	1	1
314	к вам	1	1
315	во всем	1	1
316	был так	1	1
317	было в	2	1
318	входят в	1	1
319	у отца	2	1
320	в стиле	1	1
321	в образах	1	1
322	и здесь	2	1
323	веке в	1	1
324	не могут	2	1
325	мир на	1	1
326	его с	1	1
327	еще по	1	1
328	где он	1	1
329	высок и	1	1
330	можно написать	1	1
331	образы и	1	1
332	с ее	3	1
333	но при	2	1
334	создает и	1	1
335	в ее	2	1
336	данном случае	2	1
337	говорили что	1	1
338	эдгара по	1	1
339	и сам	3	1
340	iii в	3	1
341	не за	2	1
342	на родине	1	1
343	раз он	2	1
344	с собой	1	1
345	еще в	2	1
346	по сравнению	1	1
347	в прошлое	1	1
348	это мне	1	1
349	часто и	1	1
350	вот почему	1	1
351	и т.д	1	1
352	но мы	1	1
353	и что	4	1
354	в глаза	2	1
355	в смерти	1	1
356	раз и	2	1
357	доходит до	1	1
358	романа как	1	1
359	между тем	1	1
360	нуждается в	1	1
361	я вижу	1	1
362	говорит он	1	1
363	есть с	1	1
364	всего этого	1	1
365	а смерть	1	1
366	по своей	1	1
367	в новой	1	1
368	имеют особое	1	1
369	и дело	1	1
370	романа и	3	1
371	что даже	1	1
372	лишь на	1	1
373	как нечто	1	1
374	этот своеобразный	1	1
375	в самое	1	1
376	и ее	2	1
377	вопрос об	1	1
378	которые так	1	1
379	именно на	1	1
380	лишь бы	1	1
381	есть в	1	1
382	эпизод с	3	1
383	призывом к	1	1
384	то и	2	1
385	всем его	1	1
386	в виде	2	1
387	свидетельствует о	1	1
388	что писал	1	1
389	а это	1	1
390	рассказывает о	1	1
391	мы встречаем	1	1
392	но затем	1	1
393	быть по	1	1
394	и вместе	1	1
395	никого не	1	1
396	факт в	1	1
397	совершенно ином	1	1
398	близок к	1	1
399	в отличие	2	1
400	что не	1	1
401	объясняется тем	1	1
402	может жить	1	1
403	попал в	1	1
404	на этот	1	1
405	ничем не	2	1
406	в рассказе	2	1
407	его как	1	1
408	одну из	1	1
409	ребенка и	2	1
410	под влиянием	2	1
411	несмотря на	5	1
412	но как	1	1
413	против нее	1	1
414	мог быть	1	1
415	для самого	1	1
416	не знал	1	1
417	сравнению с	1	1
418	необходимо подчеркнуть	1	1
419	распадается на	1	1
420	и жизнь	1	1
421	этого слова	1	1
422	в условиях	1	1
423	это уже	2	1
424	и ярко	1	1
425	где и	1	1
426	в результате	1	1
427	это как	1	1
428	из себя	1	1
429	бы в	1	1
430	и которое	1	1
431	конце концов	1	1
432	он же	1	1
433	состоит из	2	1
434	помощью этих	1	1
435	совершенно не	1	1
436	дело с	1	1
437	в быту	1	1
438	но этот	1	1
439	ко всему	1	1
440	от природы	1	1
441	исключительное значение	1	1
442	силе и	1	1
443	по поводу	2	1
444	самой природе	1	1
445	в таком	2	1
