N	3gram	Losev_Vlad_2	Istorich
1	и т д	1	24
2	до сих пор	1	5
3	точно так же	3	5
4	и то что	5	5
5	не может быть	1	4
6	но все же	1	4
7	что иное как	1	3
8	в этом случае	1	3
9	в данном случае	2	3
10	на то что	2	3
11	не что иное	1	3
12	как мы видели	2	3
13	о том что	3	2
14	с представлением о	1	2
15	не только в	2	2
16	то что он	3	2
17	содержит в себе	4	2
18	с этой стороны	1	2
19	после того как	2	2
20	в связи с	8	2
21	тем не менее	6	2
22	на этот вопрос	1	2
23	как это впрочем	1	1
24	год или два	1	1
25	здесь перед нами	1	1
26	между прочим и	2	1
27	как это мы	4	1
28	но и по	1	1
29	и по существу	1	1
30	от своего отца	1	1
31	в том числе	1	1
32	и как мы	2	1
33	можно найти много	1	1
34	в своей работе	1	1
35	общение человека с	1	1
36	он все же	1	1
37	что в этом	1	1
38	не имеет никакого	2	1
39	не говорится но	1	1
40	за то что	1	1
41	только при помощи	1	1
42	что даже и	1	1
43	может быть и	1	1
44	то время как	1	1
45	а именно к	2	1
46	и никому не	1	1
47	в том как	1	1
48	не только как	1	1
49	и с этой	1	1
50	не в том	3	1
51	но вместе с	1	1
52	он уже не	2	1
53	то что по	1	1
54	из них не	1	1
55	и он стал	1	1
56	при жизни и	1	1
57	вместе с тем	1	1
58	что же это	1	1
59	что такого рода	1	1
60	мы увидим ниже	1	1
61	но сам он	1	1
62	хотя бы на	1	1
63	в то время	6	1
64	ничего общего с	1	1
65	к своему другу	1	1
66	приведем еще один	1	1
67	же это за	1	1
68	можно сказать что	1	1
69	к нему с	1	1
70	на земле в	1	1
71	только тогда когда	1	1
