N	2gram	Bakhtin_Fr_6	Literetu
1	не только	10	24
2	при этом	3	19
3	но и	13	17
4	в том	2	16
5	а не	2	16
6	в частности	2	15
7	том что	7	14
8	в году	6	13
9	может быть	2	13
10	и не	3	12
11	в этом	12	12
12	в своем	5	11
13	своего рода	1	11
14	прежде всего	10	11
15	то что	10	10
16	в целом	1	8
17	не в	4	8
18	и в	41	8
19	только в	3	8
20	как это	2	8
21	как бы	7	7
22	в себе	5	7
23	не менее	1	7
24	в его	7	7
25	уже не	1	7
26	и я	1	6
27	то есть	24	6
28	как и	7	6
29	точки зрения	2	6
30	и сам	3	6
31	того что	3	6
32	связи с	2	6
33	в жизни	1	6
34	себя в	2	6
35	xix века	1	6
36	одним из	4	5
37	то же	5	5
38	как в	4	5
39	не столько	1	5
40	в то	6	5
41	казалось бы	1	5
42	искусства и	1	5
43	а также	5	5
44	же время	5	5
45	что он	6	5
46	уже в	4	5
47	не может	4	5
48	в данном	3	5
49	с этой	3	5
50	с его	5	5
51	в своей	2	4
52	еще не	1	4
53	но не	2	4
54	в этой	8	4
55	все же	4	4
56	перестает быть	1	4
57	не как	1	4
58	с собой	1	4
59	лишь в	2	4
60	для этого	2	4
61	с миром	3	4
62	и его	13	4
63	данном случае	2	4
64	никогда не	8	4
65	так и	5	4
66	еще в	5	4
67	и тем	1	4
68	из них	5	4
69	мир в	1	4
70	в конце	2	4
71	как раз	2	4
72	и т.п	19	4
73	о себе	1	4
74	в связи	1	4
75	это не	1	4
76	например в	6	3
77	в сфере	1	3
78	тех же	2	3
79	тем же	1	3
80	также и	6	3
81	что его	1	3
82	по отношению	1	3
83	в самом	10	3
84	бы не	1	3
85	таким образом	17	3
86	исходя из	1	3
87	той же	5	3
88	его в	1	3
89	далеко не	1	3
90	он и	1	3
91	несмотря на	1	3
92	не мог	3	3
93	в их	1	3
94	но в	8	3
95	дело в	1	3
96	одна из	1	3
97	в основе	4	3
98	в области	2	3
99	к себе	2	3
100	в пределах	1	3
101	одного из	1	3
102	один из	6	3
103	и прежде	2	3
104	потому что	3	3
105	одно из	1	3
106	у него	7	3
107	и даже	4	3
108	с другой	4	3
109	еще и	1	3
110	и др	10	3
111	не было	1	3
112	мира в	2	3
113	да и	1	3
114	литературе в	1	3
115	жизни и	3	3
116	что в	7	3
117	а в	4	3
118	всем и	2	2
119	чтобы не	1	2
120	человека и	2	2
121	и весьма	2	2
122	того же	4	2
123	не остается	3	2
124	и то	2	2
125	самом деле	4	2
126	из его	1	2
127	должна быть	2	2
128	для своего	1	2
129	и само	2	2
130	та же	4	2
131	целый мир	1	2
132	в сущности	8	2
133	а для	2	2
134	из того	2	2
135	то это	1	2
136	то он	2	2
137	и нет	1	2
138	следующим образом	1	2
139	только то	1	2
140	его сознания	1	2
141	все эти	11	2
142	из этих	2	2
143	во многих	1	2
144	как он	2	2
145	в нем	16	2
146	на этом	2	2
147	различие между	1	2
148	самим собой	2	2
149	для нее	1	2
150	было бы	3	2
151	и того	1	2
152	с точки	2	2
153	эта мысль	1	2
154	даже в	4	2
155	при всех	1	2
156	своего героя	3	2
157	как будто	1	2
158	этом отношении	3	2
159	могут быть	1	2
160	и вполне	1	2
161	должен быть	2	2
162	более не	1	2
163	в себя	1	2
164	роль в	4	2
165	ту же	1	2
166	или иной	1	2
167	в другом	4	2
168	о том	9	2
169	с одной	4	2
170	мир и	1	2
171	между тем	2	2
172	во втором	3	2
173	их не	1	2
174	по этому	1	2
175	что не	3	2
176	что для	1	2
177	для него	1	2
178	себе в	2	2
179	а потому	1	2
180	тем что	5	2
181	одной стороны	4	2
182	за пределы	2	2
183	нового времени	4	2
184	превращается в	2	2
185	не на	2	2
186	одну из	2	2
187	для понимания	1	2
188	своего времени	2	2
189	можно было	1	2
190	это уже	2	2
191	не является	1	2
192	в сферу	1	2
193	это как	1	2
194	в индивидуальном	2	2
195	тем более	2	2
196	в трактате	2	2
197	все они	2	2
198	отношению к	1	2
199	на это	1	2
200	в искусстве	3	2
201	по поводу	1	2
202	как известно	2	1
203	если б	2	1
204	с жизнью	1	1
205	переходит к	1	1
206	достаточно вспомнить	1	1
207	его книге	1	1
208	на самом	1	1
209	между двумя	1	1
210	фольклора и	1	1
211	оно было	1	1
212	есть такое	1	1
213	мы не	2	1
214	уверен что	1	1
215	до него	1	1
216	нам в	1	1
217	есть нечто	2	1
218	жизни как	1	1
219	ему в	1	1
220	всю ночь	2	1
221	содержание первой	1	1
222	зависимости от	1	1
223	и он	5	1
224	более глубокий	1	1
225	произведение и	1	1
226	в xix	1	1
227	столько же	1	1
228	он был	4	1
229	он сам	3	1
230	предполагать что	2	1
231	в различных	1	1
232	в чем	3	1
233	тем как	1	1
234	что предмет	1	1
235	во внешнем	1	1
236	появляется и	1	1
237	руками и	1	1
238	отношение к	1	1
239	в наиболее	2	1
240	не просто	1	1
241	что они	2	1
242	один и	1	1
243	всех ее	1	1
244	в центре	2	1
245	в одной	3	1
246	для всех	1	1
247	перед нами	3	1
248	земли все	1	1
249	мы можем	1	1
250	и как	4	1
251	в противоположность	1	1
252	есть ли	1	1
253	то в	1	1
254	со своей	1	1
255	в которой	1	1
256	он в	2	1
257	в нашем	1	1
258	если мы	2	1
259	что к	1	1
260	мы чувствуем	1	1
261	так сказать	2	1
262	роли в	1	1
263	этом своем	1	1
264	он не	2	1
265	эту тему	1	1
266	в начале	3	1
267	и вот	1	1
268	почти исключительно	1	1
269	в зависимости	1	1
270	чтобы в	1	1
271	очевидным что	1	1
272	в плане	3	1
273	и по	1	1
274	но все	1	1
275	человека в	1	1
276	значительной степени	1	1
277	в каждом	1	1
278	а затем	4	1
279	а то	1	1
280	пусть и	1	1
281	и с	16	1
282	большинстве случаев	5	1
283	это было	2	1
284	первой главе	1	1
285	в глазах	1	1
286	с начала	1	1
287	исторического момента	1	1
288	смерть и	1	1
289	в них	7	1
290	но лишь	1	1
291	в ее	5	1
292	с тем	1	1
293	а за	2	1
294	одного и	2	1
295	с более	2	1
296	на первый	3	1
297	в эту	2	1
298	в этих	2	1
299	но до	1	1
300	во второй	1	1
301	в следующем	1	1
302	в отношении	1	1
303	что от	1	1
304	мире при	1	1
305	в условиях	1	1
306	в которых	1	1
307	тот кто	1	1
308	одном из	1	1
309	не могли	1	1
310	как от	1	1
311	высшую степень	1	1
312	того кто	1	1
313	вовсе не	7	1
314	в историческом	1	1
315	и объясняются	1	1
316	как о	2	1
317	не имеет	1	1
318	тогда когда	2	1
319	у кого	2	1
320	во время	9	1
321	на него	1	1
322	говорить о	2	1
323	когда они	3	1
324	о них	1	1
325	но только	1	1
326	это мы	1	1
327	из четырех	2	1
328	эпохи в	1	1
329	к концу	1	1
330	и неожиданное	1	1
331	другой стороны	2	1
332	xix веке	1	1
333	для нас	2	1
334	о нем	1	1
335	сущности только	1	1
336	только с	3	1
337	в момент	1	1
338	все то	5	1
339	и времени	1	1
340	мы узнаем	2	1
341	и другим	1	1
342	день и	1	1
343	одним и	1	1
344	как мы	12	1
345	как один	3	1
346	людей в	3	1
347	средних веков	4	1
348	и от	4	1
349	полностью и	1	1
350	в индию	1	1
351	в дальнейшем	2	1
352	с внешним	1	1
353	на нее	1	1
354	или в	6	1
355	он говорит	1	1
356	с самим	1	1
357	мог бы	1	1
358	в эпоху	6	1
359	собой и	1	1
360	последующее развитие	1	1
361	в третьем	3	1
362	и здесь	1	1
363	не был	2	1
364	его смерть	2	1
365	люди с	2	1
366	и т.д	1	1
367	голоса в	1	1
368	никак не	3	1
369	и что	5	1
370	можно сказать	1	1
371	как наиболее	1	1
372	в значительной	2	1
373	к нему	3	1
374	во всех	17	1
375	от них	1	1
376	и во	2	1
377	борьба с	4	1
378	на границах	3	1
379	своего романа	2	1
380	что же	1	1
381	этот последний	1	1
382	и других	1	1
383	вслед за	1	1
384	в литературе	5	1
385	нашел в	1	1
386	тот же	4	1
387	одной из	3	1
388	что даже	2	1
389	те в	1	1
390	было и	2	1
391	таких же	1	1
