N	2gram	Tiupa_Anal_2	Narrotol
1	не только	16	32
2	может быть	6	25
3	но и	12	23
4	в качестве	11	21
5	и не	12	20
6	то есть	9	19
7	и в	16	19
8	в том	12	18
9	в этом	18	17
10	в тексте	24	16
11	не в	4	14
12	в частности	16	14
13	том что	12	14
14	состоит в	8	13
15	представляет собой	8	12
16	тогда как	19	12
17	в рамках	3	12
18	своего рода	12	12
19	коммуникативного события	4	12
20	а не	10	12
21	то что	7	11
22	а в	3	11
23	точки зрения	4	10
24	не может	4	10
25	при этом	10	9
26	в мире	6	9
27	так и	15	9
28	в его	2	9
29	со стороны	3	9
30	в себе	7	8
31	во времени	2	8
32	и т.п	8	8
33	с другой	6	8
34	не является	1	8
35	еще не	2	7
36	по отношению	4	7
37	как в	4	7
38	в случае	2	7
39	времени и	1	7
40	как и	14	7
41	к тому	7	7
42	и т.д	3	7
43	а также	7	7
44	с одной	5	7
45	одной стороны	4	7
46	такого рода	2	7
47	высказывания в	3	6
48	с его	1	6
49	но не	4	6
50	на протяжении	2	6
51	тем самым	4	6
52	в себя	4	6
53	о том	7	6
54	именно в	3	6
55	как это	6	6
56	отношению к	4	6
57	иначе говоря	11	6
58	но в	6	6
59	между двумя	4	5
60	не все	1	5
61	отличие от	2	5
62	отнюдь не	8	5
63	и как	1	5
64	уже не	4	5
65	в этой	9	5
66	тому же	4	5
67	картины мира	2	5
68	далеко не	1	5
69	в отличие	2	5
70	по себе	2	5
71	и его	4	5
72	к нему	1	5
73	нуждается в	1	5
74	себя в	2	5
75	или иной	3	5
76	мира в	1	5
77	в данном	8	5
78	можно сказать	4	5
79	и пространстве	1	5
80	событийного ряда	1	5
81	речь идет	2	4
82	переход от	1	4
83	данном случае	5	4
84	то же	4	4
85	как правило	4	4
86	в противовес	1	4
87	перед нами	1	4
88	в нем	1	4
89	в принципе	1	4
90	в силу	1	4
91	же не	2	4
92	было бы	3	4
93	и тем	4	4
94	не мог	3	4
95	жизненной позиции	3	4
96	связи с	1	4
97	той или	3	4
98	имеет место	4	4
99	не столько	3	4
100	те же	2	4
101	о нем	1	4
102	одного из	3	4
103	внутреннего зрения	12	4
104	же время	2	4
105	или напротив	2	4
106	вслед за	2	4
107	только в	4	4
108	хотя бы	1	4
109	при всей	3	4
110	у него	4	4
111	прежде всего	3	4
112	в рассказе	1	4
113	если не	1	4
114	как бы	10	4
115	да и	1	4
116	отличается от	1	4
117	же в	1	4
118	одной из	3	4
119	героя и	1	4
120	сказать что	2	4
121	другой стороны	2	4
122	в первом	1	3
123	в сущности	4	3
124	и он	2	3
125	и на	6	3
126	может не	1	3
127	еще одна	2	3
128	в ее	1	3
129	значении этого	1	3
130	как говорит	2	3
131	хотя и	4	3
132	когда он	1	3
133	уже в	1	3
134	из этих	1	3
135	не есть	2	3
136	он не	2	3
137	особенно в	7	3
138	ни в	1	3
139	обратимся к	1	3
140	себя внимание	3	3
141	тем не	3	3
142	не менее	4	3
143	различного рода	1	3
144	коммуникативное событие	1	3
145	в то	2	3
146	тем что	3	3
147	одна из	1	3
148	в эпизоде	10	3
149	на него	2	3
150	никогда не	3	3
151	на себя	5	3
152	по своей	1	3
153	обращает на	3	3
154	этом отношении	3	3
155	могут быть	10	3
156	как мы	3	3
157	с ее	2	3
158	свою очередь	1	3
159	сводится к	3	3
160	в произведении	2	3
161	и самого	1	3
162	не с	4	3
163	столь же	4	3
164	в конечном	3	3
165	восходит к	1	3
166	будто он	1	3
167	между тем	2	3
168	текста на	2	3
169	один из	2	3
170	но о	1	3
171	из них	3	3
172	не о	2	3
173	присутствия в	2	3
174	и даже	9	3
175	даже не	1	3
176	или иначе	1	3
177	в свою	1	3
178	в присутствии	1	3
179	повествовательного текста	1	3
180	как будто	3	3
181	высказывания и	2	3
182	что в	2	3
183	будто бы	1	3
184	как известно	1	2
185	отношения к	2	2
186	таком случае	2	2
187	и потому	1	2
188	самом деле	1	2
189	идет о	1	2
190	здесь и	1	2
191	к другому	1	2
192	и до	2	2
193	который в	1	2
194	мы имеем	3	2
195	современной нарратологии	1	2
196	со смертью	3	2
197	говорить о	6	2
198	ему в	3	2
199	имеют место	2	2
200	один голос	2	2
201	иное как	1	2
202	во внешнем	1	2
203	вокруг я	1	2
204	как справедливо	1	2
205	независимо от	1	2
206	в своем	4	2
207	кто говорит	1	2
208	что касается	3	2
209	в полном	1	2
210	адресата в	1	2
211	более или	1	2
212	в противоположность	2	2
213	всего лишь	8	2
214	так или	1	2
215	все эти	1	2
216	бы не	1	2
217	в известном	1	2
218	и тот	1	2
219	роль в	2	2
220	жизнью и	2	2
221	с чем	1	2
222	себя и	1	2
223	ключ к	3	2
224	состоит именно	1	2
225	не как	1	2
226	художественного высказывания	2	2
227	за рамки	1	2
228	подобно тому	3	2
229	человека в	1	2
230	значительной степени	2	2
231	но без	1	2
232	его в	2	2
233	того или	3	2
234	это не	1	2
235	в молчание	1	2
236	персонажа и	1	2
237	уходом из	1	2
238	авторской позиции	1	2
239	зрения или	1	2
240	несмотря на	3	2
241	жизни но	2	2
242	или менее	1	2
243	м.м бахтин	1	2
244	рассказа о	1	2
245	с точки	2	2
246	героя из	1	2
247	я героя	1	2
248	однако в	1	2
249	зрения и	1	2
250	даже в	2	2
251	вплоть до	1	2
252	она не	2	2
253	в обоих	2	2
254	некоторого рода	2	2
255	которого он	1	2
256	коммуникативным событием	1	2
257	что иное	1	2
258	не имеет	2	2
259	ничего не	9	2
260	и соответственно	1	2
261	имеем дело	3	2
262	как раз	4	2
263	и после	1	2
264	что на	3	2
265	без исключения	1	2
266	личности в	1	2
267	встречается в	1	2
268	здесь совершенно	1	2
269	ценностного центра	1	2
270	говоря словами	1	2
271	то она	1	2
272	языка и	2	2
273	в организации	3	2
274	сообщают о	1	2
275	в пределах	9	2
276	приводит к	3	2
277	читателя в	4	2
278	можно было	3	2
279	или в	3	2
280	было в	1	2
281	во второй	4	2
282	референтной событийности	1	2
283	о своей	2	2
284	первого эпизода	1	2
285	в значительной	2	2
286	времени в	4	2
287	том или	2	2
288	организации текста	3	2
289	складывается из	1	2
290	лица и	1	2
291	очевидным образом	2	2
292	этом ряду	1	2
293	в литературе	1	2
294	известном смысле	1	2
295	субъекта и	1	2
296	и одновременно	3	2
297	дело с	1	2
298	являет собой	3	2
299	и ее	1	2
300	есть в	3	2
301	каждый из	1	2
302	героя с	1	2
303	по выражению	2	2
304	конечном счете	2	2
305	одно из	2	2
306	для него	4	2
307	или даже	2	2
308	сами по	1	2
309	богу не	1	2
310	не случайно	8	2
311	не понимал	1	2
312	или ином	2	2
313	представляют собой	2	2
314	одну из	2	2
315	нового времени	1	2
316	говорит о	5	2
317	зависит от	1	2
318	его как	2	2
319	художественного текста	1	2
320	о чем	2	2
321	главного героя	3	2
322	текста в	6	2
323	как кажется	1	2
324	в нарративном	1	2
325	тому как	3	2
326	по существу	2	2
327	исходя из	1	2
328	текста как	2	2
329	в любом	1	2
330	в аспекте	4	2
331	и для	2	2
332	для автора	1	2
333	в связи	1	2
334	внутреннего слуха	1	2
335	в результате	3	2
336	в двух	2	2
337	и все	3	2
338	тем более	1	2
339	надо полагать	1	2
340	к самому	1	2
341	и представляет	1	2
342	одного сознания	1	2
343	совершенно не	1	2
344	или иного	3	2
345	не что	1	2
346	этого слова	3	2
347	себе не	2	2
348	в какой	1	2
349	так же	2	2
350	в таком	2	2
351	точно так	1	2
352	в роли	2	2
353	этой точки	1	2
354	неотделима от	1	1
355	также и	1	1
356	к их	1	1
357	того же	4	1
