N	3gram	Vinokur_St_3	Psycholo
1	для того чтобы	1	19
2	на то что	3	16
3	в том что	11	14
4	с одной стороны	2	12
5	о том что	4	6
6	заключается в том	2	6
7	к тому что	2	6
8	в самом деле	1	5
9	до сих пор	2	5
10	с другой стороны	4	5
11	именно то что	1	4
12	а с другой	2	4
13	не только не	1	4
14	по этому поводу	2	4
15	иметь в виду	1	3
16	то же самое	1	3
17	в лучшем случае	1	3
18	сам по себе	1	3
19	вместе с тем	1	3
20	с тем что	3	3
21	то что он	1	3
22	с самого начала	2	3
23	и т п	6	3
24	можно было бы	1	3
25	и т д	2	3
26	в этом отношении	4	3
27	состоит в том	3	2
28	потому что в	1	2
29	и той же	1	2
30	с точки зрения	4	2
31	принять во внимание	1	2
32	то что в	1	2
33	связи которая существует	1	2
34	потому что он	2	2
35	одной и той	1	2
36	и когда пушкин	1	2
37	в том чтобы	2	2
38	не только в	3	2
39	в конце концов	3	2
40	он говорит что	1	2
41	в этой трагедии	2	2
42	он должен был	1	2
43	не может быть	5	2
44	и в самом	1	2
45	вопрос о том	1	2
46	что это есть	2	2
47	той или иной	1	2
48	можно сказать что	1	2
49	и в результате	1	2
50	совершенно очевидно что	1	2
51	на самом деле	1	2
52	во время чумы	2	1
53	в том виде	1	1
54	внимание именно на	1	1
55	это не может	1	1
56	но и ни	1	1
57	мы имеем в	2	1
58	более или менее	1	1
59	мы имели дело	1	1
60	в этом смысле	4	1
61	во многих случаях	1	1
62	том что он	1	1
63	с которым мы	1	1
64	и в этом	2	1
65	в одной из	1	1
66	время чумы и	1	1
67	то что эти	1	1
68	но в сущности	1	1
69	каждом отдельном случае	1	1
70	том что именно	1	1
71	и в речи	1	1
72	трагедии в ней	1	1
73	понятно если принять	1	1
74	в этом письме	1	1
75	в частности на	1	1
76	в значительной мере	1	1
77	с этой точки	1	1
78	по крайней мере	4	1
79	и не в	2	1
80	когда пушкин говорит	1	1
81	и в частности	1	1
82	тем что мы	1	1
83	в применении к	1	1
84	то время как	4	1
85	о том в	1	1
86	к ней и	1	1
87	том смысле в	1	1
88	и если в	1	1
89	что он был	2	1
90	и что он	1	1
91	если бы в	1	1
92	в каждой из	1	1
93	благодаря тому что	1	1
94	как и вообще	1	1
95	трагедии нет и	1	1
96	в течение всей	2	1
97	приводит к тому	1	1
98	я имею в	1	1
99	что у него	1	1
100	у нас не	1	1
101	но так как	1	1
102	что действующие лица	1	1
103	в драме и	2	1
104	этой точки зрения	1	1
105	так что когда	1	1
106	что рядом с	1	1
107	который говорил что	1	1
108	имею в виду	1	1
109	мы имеем здесь	1	1
110	то обстоятельство что	5	1
111	из которых складывается	2	1
112	что в этой	2	1
113	в то время	4	1
114	одной стороны он	1	1
115	пир во время	2	1
116	то что ему	1	1
117	в свою очередь	1	1
118	в собственном смысле	1	1
119	речь идет о	1	1
120	его жизни но	1	1
121	он может быть	1	1
122	но не из	1	1
123	что в подлиннике	1	1
124	в каждом отдельном	1	1
125	в том смысле	2	1
126	тем что он	2	1
127	если принять во	1	1
128	и прямо противоположное	1	1
129	в русской литературе	1	1
130	потому что для	1	1
131	и в другом	1	1
