N	3gram	Propp_Isto_1	Myslijsy
1	более или менее	5	8
2	сами по себе	1	7
3	в том что	4	7
4	тем не менее	6	5
5	подобно тому как	1	4
6	по мере того	2	4
7	до сих пор	5	4
8	мере того как	2	4
9	в то время	3	4
10	на то что	4	3
11	то время как	3	3
12	с одной стороны	4	3
13	смысле этого слова	1	3
14	не могут быть	1	3
15	по себе не	1	3
16	но тем не	1	3
17	мы не можем	2	3
18	и т п	1	3
19	и т д	22	3
20	не только по	1	2
21	после того как	1	2
22	то что в	2	2
23	не в том	1	2
24	может быть названо	1	2
25	с другой стороны	5	2
26	для того чтобы	1	2
27	само по себе	2	2
28	не может быть	7	2
29	с самого начала	2	2
30	в этом смысле	1	2
31	таким образом в	1	2
32	только тогда когда	1	2
33	если бы он	1	1
34	один и тот	2	1
35	связаны между собою	1	1
36	могли бы быть	2	1
37	представлений которые связаны	1	1
38	что происходит с	1	1
39	так например мы	1	1
40	нами не как	1	1
41	дело в том	3	1
42	но так как	1	1
43	это было бы	1	1
44	большей или меньшей	2	1
45	но и по	1	1
46	о том как	1	1
47	одной стороны и	1	1
48	может быть только	1	1
49	но если это	1	1
50	в таких случаях	2	1
51	в отличие от	2	1
52	друг на друга	1	1
53	бы то ни	2	1
54	его как бы	1	1
55	то не в	1	1
56	день и ночь	1	1
57	вместе с тем	2	1
58	в том случае	1	1
59	и тем не	2	1
60	что во всех	1	1
61	на более или	1	1
62	каждый из этих	1	1
63	ни с какими	1	1
64	то ни было	2	1
65	только в одном	2	1
66	в том как	1	1
67	в себе как	1	1
68	это не так	1	1
69	на первых порах	2	1
70	в большей или	1	1
71	в одном случае	1	1
72	все же не	2	1
73	в связи с	3	1
74	на природу и	1	1
75	мы будем называть	2	1
76	не только на	1	1
77	и тот же	2	1
78	не менее и	1	1
79	что они не	1	1
80	но столь же	1	1
81	в том чтобы	1	1
82	в этом случае	1	1
83	о том что	3	1
84	в одном из	1	1
85	если бы в	1	1
86	же было бы	1	1
87	что и в	1	1
88	того как он	1	1
89	вопрос о том	2	1
90	на друга и	1	1
91	но все же	3	1
92	мы знаем что	1	1
93	до тех пор	1	1
94	это для нас	2	1
95	если бы не	1	1
96	в большинстве случаев	4	1
97	с которой начинается	1	1
98	для него как	1	1
99	во многих случаях	1	1
100	во всех случаях	2	1
101	и в этом	1	1
102	мы видели что	2	1
103	менее и они	1	1
