N	2gram	Losev_Prob_4	Sovremen
1	не может	5	17
2	может быть	9	12
3	точки зрения	14	12
4	таким образом	8	11
5	мы не	7	9
6	в каждом	1	8
7	в этом	9	7
8	и в	20	7
9	каждый раз	5	6
10	мы можем	3	6
11	ничего не	1	6
12	как и	6	6
13	и не	28	6
14	в результате	8	6
15	и наконец	4	5
16	все эти	16	5
17	что же	1	5
18	прежде всего	11	5
19	с точки	11	5
20	в условиях	3	5
21	в зависимости	3	4
22	вопрос о	1	4
23	зависимости от	3	4
24	нет и	2	4
25	мы должны	3	4
26	в том	20	4
27	в целом	1	4
28	если мы	5	4
29	из них	3	4
30	так как	5	4
31	не только	24	4
32	как бы	4	4
33	вместе с	5	4
34	это не	7	4
35	а в	4	4
36	жизни и	5	4
37	с самого	1	3
38	то же	7	3
39	ясно что	7	3
40	момент времени	1	3
41	между собой	2	3
42	может не	1	3
43	в два	2	3
44	отнюдь не	10	3
45	все же	2	3
46	еще не	7	3
47	но в	8	3
48	он в	1	3
49	в этой	4	3
50	в себе	12	3
51	уже в	4	3
52	как он	1	3
53	в наших	1	3
54	что она	4	3
55	ведь это	1	3
56	в одном	4	3
57	в конце	2	3
58	в нем	5	3
59	при этом	6	3
60	из двух	1	3
61	на этой	2	3
62	было бы	14	3
63	а не	7	3
64	так называемых	1	3
65	и потому	7	3
66	мы называем	1	3
67	не в	13	3
68	все это	9	3
69	самого начала	1	3
70	не подлежит	1	3
71	для нас	6	3
72	и все	8	3
73	у нас	14	3
74	с необходимостью	1	3
75	и к	3	3
76	когда мы	5	3
77	отличается от	4	3
78	в области	3	3
79	как известно	1	2
80	как мы	3	2
81	свою очередь	1	2
82	жизни мы	1	2
83	и есть	4	2
84	тем же	1	2
85	времени и	4	2
86	для его	2	2
87	и даже	9	2
88	говорить о	2	2
89	только так	2	2
90	настоящее время	1	2
91	и что	2	2
92	и во	4	2
93	самом деле	3	2
94	в которую	1	2
95	в его	3	2
96	с этим	4	2
97	развития но	1	2
98	быть и	1	2
99	только один	2	2
100	в самом	2	2
101	по мнению	1	2
102	в которой	2	2
103	не будем	2	2
104	что это	2	2
105	в нашем	12	2
106	из этих	1	2
107	тот или	2	2
108	с одной	1	2
109	и пространства	1	2
110	со всеми	2	2
111	ни одна	2	2
112	уже не	5	2
113	то и	5	2
114	в виде	22	2
115	на его	2	2
116	тем не	10	2
117	всяком случае	4	2
118	у него	1	2
119	и по	2	2
120	ее на	1	2
121	но все	3	2
122	то ни	1	2
123	что все	1	2
124	или иной	13	2
125	развития в	1	2
126	в живом	1	2
127	как угодно	2	2
128	из которых	3	2
129	такого рода	7	2
130	не менее	10	2
131	можно назвать	2	2
132	не знаем	1	2
133	в настоящее	1	2
134	этих двух	1	2
135	в третьем	1	2
136	еще более	2	2
137	мы видим	1	2
138	не дает	1	2
139	тот же	2	2
140	в свою	1	2
141	наконец не	1	2
142	совершенно не	3	2
143	не могут	1	2
144	могут быть	1	2
145	что при	1	2
146	же самое	6	2
147	что в	3	2
148	если же	1	2
149	в таком	6	2
150	во всяком	8	2
151	а может	2	1
152	и наиболее	1	1
153	и начала	2	1
154	новое время	1	1
155	и это	2	1
156	можно говорить	1	1
157	диалектического материализма	1	1
158	с жизнью	1	1
159	человека и	1	1
160	функции в	2	1
161	с ее	2	1
162	живое существо	4	1
163	ним или	1	1
164	на самом	5	1
165	своими собственными	1	1
166	это и	4	1
167	под руководством	2	1
168	для науки	1	1
169	случае только	1	1
170	по преимуществу	2	1
171	и до	1	1
172	всего человек	1	1
173	входящих в	1	1
174	можно было	4	1
