N	2gram	Berdyaev_M_1	Narrotol
1	не только	29	26
2	а не	25	17
3	но и	25	15
4	в том	6	14
5	и не	11	14
6	в этом	20	13
7	и в	28	13
8	том что	3	13
9	только в	6	11
10	в частности	1	11
11	может быть	30	10
12	так и	1	9
13	то есть	3	9
14	к тому	3	9
15	а в	4	9
16	в себе	7	8
17	то что	5	8
18	не в	16	8
19	не может	28	8
20	к себе	1	7
21	у него	17	6
22	в своем	10	6
23	все же	2	6
24	и к	2	6
25	но в	7	6
26	в жизни	3	6
27	никогда не	14	6
28	ничего не	3	6
29	в его	9	6
30	того что	7	6
31	прежде всего	10	6
32	как бы	2	6
33	жизни в	2	6
34	я не	1	5
35	ответ на	1	5
36	отличие от	1	5
37	что он	10	5
38	как в	2	5
39	в нем	13	5
40	он не	24	5
41	на протяжении	2	5
42	точки зрения	4	5
43	в котором	8	5
44	место в	2	5
45	не столько	1	5
46	в то	2	5
47	о том	2	5
48	по отношению	2	5
49	в той	2	5
50	в отличие	1	5
51	я в	1	5
52	отношению к	2	5
53	и мира	3	4
54	в ее	3	4
55	в этой	6	4
56	о жизни	1	4
57	в силу	1	4
58	уже не	4	4
59	в мире	10	4
60	об этом	1	4
61	все его	3	4
62	в своей	15	4
63	не к	4	4
64	в конце	7	4
65	не менее	1	4
66	если бы	2	4
67	как у	1	4
68	истории в	2	4
69	для него	11	4
70	у нее	1	4
71	как и	5	4
72	мира в	1	4
73	и все	10	4
74	с ним	2	4
75	и у	2	4
76	жизни и	2	4
77	что в	10	4
78	все что	2	4
79	самом деле	1	3
80	а как	2	3
81	мы имеем	1	3
82	жизни так	1	3
83	с его	3	3
84	но не	8	3
85	что они	1	3
86	как к	1	3
87	все эти	2	3
88	и его	9	3
89	и по	4	3
90	которой он	1	3
91	дома с	1	3
92	что я	1	3
93	точку зрения	1	3
94	того чтобы	2	3
95	по своей	2	3
96	на том	3	3
97	и когда	2	3
98	и сам	1	3
99	мира и	5	3
100	действующих лиц	1	3
101	о нем	2	3
102	это не	5	3
103	к ней	4	3
104	один из	4	3
105	между тем	1	3
106	то и	1	3
107	для других	1	3
108	и даже	1	3
109	человек в	9	3
110	да и	1	3
111	с этой	4	3
112	и для	2	3
113	а к	1	3
114	сказать что	2	3
115	к его	1	3
116	и т	1	2
117	к другому	1	2
118	должна быть	6	2
119	мы не	1	2
120	своих героев	2	2
121	ему в	1	2
122	в ней	15	2
123	еще не	1	2
124	он сам	6	2
125	на самом	1	2
126	же она	1	2
127	себе и	2	2
128	в центре	2	2
129	ней в	1	2
130	со своей	1	2
131	в самом	11	2
132	роль в	1	2
133	как он	2	2
134	что она	1	2
135	к миру	2	2
136	которая не	1	2
137	было бы	10	2
138	должен был	4	2
139	в самую	5	2
140	ведет к	6	2
141	это внутренняя	1	2
142	и что	2	2
143	от его	2	2
144	всякий раз	1	2
145	стало быть	1	2
146	но он	9	2
147	и более	1	2
148	человека есть	3	2
149	мира не	3	2
150	в обоих	1	2
151	не имеет	3	2
152	достоевского и	10	2
153	не могло	1	2
154	потому что	16	2
155	для нас	3	2
156	с таким	1	2
157	не вполне	1	2
158	в области	1	2
159	у нас	5	2
160	личности в	2	2
161	все то	1	2
162	оно не	1	2
163	и он	12	2
164	не могу	1	2
165	себе самом	1	2
166	можно было	1	2
167	быть может	7	2
168	а во	1	2
169	восходит к	1	2
170	что и	4	2
171	себя в	3	2
172	с нею	1	2
173	ему казалось	1	2
174	в начале	2	2
175	не все	2	2
176	в душе	1	2
177	у меня	1	2
178	участие в	1	2
179	обратиться к	1	2
180	одно из	3	2
181	на одном	1	2
182	т п	1	2
183	вовсе не	1	2
184	давно уже	1	2
185	мира это	1	2
186	говорит о	1	2
187	если не	1	2
188	более чем	1	2
189	так же	1	2
190	в него	3	2
191	по своему	2	2
192	о чем	2	2
193	в течение	1	2
194	но это	1	2
195	это был	1	2
196	к которому	1	2
197	и состоит	1	2
198	потому не	3	2
199	но также	1	2
200	интерес к	3	2
201	бы в	2	2
202	тем более	1	2
203	не должен	1	2
204	хотя бы	3	2
205	во время	1	2
