N	3gram	Vygotskiy__4	Komedia
1	в том что	31	9
2	в то время	1	5
3	с другой стороны	8	5
4	к тому же	1	5
5	том что он	1	4
6	то время как	1	4
7	в конце концов	1	4
8	по отношению к	1	3
9	в этом отношении	7	3
10	после того как	1	3
11	речь идет о	3	3
12	с одной стороны	9	3
13	едва ли не	1	3
14	о том что	3	3
15	не в состоянии	1	2
16	о том насколько	1	2
17	не говоря уже	1	2
18	то же самое	7	2
19	говоря уже о	1	2
20	но и в	2	2
21	в первую очередь	4	2
22	может быть даже	1	2
23	и тем что	1	2
24	до сих пор	1	2
25	как и в	1	2
26	то ни было	1	2
27	видеть в нем	1	2
28	бы то ни	1	2
29	во всяком случае	3	2
30	и таким образом	1	2
31	на то что	4	2
32	я думаю что	1	1
33	том что в	1	1
34	в следующем виде	2	1
35	что иное как	1	1
36	состоит в том	3	1
37	простой причине что	1	1
38	чуть ли не	1	1
39	и даже не	1	1
40	подобно тому как	2	1
41	он может быть	1	1
42	в том числе	2	1
43	том что на	1	1
44	так и после	1	1
45	в том же	1	1
46	же как и	4	1
47	те и другие	9	1
48	с этой точки	4	1
49	и не только	2	1
50	в зависимости от	1	1
51	которую можно было	2	1
52	вместе с тем	3	1
53	в обоих случаях	3	1
54	состоит не в	1	1
55	можно было бы	5	1
56	и здесь мы	1	1
57	что и те	1	1
58	так же как	5	1
59	в этой области	2	1
60	в данном случае	2	1
61	не только в	1	1
62	вопрос об использовании	1	1
63	в высшей степени	2	1
64	на этот раз	1	1
65	по своему происхождению	1	1
66	смысле этого слова	7	1
67	ответа на вопрос	1	1
68	в той же	1	1
69	другой стороны при	1	1
70	по той простой	1	1
71	что они являются	2	1
72	в отличие от	2	1
73	что уже в	1	1
74	решающая роль в	1	1
75	том что они	2	1
76	той простой причине	1	1
77	нет никаких оснований	1	1
78	этой точки зрения	4	1
79	что он не	1	1
80	и тому же	4	1
81	как один из	1	1
82	потому что и	1	1
83	с самого начала	1	1
84	что в действительности	1	1
85	не что иное	1	1
86	к одному и	4	1
87	друг от друга	1	1
88	которые могут быть	1	1
89	как мы уже	3	1
90	к тому что	1	1
91	который в своем	1	1
92	тем не менее	1	1
93	как мы видели	2	1
94	оно все же	1	1
95	для того чтобы	5	1
96	может быть в	1	1
97	так как он	1	1
98	и те и	1	1
99	они должны были	1	1
100	и подобно тому	1	1
101	одному и тому	4	1
102	и тот же	7	1
