N	2gram	Bakhtin_sl_1	Poddanst
1	не только	16	17
2	и в	41	14
3	и не	16	12
4	в этом	12	10
5	в отношении	6	10
6	в качестве	3	9
7	но в	8	9
8	то же	14	9
9	в том	3	9
10	в пределах	14	8
11	хотя бы	3	8
12	только в	6	7
13	в то	14	7
14	же время	12	7
15	в ней	4	6
16	было бы	3	6
17	но и	16	6
18	в смысле	4	6
19	отношении к	6	5
20	в которых	1	5
21	с другой	5	5
22	может быть	14	5
23	не в	7	5
24	и о	2	5
25	если бы	1	4
26	а также	2	4
27	в своем	3	4
28	и к	5	4
29	как бы	12	4
30	и если	1	4
31	том что	2	4
32	не может	14	4
33	и потому	4	4
34	в котором	2	4
35	на пути	1	4
36	же в	1	4
37	а в	6	4
38	и т	28	3
39	мы не	2	3
40	сводится к	1	3
41	столь же	2	3
42	между тем	2	3
43	это не	6	3
44	хотя и	2	3
45	тот же	1	3
46	с ними	3	3
47	с одной	4	3
48	в себе	3	3
49	в нем	30	3
50	для того	2	3
51	заключается в	1	3
52	прежде всего	8	3
53	одной стороны	4	3
54	что мы	1	3
55	и без	1	3
56	с точки	8	3
57	но не	2	3
58	могут быть	19	3
59	потому что	2	3
60	точки зрения	16	3
61	и это	1	2
62	света в	2	2
63	например в	2	2
64	в ее	2	2
65	и есть	1	2
66	есть не	1	2
67	в сочетании	2	2
68	является в	1	2
69	не нужно	1	2
70	время в	1	2
71	в значительной	1	2
72	во всех	17	2
73	в общем	1	2
74	со стороны	1	2
75	с этим	3	2
76	и дети	1	2
77	того что	3	2
78	стороны и	1	2
79	бы ни	3	2
80	есть в	1	2
81	в начале	1	2
82	и других	3	2
83	в его	13	2
84	из них	3	2
85	в виде	2	2
86	не к	1	2
87	как раз	2	2
88	где в	1	2
89	в последние	2	2
90	именно как	2	2
91	и с	4	2
92	м а	1	2
93	точек зрения	5	2
94	именно в	3	2
95	и тем	2	2
96	в жизни	1	2
97	для них	2	2
98	в них	6	2
99	не было	3	2
100	а не	15	2
101	должно быть	2	2
102	в эту	2	2
103	эта идея	1	2
104	образом на	1	2
105	не столько	1	2
106	друг другу	2	2
107	не менее	1	2
108	все это	5	2
109	между прочим	1	2
110	одна из	2	2
111	слова но	1	2
112	сколько бы	1	2
113	да и	1	2
114	еще более	5	2
115	тем более	1	2
116	создается в	1	2
117	для нас	2	2
118	в частности	2	2
119	как на	1	2
120	от этой	2	1
121	россию и	1	1
122	также и	3	1
123	же как	2	1
124	с другом	2	1
125	и через	1	1
126	связана с	2	1
127	которого в	1	1
128	и то	2	1
129	тем и	2	1
130	как известно	1	1
131	можно дать	1	1
132	нового не	2	1
133	в иных	1	1
134	в определенный	1	1
135	и этим	3	1
136	в себя	1	1
137	осознать и	1	1
138	культуры и	1	1
139	по преимуществу	4	1
140	выражается в	1	1
141	в рамки	2	1
142	поэзии и	4	1
143	те же	2	1
144	не с	2	1
145	особенно в	1	1
146	вовлеченные в	1	1
147	и среди	1	1
148	очень далеко	1	1
149	что уже	1	1
150	для этого	1	1
151	тем чем	3	1
152	находится в	1	1
153	почти исключительно	1	1
154	с ее	4	1
155	и ее	3	1
156	в некотором	1	1
157	именно потому	1	1
158	мы и	2	1
159	эти явления	1	1
160	и здесь	3	1
161	может не	8	1
162	и что	1	1
163	притом в	1	1
164	как таковые	3	1
165	еще не	4	1
166	и на	14	1
167	она всегда	1	1
168	он был	1	1
169	оно ни	1	1
170	в различных	1	1
171	с его	4	1
172	и главное	1	1
173	различия между	2	1
174	смысле не	1	1
175	не все	1	1
176	что и	1	1
177	отказом от	1	1
178	отличие от	1	1
179	не просто	1	1
180	слоев не	1	1
181	в истории	3	1
182	и мир	5	1
183	стилю и	1	1
184	разных точек	1	1
185	эти силы	1	1
186	на будущее	1	1
187	оставаясь в	2	1
188	известном смысле	2	1
189	все же	7	1
190	и где	1	1
191	и слова	1	1
192	мы видим	2	1
193	силам и	1	1
194	и простую	1	1
195	более или	3	1
196	в какой	1	1
197	которую оно	1	1
198	бы из	1	1
199	и движение	1	1
200	должен быть	1	1
201	и такое	1	1
202	в самом	5	1
203	в условиях	2	1
204	но как	1	1
205	в которой	4	1
206	бы и	3	1
207	могли бы	1	1
208	есть для	2	1
209	у каждого	2	1
210	из этих	3	1
211	если мы	2	1
212	именно на	1	1
213	в эти	1	1
214	себя в	9	1
215	в известном	2	1
216	переходит в	3	1
217	только один	1	1
218	в большинстве	10	1
219	только на	2	1
220	на то	1	1
221	как оно	3	1
222	не могла	2	1
223	в определенном	1	1
224	т д	5	1
225	было с	1	1
226	к миру	1	1
227	есть как	3	1
228	и эпохи	1	1
229	не как	4	1
230	свои собственные	2	1
231	одновременно две	1	1
232	к ним	1	1
233	друг друга	3	1
234	века в	2	1
235	и только	1	1
236	какой бы	1	1
237	каждый из	1	1
238	и по	2	1
239	одно и	2	1
240	в каждом	4	1
241	а затем	1	1
242	как автор	1	1
243	связанные с	3	1
244	не были	3	1
245	или иной	9	1
246	из всех	1	1
247	большинстве случаев	6	1
248	его в	3	1
249	в душе	1	1
250	и иных	2	1
251	нельзя отождествлять	1	1
252	а с	2	1
253	что не	1	1
254	в это	1	1
255	в ином	1	1
256	них и	1	1
257	различных формах	1	1
258	далеко не	5	1
259	суть формы	1	1
260	в этой	1	1
261	как и	4	1
262	и судьбами	1	1
263	и уже	1	1
264	с которым	2	1
265	как ни	1	1
266	явления которые	1	1
267	нисколько не	2	1
268	смысле на	2	1
269	формах и	3	1
270	или менее	3	1
