N	2gram	Propp_Morf_1	FransuaR
1	и в	13	49
2	прежде всего	9	19
3	в его	1	18
4	и на	1	17
5	не только	4	17
6	и его	1	17
7	в этом	14	15
8	и не	12	15
9	в них	1	13
10	только в	2	13
11	но и	4	13
12	во время	6	12
13	как и	3	11
14	как бы	3	11
15	в этой	2	10
16	вовсе не	4	10
17	для него	1	9
18	и др	10	9
19	в сущности	3	8
20	отношение к	1	8
21	то же	7	7
22	все же	7	7
23	все эти	2	7
24	таким образом	21	7
25	как мы	6	7
26	один из	5	7
27	не может	14	7
28	мы уже	1	6
29	во всех	4	6
30	так и	6	6
31	и с	1	6
32	точки зрения	2	6
33	но он	1	6
34	в то	3	6
35	то что	8	6
36	так как	16	6
37	сказать что	2	6
38	с точки	2	5
39	с его	2	5
40	из этих	1	5
41	но не	4	5
42	при этом	1	5
43	в своей	1	5
44	в начале	3	5
45	может быть	52	5
46	в особенности	1	5
47	и до	1	4
48	и к	4	4
49	но в	2	4
50	в себе	1	4
51	но все	3	4
52	в этих	13	4
53	и более	1	4
54	одна из	4	4
55	в области	1	4
56	с другой	8	4
57	этот момент	3	4
58	мы находим	1	4
59	а в	7	4
60	тем что	4	4
61	в форме	6	4
62	до сих	1	4
63	там где	5	4
64	благодаря этому	3	4
65	сих пор	1	4
66	том что	4	4
67	в свое	2	4
68	как на	1	4
69	также и	4	3
70	связана с	3	3
71	на первом	1	3
72	и со	1	3
73	но прежде	1	3
74	и вот	1	3
75	можно было	2	3
76	а затем	4	3
77	на все	1	3
78	было бы	3	3
79	из них	3	3
80	ни в	1	3
81	далеко не	5	3
82	несмотря на	4	3
83	в г	1	3
84	во всем	1	3
85	нельзя было	2	3
86	в одном	1	3
87	их в	1	3
88	даже в	1	3
89	но они	1	3
90	с ее	1	3
91	в собственном	3	3
92	но здесь	1	3
93	в виду	1	3
94	о том	2	3
95	к нему	3	3
96	же в	2	3
97	что он	4	3
98	с одной	1	3
99	не дает	1	3
100	этом отношении	1	3
101	о чем	1	3
102	одной стороны	1	3
103	видит в	1	3
104	в течение	1	3
105	но эти	1	3
106	и все	1	3
107	в том	6	3
108	другой стороны	4	3
109	одним из	1	2
110	до него	1	2
111	на самом	4	2
112	тех же	4	2
113	собственном смысле	3	2
114	со смертью	2	2
115	еще не	3	2
116	он был	1	2
117	это и	2	2
118	что они	2	2
119	же с	1	2
120	дает нам	1	2
121	целый ряд	3	2
122	та же	2	2
123	в нашем	3	2
124	учение о	3	2
125	имеем в	6	2
126	на то	2	2
127	на его	4	2
128	подобно тому	6	2
129	так например	3	2
130	и за	2	2
131	связанные с	1	2
132	наших дней	2	2
133	что касается	1	2
134	точку зрения	1	2
135	мы должны	3	2
136	что в	8	2
137	вплоть до	1	2
138	эти формы	2	2
139	того как	2	2
140	того чтобы	3	2
141	ничего не	4	2
142	связанное с	1	2
143	к ней	1	2
144	связи с	10	2
145	здесь же	3	2
146	могут быть	16	2
147	здесь не	2	2
148	без всякого	2	2
149	в пределах	3	2
150	еще в	1	2
151	связанная с	1	2
152	в другом	2	2
153	можно сказать	2	2
154	там же	1	2
155	и были	1	2
156	в формах	1	2
157	в новой	1	2
158	одной из	1	2
159	очень много	1	2
160	всяком случае	2	2
161	со всеми	1	2
162	в качестве	5	2
163	этой новой	1	2
164	характерно что	1	2
165	никто не	3	2
166	мы можем	2	2
167	у него	1	2
168	эти явления	1	2
169	до наших	2	2
170	и даже	1	2
171	в предисловии	1	2
172	мы еще	1	2
173	и своего	1	2
174	из наиболее	1	2
175	одну из	1	2
176	становится на	1	2
177	в связи	9	2
178	так же	3	2
179	в него	1	2
180	этого момента	3	2
181	на эту	1	2
182	тому как	5	2
183	в тех	6	2
184	по существу	12	2
185	но это	6	2
186	вряд ли	2	2
187	форм и	1	2
188	и становится	1	2
189	на новый	1	2
190	еще раз	1	2
191	хотя и	3	2
192	лишь как	1	2
193	и другие	6	2
194	природой и	1	2
195	совершенно не	1	2
196	всех других	1	2
197	ее в	1	2
198	во всяком	2	2
199	например в	2	1
200	и то	1	1
201	утверждение что	1	1
202	самом деле	4	1
203	он может	2	1
204	который можно	1	1
205	в подземное	1	1
206	считаться с	2	1
207	короля и	1	1
208	что эти	2	1
209	должна быть	1	1
210	к созданию	1	1
211	и этот	1	1
212	о так	1	1
213	чего в	1	1
214	г в	1	1
215	мы имеем	9	1
216	это совершенно	1	1
217	на эти	1	1
218	о формах	2	1
219	но она	1	1
220	не вполне	1	1
221	какая разница	1	1
222	начала в	1	1
223	может дать	1	1
224	но этого	1	1
225	в чем	1	1
226	ли его	1	1
227	коем случае	1	1
228	мы будем	3	1
229	же она	2	1
230	значение и	1	1
231	по отношению	4	1
232	вступают в	3	1
233	нельзя утверждать	1	1
234	так что	1	1
235	чем же	1	1
236	в одной	1	1
237	независимо от	3	1
238	как в	3	1
239	более и	1	1
240	перед нами	10	1
241	тех случаях	2	1
242	не будем	4	1
243	явление это	2	1
244	а и	3	1
245	и наконец	1	1
246	в материал	1	1
247	на войну	1	1
248	к чему	3	1
249	животных и	3	1
250	в которой	3	1
251	с самого	1	1
252	в целом	3	1
253	средство для	1	1
254	формы в	1	1
255	бы не	1	1
256	или во	1	1
257	нами в	2	1
258	и тот	1	1
259	только один	1	1
260	где кончается	1	1
261	теми же	1	1
262	главным образом	4	1
263	он не	3	1
264	первой трети	1	1
265	в силу	1	1
266	друг с	1	1
267	и по	2	1
268	на этом	3	1
269	его можно	1	1
270	будем говорить	1	1
271	на других	1	1
272	в нее	1	1
273	в основу	2	1
274	однако все	1	1
275	могла бы	4	1
276	в совершенно	1	1
277	об этом	4	1
278	говорить не	1	1
279	вводит в	1	1
280	его в	2	1
281	входит в	2	1
282	это не	6	1
283	не простое	1	1
284	едой и	1	1
285	в итоге	2	1
286	кажется что	1	1
287	и рядом	1	1
288	лет в	1	1
289	о которых	1	1
290	с этой	1	1
291	не всегда	9	1
292	некоторые из	1	1
293	очень важный	1	1
294	в один	3	1
295	их на	1	1
296	или другому	1	1
297	но никто	1	1
298	имен и	1	1
299	но если	7	1
300	еще недостаточно	1	1
301	ли можно	1	1
302	именно и	1	1
303	то для	1	1
304	мы говорили	1	1
305	оказывается что	1	1
306	значение для	1	1
307	не менее	5	1
308	других форм	1	1
309	образом и	1	1
310	не в	3	1
311	была не	1	1
312	форм на	1	1
313	что этот	1	1
314	что эта	2	1
315	куда он	1	1
316	и есть	2	1
317	она не	2	1
318	из которых	3	1
319	стоит в	1	1
320	до известной	1	1
321	означает что	2	1
322	после того	1	1
323	дело в	1	1
324	все вопросы	1	1
325	то чего	1	1
326	больше чем	1	1
327	или как	1	1
328	к концу	1	1
329	потому что	3	1
330	же он	1	1
331	путем то	1	1
332	ее можно	1	1
333	с тем	2	1
334	с другом	1	1
335	и несколько	1	1
336	тему в	1	1
337	такие же	1	1
338	это по	1	1
339	не могут	4	1
340	где начинается	1	1
341	и другим	3	1
342	к тому	4	1
343	они и	3	1
344	не есть	1	1
345	всего о	1	1
346	для того	2	1
347	есть то	1	1
348	оно не	2	1
349	не делает	1	1
350	с некоторой	1	1
351	то она	1	1
352	как не	1	1
353	относить к	1	1
354	не удавалось	1	1
355	нами выше	1	1
356	с величайшей	1	1
357	него самого	1	1
