N	2gram	Savitsky_E_1	Problema
1	то есть	6	39
2	то что	6	38
3	вовсе не	6	37
4	и не	14	37
5	и в	37	35
6	не есть	2	33
7	не только	18	24
8	сказать что	4	24
9	том что	6	19
10	у нас	1	18
11	о том	3	18
12	может быть	6	18
13	в этом	12	17
14	и вообще	1	16
15	но и	14	16
16	что мы	1	14
17	только в	9	14
18	не менее	1	13
19	потому что	3	13
20	не может	9	13
21	и что	2	13
22	во всяком	3	13
23	также и	7	12
24	того что	7	12
25	в том	11	12
26	хотя бы	15	12
27	не будет	3	11
28	и даже	6	11
29	прежде всего	9	11
30	что в	21	11
31	в таком	3	11
32	и то	2	10
33	говорить о	1	10
34	всяком случае	3	10
35	и с	2	10
36	а не	2	10
37	в данном	3	10
38	тем более	4	10
39	в этой	2	9
40	для себя	1	9
41	если мы	1	9
42	что же	2	9
43	для нас	4	9
44	значение и	1	8
45	все же	1	8
46	по себе	4	8
47	есть только	1	8
48	было бы	8	8
49	уже не	1	8
50	при помощи	2	8
51	есть нечто	1	7
52	бы и	3	7
53	все эти	1	7
54	того или	4	7
55	мы не	4	7
56	тем самым	5	7
57	не имеет	4	7
58	не является	3	7
59	так и	10	7
60	казалось бы	1	7
61	в его	2	7
62	так как	7	7
63	и т	1	6
64	есть не	2	6
65	определенного рода	1	6
66	с другой	7	6
67	но как	2	6
68	к сожалению	1	6
69	относится к	1	6
70	но в	14	6
71	на то	6	6
72	т д	1	6
73	что все	2	6
74	был бы	1	6
75	можно ли	3	6
76	мы можем	3	6
77	не о	1	6
78	как будто	2	6
79	когда мы	1	6
80	можно сказать	4	6
81	в виде	5	6
82	в области	11	6
83	или иначе	1	6
84	а именно	2	6
85	но это	1	6
86	при условии	2	6
87	и для	3	6
88	в то	16	6
89	то же	15	5
90	между собой	2	5
91	по своему	7	5
92	отнюдь не	9	5
93	с этим	2	5
94	в самом	4	5
95	в себе	9	5
96	с другими	2	5
97	этом смысле	3	5
98	как и	7	5
99	представление о	2	5
100	и более	2	5
101	связи с	1	5
102	к сфере	1	5
103	той или	4	5
104	и это	1	5
105	как мы	5	5
106	данном случае	2	5
107	можно было	3	5
108	и на	6	5
