N	3gram	Propp_Isto_2	RusskieA
1	в том что	5	15
2	и т д	18	9
3	том что в	1	6
4	вместе с тем	5	6
5	в этом случае	5	5
6	как мы увидим	1	5
7	д к зеленин	2	5
8	в связи с	4	4
9	о том что	2	4
10	мы не можем	1	3
11	тем не менее	1	3
12	эти представления и	1	2
13	что иное как	2	2
14	подойти к материалу	1	2
15	для наших целей	2	2
16	ни одно из	1	2
17	мы не будем	2	2
18	будем останавливаться на	1	2
19	но это не	1	2
20	и связанные с	1	2
21	в это время	1	2
22	стоит в связи	2	2
23	один из них	1	2
24	это показывает что	1	2
25	не только у	1	2
26	в других случаях	2	2
27	мы увидим ниже	4	2
28	не только на	1	2
29	но все же	4	2
30	после того как	2	2
31	не будем останавливаться	1	2
32	по этому поводу	1	2
33	не что иное	2	2
34	все это показывает	1	2
35	с этим в	1	1
36	потому что он	2	1
37	мы начнем с	1	1
38	иметь в виду	2	1
39	в виду что	1	1
40	ниже при рассмотрении	1	1
41	по отношению к	3	1
42	точно так же	6	1
43	на самом деле	2	1
44	так как в	2	1
45	в тех случаях	1	1
46	подобно тому как	3	1
47	еду и питье	1	1
48	случаи показывают что	1	1
49	дело не только	1	1
50	т д и	2	1
51	и не только	1	1
52	но и другие	1	1
53	очень много и	1	1
54	что мы имеем	1	1
55	на путь изучения	1	1
56	увидим ниже при	1	1
57	наряду с этим	2	1
58	что в сказке	1	1
59	а в связи	1	1
60	эти случаи показывают	1	1
61	покажет нам что	1	1
62	можно было бы	3	1
63	увидим ниже в	1	1
64	у других народов	1	1
65	в свете изложенного	1	1
66	в заупокойном культе	1	1
67	приводят нас к	1	1
68	каждый из этих	1	1
69	известно и в	1	1
70	что они были	1	1
71	т е в	1	1
72	не только в	4	1
73	же значение как	1	1
74	не может так	1	1
75	мы можем предположить	1	1
76	так что они	1	1
77	в отличие от	1	1
78	т е с	1	1
79	во всех этих	2	1
80	и один из	1	1
81	но вместе с	1	1
82	и состоит в	1	1
83	такое же значение	1	1
84	представляют собой не	1	1
85	так же как	4	1
86	есть вместе с	1	1
87	бросается в глаза	1	1
88	может так как	1	1
89	об этом можно	1	1
90	одно из них	1	1
91	мы уже знаем	3	1
92	д к зеленина	1	1
93	перед нами как	1	1
94	можем предположить что	1	1
95	так например в	1	1
96	можно установить что	1	1
97	дело так что	1	1
98	необходимо указать что	1	1
99	к этому времени	1	1
100	с тем что	3	1
101	так как это	1	1
102	для детей и	1	1
103	можно показать что	1	1
104	на другой день	1	1
105	на то что	2	1
106	в этой роли	1	1
107	в этих случаях	8	1
108	тех случаях когда	1	1
109	мы видим что	5	1
110	видели в ней	1	1
111	друг с другом	1	1
112	потому что они	1	1
113	мы увидим что	3	1
114	тем способностям которые	1	1
115	если предположить что	2	1
