N	3gram	Bakhtin_Fr_3	EvropaiE
1	с точки зрения	1	16
2	в то же	6	15
3	то же время	6	14
4	в том что	1	6
5	для того чтобы	3	5
6	бы то ни	1	4
7	то ни было	1	4
8	и в этом	1	4
9	само по себе	1	4
10	той или иной	2	4
11	в той или	2	3
12	хотя бы и	1	3
13	в этом отношении	2	3
14	можно было бы	2	3
15	в применении к	1	3
16	во всяком случае	1	3
17	и прежде всего	3	3
18	можно сказать что	2	3
19	прежде всего в	1	2
20	и в частности	1	2
21	в данном случае	2	2
22	но в то	4	2
23	заключается в том	1	2
24	по сравнению с	2	2
25	с другой стороны	1	2
26	не может быть	2	2
27	в свою очередь	1	2
28	в одном из	1	2
29	как мы видели	2	2
30	что даже при	1	1
31	как и его	1	1
32	только в пределах	1	1
33	дело в том	1	1
34	большей или меньшей	3	1
35	также и в	1	1
36	имеют дело с	1	1
37	в том же	2	1
38	в нем и	1	1
39	и не было	2	1
40	в эту эпоху	1	1
41	мыслится как нечто	1	1
42	в отличие от	3	1
43	но и в	2	1
44	ни для каких	1	1
45	том числе и	2	1
46	кроме того что	1	1
47	или иной степени	1	1
48	следует прежде всего	1	1
49	в значительной мере	1	1
50	может быть и	1	1
51	это может быть	1	1
52	то что может	1	1
53	смысле этого слова	1	1
54	было бы совершенно	1	1
55	в значительной степени	2	1
56	а также и	3	1
57	народа который не	1	1
58	во всех этих	1	1
59	в большей или	2	1
60	или меньшей степени	2	1
61	в связи с	4	1
62	же время не	1	1
63	бы еще более	1	1
64	вместо того чтобы	1	1
65	мы видели что	1	1
66	вовсе не в	1	1
67	но также и	1	1
68	связи с этим	1	1
69	как одной из	1	1
70	но и для	1	1
71	при известных условиях	1	1
72	неправильно думать что	1	1
73	культуры между тем	1	1
74	для каждого товара	1	1
75	например в том	1	1
76	бы совершенно неправильно	1	1
77	в том числе	3	1
78	тех или иных	1	1
79	их можно было	1	1
80	так и по	1	1
81	точки зрения этих	1	1
