N	2gram	Trubetskoy_1	Myslijsy
1	потому что	5	52
2	то есть	1	42
3	и в	14	39
4	может быть	9	27
5	в том	17	26
6	только в	5	25
7	не может	22	22
8	что в	4	22
9	не только	9	21
10	так как	4	21
11	а не	2	21
12	в нем	5	20
13	но и	10	20
14	и не	19	18
15	языка и	1	17
16	том что	9	16
17	так что	2	16
18	в этом	17	15
19	не в	4	15
20	если бы	6	14
21	по отношению	2	13
22	в себе	9	13
23	таким образом	11	13
24	так и	1	13
25	отношению к	1	13
26	было бы	5	12
27	есть только	1	11
28	точно так	2	11
29	мы не	1	10
30	по себе	2	10
31	и что	2	10
32	а потому	5	10
33	то что	13	10
34	что не	1	10
35	не есть	3	10
36	но в	2	9
37	как и	4	9
38	вместе и	1	9
39	тогда когда	4	9
40	могут быть	1	9
41	для нас	2	9
42	тем что	3	9
43	душевной жизни	1	9
44	но не	4	8
45	точки зрения	11	8
46	того что	3	8
47	со стороны	4	8
48	вместе с	4	8
49	в ней	2	7
50	в истории	1	7
51	с этим	2	7
52	это не	1	7
53	в этих	2	7
54	должны быть	1	7
55	то и	1	7
56	себе представить	1	7
57	с другой	1	7
58	должно быть	3	7
59	и т	3	6
60	то же	11	6
61	все же	4	6
62	и как	3	6
63	бы не	1	6
64	при этом	5	6
65	и по	3	6
66	не менее	1	6
67	тем не	1	6
68	что на	1	6
69	что и	3	6
70	еще не	3	6
71	как бы	4	6
72	то это	3	5
73	во всех	5	5
74	только тогда	1	5
75	то в	3	5
76	не следует	1	5
77	с тем	6	5
78	несмотря на	3	5
79	возможно только	1	5
80	деятельности и	2	5
81	что при	1	5
82	если же	2	5
83	язык и	1	5
84	между тем	5	5
85	в его	4	5
86	для всех	6	5
87	вовсе не	1	5
88	друг друга	3	5
89	души и	1	5
90	зависит от	2	5
91	так же	2	5
92	и потому	3	5
93	но это	2	5
94	нем самом	1	5
95	и для	6	5
96	а в	5	5
97	в таком	2	5
98	на деле	1	4
99	вопрос о	5	4
100	бы ни	2	4
101	а только	1	4
102	и стремления	1	4
103	из этих	3	4
104	тем самым	2	4
105	в то	10	4
106	не по	1	4
107	никогда не	5	4
108	самого предмета	1	4
109	же время	10	4
110	во всем	4	4
111	не могут	4	4
112	к тому	7	4
113	свою очередь	1	4
114	остается только	1	4
115	бы в	1	4
116	с нею	3	4
117	и других	1	4
118	для него	6	4
119	не было	3	4
120	и даже	2	4
121	прежде всего	8	4
122	самого себя	7	4
123	быть не	1	4
124	при таком	1	4
125	от него	2	4
126	от того	4	4
127	в свою	1	4
128	в своих	6	4
129	а между	5	3
130	того же	1	3
131	смотрит на	1	3
132	противном случае	1	3
133	должна быть	2	3
134	и то	4	3
135	общей жизни	1	3
136	столь же	1	3
137	очевидно что	1	3
138	сама по	2	3
139	в своем	6	3
140	помнить что	2	3
141	в противном	1	3
142	что по	1	3
143	в самом	3	3
144	что это	3	3
145	он не	5	3
146	так например	1	3
147	то ни	4	3
148	что все	3	3
149	в мире	4	3
150	и с	7	3
151	заключается в	1	3
152	и тем	2	3
153	в жизни	1	3
154	в этой	4	3
155	не так	2	3
156	и при	6	3
157	в своей	5	3
158	и без	1	3
159	с точки	9	3
160	бытия и	1	3
161	друг другу	2	3
162	тому что	2	3
163	она не	2	3
164	для того	6	3
165	и другое	1	3
166	самого начала	1	3
167	на него	1	3
168	сколько и	1	3
169	не могло	1	3
170	этих последних	1	3
171	в сознании	3	3
172	для себя	2	3
173	и это	1	3
174	но при	1	3
175	с самого	1	3
176	столько же	1	3
177	из одного	1	3
178	с ним	2	3
179	и во	3	3
180	в создании	1	3
181	в глазах	2	3
182	но как	1	3
183	если мы	1	3
184	только на	2	3
185	или даже	1	3
186	и их	1	3
187	представить себе	2	3
188	могло бы	1	3
189	были бы	2	3
190	что для	3	3
191	связи с	3	3
192	в самой	1	3
193	в состоянии	1	3
194	только для	2	3
195	к которому	1	3
196	оно и	1	3
197	и от	2	3
198	она может	3	3
199	о котором	3	3
200	и все	1	3
201	к этой	4	3
202	мы должны	7	3
203	хотя в	1	3
204	как на	8	3
205	во всяком	9	3
206	ко всем	3	2
207	в применении	1	2
208	связи между	1	2
209	но тогда	1	2
210	и есть	2	2
211	тем же	1	2
212	видеть в	2	2
213	их и	1	2
214	есть не	1	2
215	из представителей	1	2
216	в сущности	1	2
217	и народов	1	2
218	проявляется в	2	2
219	бы то	4	2
220	значение и	1	2
221	для всякого	1	2
222	тогда как	2	2
223	друг от	2	2
224	которые не	1	2
225	что во	1	2
226	в течение	2	2
227	в полном	1	2
228	есть столько	1	2
229	с понятием	1	2
230	в которой	1	2
231	ни одна	3	2
232	что к	1	2
233	во многих	2	2
234	на то	5	2
235	но на	1	2
236	не могла	1	2
237	и если	7	2
238	по крайней	1	2
239	мы можем	2	2
240	он должен	5	2
241	к одному	1	2
242	и более	2	2
243	но дело	1	2
244	с этой	1	2
245	но все	1	2
246	значительной степени	1	2
247	могла бы	1	2
248	на все	1	2
249	то все	1	2
250	он есть	1	2
251	мог бы	1	2
252	для них	3	2
253	о которых	3	2
254	есть дело	1	2
255	было только	1	2
256	в один	1	2
257	и того	1	2
258	народа и	2	2
259	одного и	1	2
260	но если	3	2
261	что такая	1	2
262	таким же	3	2
263	в их	4	2
264	том и	2	2
265	том же	2	2
266	это будет	1	2
267	духом но	1	2
268	деятельности в	1	2
269	если и	1	2
270	от нас	2	2
271	и всегда	1	2
272	дело в	1	2
273	к новым	1	2
274	на себе	1	2
275	того чтобы	8	2
276	только не	1	2
277	следовательно и	2	2
278	существующие в	1	2
279	в разных	1	2
280	природы в	1	2
281	к ней	1	2
282	ее с	1	2
283	заключает в	1	2
284	как будто	2	2
285	себя только	1	2
286	как мы	1	2
287	не будет	7	2
288	с ее	1	2
289	от друга	2	2
290	только при	1	2
291	в собственном	1	2
292	мысль о	1	2
293	могут не	2	2
294	только то	1	2
295	мы в	1	2
296	для этого	3	2
297	стремление к	7	2
298	вся ее	1	2
299	иное как	1	2
300	и должно	2	2
301	о том	7	2
302	при котором	3	2
303	никак не	1	2
304	одного из	1	2
305	стало быть	1	2
306	и только	5	2
307	крайней мере	1	2
308	что бы	3	2
309	к сознанию	1	2
310	этот вопрос	2	2
311	в разные	1	2
312	для нее	2	2
313	по этому	2	2
314	в таких	2	2
315	уже не	2	2
316	не можем	2	2
317	вопроса о	1	2
318	в начале	2	2
319	но совершенно	2	2
320	за ним	1	2
321	к мысли	1	2
322	двух противоположных	1	2
323	к ним	1	2
324	и вопрос	1	2
325	и вместе	2	2
326	в других	2	2
327	даже и	2	2
328	влияние на	1	2
329	точке зрения	3	2
330	на основании	2	2
331	на этот	1	2
332	для человека	1	2
333	в одно	1	2
334	если не	2	2
335	связь с	1	2
336	их к	2	2
337	применении к	1	2
338	что же	4	2
339	и о	2	2
340	же то	1	2
341	стороны и	1	2
342	между прочим	1	2
343	нисколько не	2	2
344	к другим	1	2
345	слова но	1	2
346	или в	3	2
347	тем более	1	2
348	хотя бы	5	2
349	все они	3	2
350	ни было	1	2
351	что оно	3	2
352	в какие	1	2
353	была бы	1	2
354	из этого	3	2
355	жизни и	4	2
356	этой цели	1	2
357	все что	4	2
358	от этой	2	1
359	вряд ли	3	1
360	говоря о	2	1
361	отношения к	2	1
362	не должны	1	1
363	и всякому	1	1
364	же как	1	1
365	он считает	1	1
366	должен быть	1	1
367	самом деле	7	1
368	он может	1	1
369	силы и	1	1
370	бы для	2	1
371	от какого	1	1
372	показать что	1	1
373	от своей	2	1
374	первое время	1	1
375	что эти	1	1
376	с таким	1	1
377	в зависимости	1	1
378	и этот	3	1
379	не во	1	1
380	до такой	1	1
