N	3gram	Vygotskiy__7	Tvorches
1	в то же	1	7
2	по нашему мнению	1	4
3	в соответствии с	1	4
4	по сути дела	1	3
5	до сих пор	3	3
6	по отношению к	5	3
7	не может быть	4	3
8	о том что	4	2
9	в том же	1	2
10	по самой своей	1	2
11	он еще не	1	2
12	в целом и	1	2
13	с другой стороны	1	2
14	в одной из	1	2
15	в том что	13	2
16	едва ли не	2	2
17	и не может	1	2
18	так и в	1	2
19	в отличие от	2	2
20	в самом деле	4	2
21	именно в этом	2	2
22	так же как	7	2
23	во всяком случае	1	2
24	не только для	1	1
25	мы не можем	3	1
26	и должно быть	1	1
27	с самого начала	7	1
28	анекдот в котором	1	1
29	в которой он	1	1
30	том что в	2	1
31	в том числе	1	1
32	является общим законом	1	1
33	это и есть	1	1
34	мы уже говорили	1	1
35	одну и ту	1	1
36	пришел к выводу	1	1
37	и в этом	1	1
38	в первую очередь	1	1
39	привело нас к	2	1
40	он говорит что	1	1
41	потому что в	1	1
42	потому что они	1	1
43	на всем протяжении	4	1
44	не может жить	1	1
45	как и в	3	1
46	всех и всяческих	1	1
47	может и не	1	1
48	в этот период	2	1
49	человеком которого я	1	1
50	так например в	1	1
51	идея может быть	1	1
52	но при этом	1	1
53	мы видим в	1	1
54	той или иной	1	1
55	по внешним формам	1	1
56	в конечном счете	2	1
57	не могут быть	1	1
58	имеет в виду	3	1
59	как и для	1	1
60	и ту же	1	1
61	того факта что	1	1
62	в известном смысле	2	1
63	что дает нам	1	1
64	что у него	1	1
65	нет и не	2	1
66	только потому что	3	1
67	же как и	2	1
68	точно так же	2	1
69	том числе и	1	1
70	в высшей степени	1	1
71	как это случилось	1	1
72	и что в	1	1
73	тем что он	1	1
74	в свою очередь	2	1
75	связана с ней	1	1
76	содержит в себе	3	1
77	в то время	2	1
78	для себя из	1	1
79	можно было бы	1	1
