N	2gram	Bakhtin_Pr_4	Tragedij
1	и в	46	18
2	в романе	6	10
3	в этом	16	9
4	в бесах	1	9
5	не только	14	8
6	он сам	2	7
7	и с	7	7
8	и на	11	7
9	достоевский в	1	7
10	может быть	23	7
11	как бы	19	7
12	и не	27	7
13	но в	6	6
14	и его	6	6
15	же время	5	6
16	что он	6	6
17	у него	5	6
18	то же	6	5
19	все же	4	5
20	что это	1	5
21	это не	5	5
22	как и	12	5
23	несмотря на	1	5
24	в то	5	5
25	так и	4	5
26	не может	19	5
27	к жизни	2	5
28	у достоевского	16	5
29	а я	1	5
30	еще не	7	4
31	в себе	7	4
32	в целом	1	4
33	что достоевский	1	4
34	в этой	3	4
35	в нем	17	4
36	об этом	2	4
37	том что	4	4
38	что я	6	4
39	и что	3	4
40	но и	12	4
41	и даже	3	4
42	прежде всего	9	4
43	так же	3	4
44	но это	6	4
45	все это	6	4
46	этот образ	1	4
47	что в	4	4
48	и все	9	4
49	то что	4	4
50	но главное	1	3
51	достоевского в	8	3
52	в мире	3	3
53	и он	6	3
54	своего рода	4	3
55	как в	4	3
56	в своем	3	3
57	и как	2	3
58	все эти	4	3
59	при этом	5	3
60	то есть	40	3
61	должно быть	4	3
62	тем самым	1	3
63	что вы	1	3
64	с ее	3	3
65	и сам	5	3
66	жизнь и	3	3
67	с ним	2	3
68	к нему	5	3
69	в его	9	3
70	один из	1	3
71	романа и	1	3
72	уже в	4	3
73	романе идиот	1	3
74	для него	2	3
75	никто не	1	3
76	в конце	3	3
77	как будто	1	3
78	как это	1	3
79	что за	1	3
80	этого романа	2	2
81	ивана карамазова	1	2
82	в первом	1	2
83	из самых	1	2
84	и до	3	2
85	а как	2	2
86	из своих	2	2
87	по замыслу	1	2
88	никогда не	6	2
89	и то	1	2
90	другим в	1	2
91	не был	1	2
92	в преступлении	2	2
93	с его	5	2
94	отношение к	3	2
95	отличие от	3	2
96	так что	2	2
97	она как	1	2
98	романах достоевского	7	2
99	перед нами	12	2
100	в самом	9	2
101	бы и	2	2
102	то и	2	2
103	и лучше	1	2
104	он не	4	2
105	что же?	1	2
106	что она	1	2
107	но все	2	2
108	что все	1	2
109	его в	1	2
110	знает что	1	2
111	я все	1	2
112	в это	1	2
113	к области	2	2
114	степана трофимовича	1	2
115	ни в	6	2
116	я ведь	4	2
117	замыслу достоевского	1	2
118	в отличие	3	2
119	что говорит	1	2
120	вопрос о	2	2
121	одном из	2	2
122	но эта	1	2
123	не в	10	2
124	настасья филипповна	4	2
125	раз и	4	2
126	но они	1	2
127	этими двумя	1	2
128	одна из	2	2
129	xix веке	1	2
130	не могут	3	2
131	он и	4	2
132	к тому	2	2
133	и это	3	2
134	но при	3	2
135	в ее	1	2
136	данном случае	1	2
137	еще в	1	2
138	а что	4	2
139	ничего не	2	2
140	и здесь	4	2
141	о том	5	2
142	что и	3	2
143	князь мышкин	1	2
144	в том	9	2
145	преступлении и	2	2
146	между этими	3	2
147	уже не	4	2
148	в известной	2	2
149	в одном	11	2
150	друг друга	6	2
151	на меня	1	2
152	тем что	3	2
153	только к	2	2
154	до конца	4	2
155	ничем не	1	2
156	в рассказе	2	2
157	в данном	2	2
158	еще раз	1	2
159	для достоевского	2	2
160	потому что	4	2
161	личности и	1	2
162	и наказании	2	2
163	в частности	1	2
164	мертвого дома	1	2
165	по поводу	1	2
166	во сне	2	2
167	в таком	1	2
168	я и	1	1
169	а между	2	1
170	показывает его	1	1
171	впервые встречается	1	1
172	ту же	2	1
173	одним из	3	1
174	например в	4	1
175	в сфере	1	1
176	я его	1	1
177	человека и	3	1
178	сам по	3	1
179	и др	1	1
180	самом деле	4	1
181	силы и	1	1
182	к своей	1	1
183	значение однако	1	1
184	и есть	1	1
185	поэтому он	1	1
186	в какой-то	1	1
187	должна быть	2	1
188	высшей степени	1	1
189	в селе	1	1
190	и могут	1	1
191	той же	3	1
192	на пороге	12	1
193	для достижения	1	1
194	собой как	1	1
195	материал произведения	1	1
196	не вполне	1	1
197	на себя	4	1
198	вместо того	1	1
199	в виду	4	1
200	начала в	1	1
201	не способен	1	1
202	подчеркнуть что	1	1
203	в ней	1	1
204	в xix	1	1
205	литературы и	1	1
206	между собой	1	1
207	это же	1	1
208	позицию по	1	1
209	во всех	5	1
210	в двойнике	1	1
211	нужен что	1	1
212	больших романах	1	1
213	но не	4	1
214	могло быть	1	1
215	но как	1	1
216	в голове	1	1
217	друга и	3	1
218	большое значение	1	1
219	за пределы	5	1
220	к сожалению	1	1
221	в центре	3	1
222	вот я	1	1
223	вот как	2	1
224	рассказа но	1	1
225	достоевского этот	1	1
226	достоевского не	1	1
227	голядкина в	1	1
228	и наконец	4	1
229	дается в	1	1
230	напомним что	1	1
231	стиля и	1	1
232	за свои	1	1
233	со своей	1	1
234	и князя	1	1
235	сливается с	1	1
236	знать и	1	1
237	бы не	2	1
238	его а	1	1
239	и отношения	1	1
240	филипповна в	1	1
241	только один	1	1
242	как он	3	1
243	в братьях	2	1
244	человек не	1	1
245	и если	1	1
246	так сказать	5	1
247	для разработки	1	1
248	одному из	1	1
249	и еще	1	1
250	чем у	3	1
251	к одному	6	1
252	не к	3	1
253	не как	3	1
254	по всем	1	1
255	никому не	2	1
256	и по	2	1
257	на этом	3	1
258	с сознанием	1	1
259	таким образом	4	1
260	последнее слово	1	1
261	я вам	1	1
262	от нее	1	1
263	здесь мы	1	1
264	а затем	1	1
265	же не	1	1
266	в другом	2	1
267	ними как	1	1
268	своей среде	1	1
269	на ту	1	1
270	на все	2	1
271	лишь в	2	1
272	не ограниченного	1	1
273	известно что	1	1
274	этом романе	2	1
275	а это	1	1
276	характерный для	1	1
277	лишь на	1	1
278	этого нового	1	1
279	они только	1	1
280	этом мы	2	1
281	в них	1	1
282	достоевского и	2	1
283	в высшей	1	1
284	что ему	1	1
285	из подполья	1	1
286	нет своего	1	1
287	и прямо	2	1
288	произведениях достоевского	3	1
289	обратимся к	1	1
290	все как	1	1
291	так вы	3	1
292	но если	3	1
293	и при	3	1
294	в своей	3	1
295	игры в	1	1
296	в такой	1	1
297	эта тема	1	1
298	почти не	2	1
299	в котором	5	1
300	знает и	1	1
301	не столько	1	1
302	значение для	3	1
303	его поведения	1	1
304	и вот	1	1
305	но он	3	1
306	превратиться в	1	1
307	смертной казни	2	1
308	не могли	2	1
309	на всю	1	1
310	по себе	7	1
311	тому что	1	1
312	достоевского так	2	1
313	так он	1	1
314	не менее	2	1
315	вплоть до	1	1
316	ну да	4	1
317	она не	3	1
318	такое время	1	1
319	самого начала	1	1
320	человека вот	1	1
321	достоевским вместе	1	1
322	того как	2	1
323	как его	1	1
324	карамазова в	1	1
325	творчества достоевского	2	1
326	но только	1	1
327	значение этого	1	1
328	как во	1	1
329	и всегда	1	1
330	контакт с	1	1
331	в самой	5	1
332	бы сказали	1	1
333	его речи	2	1
334	скандалов и	1	1
335	и притом	1	1
336	к ней	2	1
337	по своей	3	1
338	князя и	1	1
339	для нас	2	1
340	связи с	1	1
341	без слов	1	1
342	что на	1	1
343	в области	1	1
344	ну а	1	1
345	своей страсти	1	1
346	в стиле	2	1
347	к себе	6	1
348	могут быть	2	1
349	что наш	1	1
350	в окончательном	1	1
351	его с	1	1
352	и т.д	3	1
353	к речи	1	1
354	указывает на	2	1
355	не случайное	2	1
356	не есть	1	1
357	что при	1	1
358	о существовании	1	1
359	литературе xviii	1	1
360	вы не	1	1
361	как мы	12	1
362	и о	3	1
363	у себя	1	1
364	того чтобы	1	1
365	и тонко	2	1
366	не хочу	1	1
367	людей в	2	1
368	ведет беседу	1	1
369	с самого	1	1
370	настасьи филипповны	6	1
371	роль в	1	1
372	человека с	1	1
373	в лицо	1	1
374	не нашло	1	1
375	в столкновение	1	1
376	с собой	3	1
377	можно было	2	1
378	на нее	1	1
379	он именно	1	1
380	на родине	1	1
381	отождествляется с	1	1
382	в последующих	3	1
383	во многом	1	1
384	и глубоким	1	1
385	бедных людей	1	1
386	известной мере	1	1
