N	2gram	Medvedev_F_2	Dialekti
1	не есть	3	40
2	и не	20	30
3	по себе	7	25
4	т е	26	25
5	и т	14	21
6	т д	5	19
7	и в	38	18
8	точки зрения	8	17
9	ничего не	4	17
10	может быть	23	17
11	и есть	1	16
12	в нем	13	16
13	ни в	2	15
14	не имеет	2	15
15	так что	1	15
16	потому что	2	14
17	а не	6	14
18	не только	9	13
19	и даже	4	13
20	то что	6	13
21	что в	7	13
22	в этом	27	12
23	было бы	6	12
24	с точки	7	12
25	если бы	5	12
26	не может	14	12
27	что это	3	11
28	в себе	1	11
29	что он	5	11
30	так как	4	11
31	как бы	4	11
32	все это	3	11
33	то же	6	10
34	несмотря на	1	10
35	прежде всего	15	10
36	сказать что	2	10
37	и то	2	9
38	отнюдь не	8	9
39	так и	8	9
40	это не	2	9
41	том что	2	9
42	никогда не	2	9
43	в том	11	9
44	сама по	1	8
45	ясно что	1	8
46	но это	2	8
47	в каком	1	8
48	к нему	3	8
49	совершенно не	4	8
50	и как	3	7
51	то в	2	7
52	что не	4	7
53	как она	2	7
54	той или	1	7
55	не существует	1	7
56	вовсе не	11	7
57	не просто	2	7
58	но и	13	7
59	сам по	3	6
60	его не	2	6
61	хотя бы	6	6
62	в чем	2	6
63	не то	3	6
64	но в	4	6
65	с другой	3	6
66	не в	15	6
67	она не	2	6
68	в то	5	6
69	и образ	1	6
70	с ним	2	6
71	можно сказать	1	6
72	не было	6	6
73	ни на	2	6
74	да и	1	6
75	и ни	1	6
76	говорить о	5	5
77	отношение к	2	5
78	общего с	1	5
79	в своем	1	5
80	все же	8	5
81	на то	1	5
82	и с	9	5
83	что оно	4	5
84	и мы	1	5
85	в этих	2	5
86	но если	1	5
87	ровно ничего	1	5
88	ни о	5	5
89	в виду	2	5
90	есть только	2	5
91	в дальнейшем	4	5
92	можно было	1	5
93	как же	1	5
94	мы должны	1	5
95	в особенности	4	5
96	говорит о	1	5
97	и пр	21	5
98	или не	1	5
99	а в	6	5
100	это и	5	4
101	мы говорим	4	4
102	то это	3	4
103	даже просто	1	4
104	то я	1	4
105	как он	1	4
106	тут не	1	4
107	он есть	1	4
108	как таковой	3	4
109	смысл и	2	4
110	по крайней	1	4
111	и более	2	4
112	миф и	1	4
113	что эта	2	4
114	и притом	1	4
115	только и	3	4
116	же время	5	4
117	не о	4	4
118	к ней	1	4
119	к тому	4	4
120	ничего общего	1	4
121	как мы	7	4
122	только то	1	4
123	о том	1	4
124	от него	2	4
125	крайней мере	1	4
126	быть и	3	4
127	но не	2	4
128	в котором	2	4
129	в конце	2	4
130	как раз	6	4
131	как это	2	4
132	хотя и	3	4
133	или другой	1	4
134	собственно говоря	1	4
135	так же	1	4
136	другой стороны	4	4
137	во всяком	5	4
138	самом деле	8	3
139	только потому	1	3
140	должна быть	5	3
141	есть не	1	3
142	и тут	1	3
143	но она	1	3
144	учение об	1	3
145	в ней	6	3
146	на самом	3	3
147	а только	2	3
148	и все-таки	1	3
149	если в	3	3
150	или иное	1	3
151	все равно	1	3
152	что они	4	3
153	если она	1	3
154	то или	1	3
155	более или	1	3
156	конечно не	1	3
157	от этого	3	3
158	в самом	16	3
159	та же	2	3
160	он не	6	3
161	которой не	1	3
162	всех этих	3	3
163	и еще	1	3
164	то как	1	3
165	но все	3	3
166	этом смысле	2	3
167	в них	1	3
168	должно быть	2	3
169	или менее	1	3
170	в их	6	3
171	друг другу	1	3
172	даже в	2	3
173	тому что	2	3
174	в основе	5	3
175	иметь в	1	3
176	а лишь	3	3
177	только с	1	3
178	могут быть	6	3
179	его с	3	3
180	и о	2	3
181	с наукой	1	3
182	чтобы понять	1	3
183	и та	1	3
184	что и	8	3
185	может иметь	1	3
186	один из	2	3
187	только в	6	3
188	только на	3	3
189	но что	1	3
190	даже и	4	3
191	же это	2	3
192	даже не	2	3
193	точек зрения	1	3
194	что для	2	3
195	ничем не	2	3
196	в данном	1	3
197	относиться к	1	3
198	что же	5	3
199	в его	10	3
200	не является	3	3
201	и все	3	3
202	бы в	5	3
203	еще более	5	3
204	и смысл	1	3
205	конце концов	2	3
206	была бы	3	3
207	жизни и	3	3
208	думать что	1	3
209	гораздо более	1	3
210	можно говорить	2	2
211	говоря о	1	2
212	же как	3	2
213	и больше	1	2
214	идеей и	1	2
215	что если	1	2
216	что уже	1	2
217	вопрос о	1	2
218	как один	1	2
219	как таковая	2	2
220	но конечно	1	2
221	из этих	3	2
222	но как	2	2
223	точка зрения	1	2
224	что именно	2	2
225	с этим	5	2
226	на деле	1	2
227	и где	1	2
228	просто как	1	2
229	мало ли	1	2
230	все эти	6	2
231	к самому	1	2
232	их взаимоотношение	1	2
233	всего необходимо	1	2
234	дальше и	1	2
235	связанные с	1	2
236	в виде	1	2
237	не как	4	2
238	на этом	2	2
239	является не	2	2
240	в каждом	1	2
241	могла бы	1	2
242	и может	3	2
243	это было	3	2
244	с другими	10	2
245	мы имеем	1	2
246	как и	9	2
247	до сих	1	2
248	и при	1	2
249	в своей	7	2
250	то он	1	2
251	нас не	1	2
252	всяком случае	5	2
253	себе а	2	2
254	во всем	1	2
255	в корне	7	2
256	и от	2	2
257	для нее	2	2
258	раз и	4	2
259	если и	1	2
260	не менее	1	2
261	но они	1	2
262	иной раз	1	2
263	и другое	2	2
264	как о	4	2
265	к ним	1	2
266	отличное от	1	2
267	не лучше	1	2
268	учения о	1	2
269	и является	1	2
270	из того	1	2
271	и эта	1	2
272	этом отношении	7	2
273	схемой и	1	2
274	которое в	1	2
275	как только	1	2
276	отличается от	1	2
277	и это	2	2
278	самого по	1	2
279	как не	1	2
280	сторону и	1	2
281	на нем	2	2
282	и совершенно	2	2
283	в другом	1	2
284	речь как	1	2
285	можно только	1	2
286	в эпоху	2	2
287	для этого	2	2
288	говорим не	1	2
289	на что	1	2
290	же путем	1	2
291	это может	1	2
292	том или	1	2
293	для той	1	2
294	для того	3	2
295	и следовательно	1	2
296	не зная	1	2
297	того что	3	2
298	в современной	1	2
299	чем он	4	2
300	с ними	2	2
301	мы увидим	1	2
302	и так	1	2
303	поэтому и	1	2
304	с одной	1	2
305	в качестве	2	2
306	нужно понимать	2	2
307	же и	2	2
308	уже не	7	2
309	если мы	5	2
310	то и	3	2
311	только тогда	1	2
312	из них	4	2
313	для него	7	2
314	и их	3	2
315	никто не	1	2
316	т п	9	2
317	именно как	4	2
318	со стороны	2	2
319	именно в	5	2
320	здесь в	1	2
321	стремится к	1	2
322	только как	1	2
323	о чем	1	2
324	он и	3	2
325	если это	2	2
326	как в	4	2
327	одной стороны	1	2
328	это за	1	2
329	как например	2	2
330	такой же	3	2
331	сих пор	1	2
332	она ни	3	2
333	и для	5	2
334	лишь как	4	2
335	и стало	1	2
336	характерна для	1	2
337	а о	3	2
338	они были	2	2
339	что даже	1	2
340	к этому	4	2
341	которая не	1	2
342	и наиболее	1	1
343	и методы	2	1
344	как известно	1	1
345	например в	3	1
346	понимания всех	1	1
347	как миф	1	1
348	и без	1	1
349	силы и	1	1
350	непосредственное и	1	1
351	к своей	1	1
352	зрения какого-нибудь	1	1
353	мере в	1	1
354	показать что	1	1
355	нового не	1	1
356	тем же	3	1
357	явления и	2	1
358	к другому	2	1
359	мировоззрения и	1	1
360	и до	3	1
361	не вещь	1	1
362	ведь во	1	1
363	и нужно	2	1
364	и этот	1	1
365	той же	1	1
366	всей ее	1	1
367	совершенно в	1	1
368	а как	3	1
369	и само	1	1
370	мы не	3	1
371	теперь мы	1	1
372	из этого	2	1
373	реальной жизнью	1	1
374	этот был	1	1
375	что иное	1	1
376	почти исключительно	1	1
377	легче чем	1	1
378	но даже	1	1
379	же что	1	1
380	себе что	1	1
381	столько же	1	1
382	иное как	1	1
383	на их	1	1
384	столь же	2	1
385	в различных	1	1
386	так если	1	1
387	во всех	5	1
388	бы она	3	1
389	с реальной	2	1
390	различия между	1	1
391	в ее	2	1
392	понятие символа	1	1
393	совсем не	2	1
394	мы будем	1	1
395	этот имеет	1	1
396	пытается обосновать	1	1
397	в сторону	4	1
398	не говорят	1	1
399	один и	1	1
400	смысл или	1	1
401	чем же	3	1
402	при известных	2	1
403	и соответствующих	1	1
404	в той	2	1
405	дает нам	1	1
406	в связи	10	1
407	то чем	1	1
408	сознания в	1	1
409	и наконец	4	1
410	его к	1	1
411	и к	4	1
412	следующим образом	1	1
413	и отчасти	3	1
414	ней и	1	1
415	не приходится	3	1
416	в которой	2	1
417	эти вопросы	1	1
418	так или	1	1
419	виде она	1	1
420	бы не	1	1
421	так в	3	1
422	выражение в	1	1
423	по преимуществу	5	1
424	с их	1	1
425	для которых	1	1
426	реальном пространстве	1	1
427	проникает в	1	1
428	если он	1	1
429	смыслом и	1	1
430	не могла	1	1
431	есть но	1	1
432	больше всего	1	1
433	при этом	9	1
434	и критики	2	1
435	было с	1	1
436	они только	2	1
437	нее и	1	1
438	в понимании	2	1
439	к одному	1	1
440	не к	2	1
441	понятий и	3	1
442	я занимаюсь	1	1
443	ни была	3	1
444	конечно такое	1	1
445	изображения и	1	1
446	постольку поскольку	2	1
447	и по	2	1
448	от других	1	1
449	таким образом	20	1
450	однако они	1	1
451	не будет	2	1
452	же не	1	1
453	он просто	1	1
454	тем в	1	1
455	главным образом	3	1
456	же касается	1	1
457	им что	1	1
458	тот материал	1	1
459	на каком	1	1
460	его в	3	1
461	на какую-то	1	1
462	от одного	2	1
463	непосредственностью и	1	1
464	можно узнать	1	1
465	без нее	3	1
466	науки а	2	1
467	и тем	2	1
468	от всей	2	1
469	в новое	1	1
470	кажется что	1	1
471	он является	1	1
472	нет в	1	1
473	это положение	2	1
474	в реальном	5	1
475	далеко не	1	1
476	в этой	6	1
477	эта попытка	1	1
478	место и	2	1
479	очень важное	1	1
480	не заметить	1	1
481	оно имеет	1	1
482	его слово	1	1
483	в развитии	2	1
484	форма и	1	1
485	слишком часто	2	1
486	только тем	2	1
487	имеет место	1	1
488	именно и	1	1
489	в такой	2	1
490	могла быть	1	1
491	ли и	1	1
492	место в	3	1
493	представление о	2	1
494	вещи не	1	1
495	знаем что	1	1
496	понять их	1	1
497	эта не	1	1
498	есть его	1	1
499	которые в	1	1
500	но он	1	1
501	сами по	2	1
502	том чтобы	1	1
503	тем не	1	1
504	не могли	2	1
505	основываться на	1	1
506	вообще на	1	1
507	же такое	1	1
508	и вся	1	1
509	этом не	1	1
510	ему как	1	1
511	можно заменить	1	1
512	случае в	1	1
513	тем самым	2	1
514	до известной	3	1
515	виду что	1	1
516	с теми	2	1
517	самого начала	2	1
518	правда в	2	1
519	дело в	1	1
520	сколько и	1	1
521	и именно	1	1
522	тогда и	1	1
523	о них	1	1
524	которых и	1	1
525	того чтобы	3	1
526	чем не	1	1
527	и пытается	1	1
528	все наши	1	1
529	вещь а	1	1
530	вытекает из	1	1
531	не их	1	1
532	как два	1	1
533	на язык	2	1
534	и вещи	1	1
535	этих двух	2	1
536	всего на	1	1
537	явление в	1	1
538	базируется на	1	1
539	и учение	1	1
540	на те	1	1
541	и его	21	1
542	же самая	1	1
543	связи с	13	1
544	вот почему	1	1
545	здесь же	1	1
546	так то	1	1
547	как будто	1	1
548	можем говорить	1	1
549	сравнить с	1	1
550	и оно	1	1
551	не могут	7	1
552	конструкции и	4	1
553	для третьей	1	1
554	должны быть	1	1
555	этого и	1	1
556	не стала	1	1
557	оно не	4	1
558	если же	2	1
559	него как	1	1
560	на предмет	1	1
561	соотношения с	1	1
562	должен быть	1	1
563	и всецело	1	1
564	значения и	2	1
565	но при	1	1
566	вывод что	1	1
567	здесь не	4	1
568	не скажет	1	1
569	в каких	2	1
570	характер и	1	1
571	нет никакой	1	1
572	уже с	1	1
573	и этим	2	1
574	с самого	2	1
575	зрения не	1	1
576	и сам	1	1
577	времени и	2	1
578	самого понятия	1	1
579	этим в	1	1
580	в результате	6	1
581	говорят что	1	1
582	и там	1	1
583	и должно	5	1
584	быть заменено	1	1
585	пришли к	1	1
586	им не	1	1
587	язык и	7	1
588	вне всякой	1	1
589	должно было	3	1
590	того или	4	1
591	все в	1	1
592	между тем	2	1
593	судить о	1	1
594	именно такое	1	1
595	и только	5	1
596	от этих	2	1
597	слова для	1	1
598	все время	6	1
599	и заключается	1	1
600	а именно	2	1
601	не так	2	1
602	абстракция и	1	1
603	на почве	9	1
604	войдет в	1	1
605	борьбы за	1	1
606	и дело	1	1
607	известных условиях	2	1
608	в какой	3	1
609	но ни	1	1
610	тогда можно	1	1
611	чтобы тем	1	1
612	это становится	2	1
613	можно воспринять	1	1
614	или же	2	1
615	один на	1	1
616	но ее	1	1
617	за ней	1	1
618	все они	1	1
619	является какой-нибудь	1	1
620	слова без	1	1
621	отказать в	1	1
622	существенным и	1	1
623	не можем	1	1
624	уже в	2	1
625	вопроса о	2	1
626	даже вообще	1	1
627	борьбы с	2	1
628	в поэзии	12	1
629	не дает	1	1
630	при помощи	2	1
631	и других	2	1
632	но совершенно	2	1
633	сущность и	1	1
634	менее всего	3	1
635	который как	1	1
636	был бы	1	1
637	себе в	1	1
638	для другой	1	1
639	пока не	1	1
640	бы совершенно	2	1
641	не для	1	1
642	содержание и	1	1
643	от тех	2	1
644	с этими	1	1
645	для них	3	1
646	можно с	1	1
647	ее не	1	1
648	в систему	2	1
649	как такового	6	1
650	или ином	1	1
651	во главе	1	1
652	эти явления	2	1
653	это будет	1	1
654	имеет значение	2	1
655	корне искажает	2	1
656	с другим	1	1
657	имеет и	1	1
658	или иначе	1	1
659	сюда же	1	1
660	мы его	1	1
661	в природе	1	1
662	их полном	1	1
663	и др	3	1
664	и наивной	1	1
665	превращается в	2	1
666	смысла и	2	1
667	а на	1	1
668	сторон в	1	1
669	и самый	1	1
670	зависит от	1	1
671	если даже	1	1
672	есть лишь	2	1
673	именно так	1	1
674	его как	2	1
675	для исследования	1	1
676	с одинаковым	1	1
677	там где	4	1
678	не об	1	1
679	если не	1	1
680	принципы и	2	1
681	вместе с	6	1
682	ничего этого	1	1
683	лежать в	1	1
684	и самые	1	1
685	к своему	1	1
686	чтобы можно	1	1
687	где же	1	1
688	а если	1	1
689	не дают	1	1
690	перехода от	2	1
691	перед нами	2	1
692	происходит в	1	1
693	по существу	7	1
694	для понимания	6	1
695	своего развития	3	1
696	существенно и	1	1
697	нее самой	1	1
698	не касается	1	1
699	как из	1	1
700	и общем	1	1
701	не рассматривается	1	1
702	только еще	1	1
703	но для	1	1
704	кроме того	2	1
705	к другим	2	1
706	другой как	1	1
707	всего в	2	1
708	лишь его	1	1
709	только одна	1	1
710	известной степени	4	1
711	форм и	1	1
712	богов и	1	1
713	конечно эта	1	1
714	при таком	1	1
715	как система	1	1
716	в пределе	1	1
717	она уже	1	1
718	природы может	1	1
719	который является	1	1
720	на первый	2	1
721	для нас	1	1
722	от несущественного	1	1
723	было на	1	1
724	но именно	3	1
725	возникает вопрос	1	1
726	как явление	1	1
727	хотя в	1	1
728	всегда только	1	1
729	между ними	2	1
730	стороны без	1	1
731	к его	2	1
732	жизни а	1	1
733	какой мере	2	1
734	в последнем	1	1
735	не что	1	1
736	только о	1	1
737	без смысла	1	1
738	самое существо	1	1
739	в искусстве	2	1
740	на смысл	1	1
741	и другие	2	1
742	то оно	1	1
743	они не	4	1
744	сущности не	1	1
745	в таком	2	1
746	из живых	1	1
