N	2gram	Losev_Dial_4	Myslijsy
1	потому что	10	52
2	и в	15	39
3	в языке	1	33
4	может быть	17	27
5	в том	11	26
6	только в	7	25
7	не может	11	22
8	что в	7	22
9	не только	8	21
10	так как	14	21
11	а не	18	21
12	в нем	5	20
13	но и	4	20
14	и не	30	18
15	том что	10	16
16	так что	6	16
17	в этом	11	15
18	не в	8	15
19	если бы	6	14
20	в себе	8	13
21	таким образом	5	13
22	так и	5	13
23	чувства и	2	13
24	было бы	9	12
25	в душе	1	11
26	есть только	3	11
27	точно так	2	11
28	мы не	9	10
29	как в	3	10
30	по себе	13	10
31	и что	9	10
32	то что	16	10
33	что не	3	10
34	в человеке	2	10
35	не есть	40	10
36	но в	3	9
37	как и	7	9
38	тогда когда	5	9
39	могут быть	3	9
40	тем что	2	9
41	точки зрения	14	8
42	в одном	4	8
43	того что	13	8
44	со стороны	3	8
45	вместе с	2	8
46	в ней	5	7
47	в истории	3	7
48	с этим	3	7
49	это не	12	7
50	в нас	1	7
51	должны быть	4	7
52	то и	2	7
53	с другой	1	7
54	должно быть	2	7
55	и т	17	6
56	то же	9	6
57	все же	2	6
58	и как	4	6
59	бы не	2	6
60	при этом	2	6
61	и по	2	6
62	от нее	3	6
63	между собою	2	6
64	не менее	2	6
65	того как	2	6
66	тем не	2	6
67	что на	2	6
68	в каком	5	6
69	что и	6	6
70	еще не	4	6
71	в природе	3	6
72	как бы	14	6
73	то это	1	5
74	во всех	2	5
75	только тогда	5	5
76	не видно	2	5
77	то в	5	5
78	с тем	4	5
79	возможно только	3	5
80	не имеет	14	5
81	и его	7	5
82	деятельности и	1	5
83	которые мы	2	5
84	во втором	1	5
85	в его	4	5
86	для всех	3	5
87	вовсе не	6	5
88	что человек	2	5
89	души и	1	5
90	так же	4	5
91	и потому	3	5
92	быть только	1	5
93	но это	4	5
94	и для	5	5
95	из себя	1	5
96	а в	1	5
97	другой стороны	2	5
98	вопрос о	2	4
99	есть нечто	2	4
100	бы ни	2	4
101	субъекта и	5	4
102	и объекта	5	4
103	удовольствия и	1	4
104	и стремления	1	4
105	из этих	2	4
106	т д	15	4
107	этом смысле	4	4
108	мы видели	1	4
109	тем самым	3	4
110	однако в	2	4
111	в то	6	4
112	не по	2	4
113	никогда не	2	4
114	же время	6	4
115	и притом	3	4
116	во всем	2	4
117	не могут	2	4
118	свою очередь	2	4
119	и необходимости	3	4
120	есть наука	1	4
121	бы в	4	4
122	с нею	1	4
123	то на	3	4
124	и других	1	4
125	само по	4	4
126	не было	2	4
127	и даже	6	4
128	прежде всего	11	4
129	что мы	7	4
130	тому как	4	4
131	быть не	2	4
132	в смысле	5	4
133	и воля	1	4
134	при таком	2	4
135	от него	3	4
136	от того	2	4
137	не более	1	4
138	мы видим	4	4
139	в свою	3	4
140	в своих	1	4
141	а между	1	3
142	только потому	3	3
143	но тем	1	3
144	должна быть	7	3
145	что если	3	3
146	и то	3	3
147	явлений и	1	3
148	очевидно что	1	3
149	более как	1	3
150	сама по	5	3
151	в своем	5	3
152	помнить что	1	3
153	хотя и	6	3
154	что по	2	3
155	в самом	2	3
156	что это	13	3
157	думать что	2	3
158	он не	1	3
159	как кажется	1	3
160	подобно тому	4	3
161	прежде чем	2	3
162	а вместе	1	3
163	не из	1	3
164	то ни	4	3
165	что все	4	3
166	той же	5	3
167	и с	4	3
168	а его	1	3
169	заключается в	2	3
170	и тем	6	3
171	в жизни	5	3
172	в них	2	3
173	показывает что	2	3
174	в этой	4	3
175	во внимание	2	3
176	не мог	2	3
177	не так	1	3
178	и при	2	3
179	в своей	3	3
180	и без	2	3
181	с точки	9	3
182	и той	3	3
183	бытия и	4	3
184	друг другу	1	3
185	что сам	1	3
186	она не	4	3
187	для того	5	3
188	и другое	2	3
189	с и	1	3
190	свободы и	3	3
191	не могло	1	3
192	находятся в	1	3
193	этих последних	1	3
194	оно не	2	3
195	и это	8	3
196	том как	2	3
197	в словах	3	3
198	и вообще	7	3
199	с ним	3	3
200	одной и	3	3
201	и во	2	3
202	в другой	1	3
203	но как	2	3
204	с одной	1	3
205	судить о	1	3
206	если мы	5	3
207	есть уже	1	3
208	одно из	1	3
209	и их	2	3
210	никто не	2	3
211	были бы	1	3
212	с другим	1	3
