N	2gram	Tiupa_Anal_3	FransuaR
1	и в	18	49
2	то есть	10	32
3	прежде всего	5	19
4	в его	7	18
5	и на	4	17
6	не только	22	17
7	и его	13	17
8	в этом	14	15
9	и не	12	15
10	в году	3	13
11	в них	2	13
12	только в	2	13
13	но и	13	13
14	как и	14	11
15	и т.п	5	11
16	как бы	10	11
17	в этой	6	10
18	вовсе не	1	10
19	в нем	2	9
20	для него	6	9
21	и др	1	9
22	все это	3	9
23	в романе	2	9
24	в сущности	5	8
25	отношение к	1	8
26	то же	3	7
27	все же	4	7
28	все эти	2	7
29	таким образом	4	7
30	как мы	1	7
31	один из	2	7
32	не может	2	7
33	жизни и	1	7
34	мы уже	1	6
35	именно в	3	6
36	во всех	2	6
37	в истории	1	6
38	с их	3	6
39	так и	14	6
40	рядом с	1	6
41	точки зрения	3	6
42	в то	3	6
43	же время	3	6
44	в себя	2	6
45	в литературе	1	6
46	то что	2	6
47	сказать что	2	6
48	с точки	2	5
49	с его	8	5
50	из этих	3	5
51	но не	7	5
52	в своем	4	5
53	при этом	11	5
54	в эту	1	5
55	в своей	1	5
56	никогда не	5	5
57	роль в	3	5
58	тот же	1	5
59	уже в	3	5
60	в начале	6	5
61	может быть	9	5
62	в особенности	3	5
63	и потому	2	5
64	отношения к	2	4
65	и до	1	4
66	и к	4	4
67	но в	2	4
68	в себе	2	4
69	лишь в	5	4
70	в жизни	2	4
71	с ним	1	4
72	одна из	2	4
73	с другой	7	4
74	а в	10	4
75	тем что	2	4
76	в форме	2	4
77	до сих	1	4
78	не было	3	4
79	там где	2	4
80	и о	1	4
81	сих пор	1	4
82	том что	12	4
83	в свое	2	4
84	в своих	1	4
85	как на	1	4
86	человека и	1	3
87	связана с	1	3
88	в самом	5	3
89	на первом	1	3
90	место в	1	3
91	был еще	1	3
92	для которого	1	3
93	раз в	1	3
94	да и	2	3
95	всех этих	1	3
96	и вот	2	3
97	свое время	2	3
98	а затем	1	3
99	было бы	3	3
100	далеко не	4	3
101	несмотря на	2	3
102	в г	1	3
103	во всем	3	3
104	в одном	4	3
105	даже в	2	3
106	но они	2	3
107	с ее	3	3
108	в ее	3	3
109	культуры и	1	3
110	так в	3	3
111	связанных с	1	3
112	о том	6	3
113	в значительной	2	3
114	наконец в	1	3
115	же в	2	3
116	что он	4	3
117	с одной	2	3
118	этом отношении	3	3
119	превращается в	1	3
120	связь с	2	3
121	о чем	4	3
122	одной стороны	2	3
123	в течение	1	3
124	в книге	1	3
125	с полной	1	3
126	и все	2	3
127	в том	9	3
128	жизни в	1	3
129	другой стороны	5	3
130	как известно	1	2
131	на самом	1	2
132	перед лицом	1	2
133	по преимуществу	2	2
134	видеть в	2	2
135	он как	1	2
136	в ней	2	2
137	еще не	6	2
138	он был	1	2
139	это и	2	2
140	за пределы	1	2
141	что они	3	2
142	как к	2	2
143	к числу	2	2
144	литературы в	1	2
145	та же	1	2
146	учение о	1	2
147	на то	1	2
148	вследствие этого	1	2
149	на его	2	2
150	ключ к	3	2
151	и еще	1	2
152	подобно тому	3	2
153	значительной степени	2	2
154	в свет	1	2
155	в мире	5	2
156	в художественном	1	2
157	мировой литературы	1	2
158	автора и	1	2
159	по поводу	3	2
160	затем и	1	2
161	и без	3	2
162	что касается	3	2
163	в их	6	2
164	жизнь и	3	2
165	на фоне	1	2
166	на языке	3	2
167	мы должны	1	2
168	что в	9	2
169	в устах	1	2
170	вплоть до	2	2
171	того чтобы	1	2
172	ничего не	3	2
173	в самой	1	2
174	связи с	1	2
175	художественной литературы	2	2
176	могут быть	2	2
177	в одну	1	2
178	здесь не	3	2
179	в пределах	4	2
180	в дальнейшем	2	2
181	особенно в	1	2
182	лицо его	2	2
183	в произведении	3	2
184	и т.д	2	2
185	в другом	1	2
186	одного из	1	2
187	свое произведение	1	2
188	можно сказать	4	2
189	связаны с	1	2
190	нуждается в	2	2
191	одной из	1	2
192	всяком случае	2	2
193	со всеми	2	2
194	в качестве	12	2
195	есть в	1	2
196	характерно что	1	2
197	себе в	1	2
198	в конце	5	2
199	мы можем	2	2
200	у него	1	2
201	и даже	8	2
202	и прежде	2	2
203	в предисловии	1	2
204	из наиболее	1	2
205	одну из	2	2
206	в связи	1	2
207	вместе с	2	2
208	этого момента	1	2
209	такого рода	5	2
210	на эту	2	2
211	тому как	2	2
212	статье о	1	2
213	в тех	2	2
214	но это	1	2
215	аллюзия на	1	2
216	под названием	1	2
217	пределах одной	1	2
218	и становится	1	2
219	хотя и	2	2
220	и другие	1	2
221	совершенно не	2	2
222	ко всему	1	2
223	ее в	1	2
224	в противоположность	2	2
225	во всяком	2	2
226	все что	1	2
227	кто бы	1	1
228	например в	2	1
229	мире это	1	1
230	утверждение что	1	1
231	самом деле	2	1
232	тем же	1	1
233	здесь и	3	1
234	с целым	1	1
235	сказано что	1	1
236	традиции однако	1	1
237	говоря о	1	1
238	той же	5	1
239	есть не	2	1
240	мы имеем	5	1
241	с текстом	1	1
242	единство и	1	1
243	время от	1	1
244	их с	1	1
245	как я	1	1
246	мы и	1	1
247	но напротив	1	1
248	того же	5	1
249	и он	2	1
250	всех сторон	1	1
251	литературой в	1	1
252	и самого	6	1
