N	2gram	Tiupa_Narr_2	TeoriaLi
1	в мире	4	24
2	не только	26	18
3	в качестве	14	17
4	тогда как	15	16
5	и не	14	16
6	я в	5	16
7	а в	9	14
8	состоит в	12	13
9	и в	13	13
10	в частности	11	13
11	то есть	9	12
12	так и	9	12
13	может быть	10	12
14	в этом	13	11
15	представляет собой	16	11
16	при этом	14	11
17	в том	14	11
18	но не	3	10
19	и его	3	10
20	в тексте	8	10
21	а не	17	10
22	то же	4	9
23	в его	6	9
24	по отношению	5	8
25	такого рода	12	8
26	своего рода	9	8
27	сводится к	9	8
28	в душе	2	8
29	но и	15	8
30	отношению к	5	8
31	что в	4	8
32	отличие от	5	7
33	в себе	8	7
34	том что	13	7
35	точки зрения	5	7
36	в отличие	5	7
37	в то	5	7
38	по своей	3	7
39	во второй	2	7
40	только в	11	7
41	себя в	2	7
42	как это	4	7
43	в данном	10	7
44	еще не	2	6
45	с его	3	6
46	но в	6	6
47	в первой	1	6
48	место в	5	6
49	же время	3	6
50	картина мира	8	6
51	присутствия я	2	6
52	присутствия в	2	6
53	как бы	6	6
54	мы имеем	3	5
55	данном случае	6	5
56	в рамках	6	5
57	в своем	6	5
58	в самом	2	5
59	он не	5	5
60	в принципе	2	5
61	того или	3	5
62	как и	4	5
63	не в	8	5
64	однако в	2	5
65	тем самым	5	5
66	коммуникативного события	8	5
67	в нем	5	5
68	в ее	4	5
69	или иной	3	5
70	а также	6	5
71	между тем	3	5
72	не сводится	7	5
73	уже не	4	5
74	не случайно	2	5
75	с другой	5	5
76	как в	5	5
77	или иного	3	5
78	между ними	1	5
79	героя и	2	5
80	по преимуществу	1	4
81	высказывания в	1	4
82	говорить о	2	4
83	как правило	3	4
84	конечном счете	3	4
85	отношение к	1	4
86	субъекта и	1	4
87	хотя и	5	4
88	по пути	1	4
89	всего лишь	6	4
90	то что	8	4
91	не предполагает	1	4
92	ни в	1	4
93	литературного произведения	1	4
94	в слове	3	4
95	в ходе	1	4
96	в своей	4	4
97	или менее	1	4
98	не столько	5	4
99	не менее	4	4
100	личности в	2	4
101	приводит к	1	4
102	читателя в	4	4
103	можно сказать	6	4
104	в конечном	3	4
105	в форме	5	4
106	за пределами	3	4
107	но он	2	4
108	и т.п	6	4
109	мира и	3	4
110	в свою	2	4
111	не знает	1	4
112	сказать что	3	4
113	не может	8	4
114	более или	1	4
115	между двумя	1	3
116	являет собой	1	3
117	например в	1	3
118	что можно	1	3
119	своем составе	1	3
120	я на	1	3
121	иного рода	2	3
122	в сторону	1	3
123	не все	2	3
124	и т.д	4	3
125	в акте	1	3
126	перед нами	4	3
127	и к	6	3
128	в точке	1	3
129	со своей	2	3
130	все эти	3	3
131	в нашем	2	3
132	в этой	4	3
133	и по	3	3
134	самим собой	3	3
135	художественного письма	2	3
136	этом смысле	1	3
137	по мысли	5	3
138	и сам	3	3
139	в этих	1	3
140	в текстах	1	3
141	тем не	5	3
142	в отношении	1	3
143	и внешней	1	3
144	картины мира	2	3
145	никогда не	6	3
146	как раз	3	3
147	потому что	2	3
148	той или	3	3
149	рамках которого	1	3
150	в другом	4	3
151	о ней	3	3
152	и что	2	3
153	входит в	1	3
154	того что	6	3
155	структуре текста	1	3
156	а с	2	3
157	в итоге	3	3
158	для него	4	3
159	с ее	1	3
160	в финале	1	3
161	именно в	2	3
162	нового времени	2	3
163	прежде всего	6	3
