N	2gram	Losev_Prob_2	FransuaR
1	и в	35	56
2	то есть	39	24
3	в его	7	18
4	таким образом	4	17
5	все эти	7	15
6	в этом	17	14
7	в том	12	13
8	так и	7	13
9	он был	1	12
10	в то	6	12
11	и его	1	12
12	то же	5	11
13	вещей и	1	11
14	в них	2	11
15	в этих	4	11
16	до конца	1	11
17	как бы	4	11
18	и до	1	10
19	мы уже	3	10
20	еще не	10	10
21	в самом	5	9
22	и не	37	9
23	только в	14	9
24	но и	16	9
25	во всех	2	8
26	не только	24	8
27	в нем	1	8
28	и с	10	8
29	и их	3	8
30	и даже	11	8
31	до сих	4	8
32	и др	2	8
33	по своему	5	8
34	сих пор	4	8
35	все это	4	8
36	том что	19	8
37	и на	5	7
38	как мы	5	7
39	в частности	5	7
40	той же	2	6
41	в этой	9	6
42	но в	6	6
43	точки зрения	2	6
44	языка и	5	6
45	вовсе не	37	6
46	связи с	5	6
47	прежде всего	11	6
48	в той	2	6
49	все они	1	6
50	и все	5	6
51	потому что	13	6
52	одним из	1	5
53	с ее	1	5
54	с его	1	5
55	но не	4	5
56	в пределах	1	5
57	он не	2	5
58	так сказать	1	5
59	роль в	2	5
60	такой же	1	5
61	во время	1	5
62	в отношении	4	5
63	никогда не	1	5
64	в области	6	5
65	говорили что	1	5
66	один из	3	5
67	ни с	2	5
68	не было	3	5
69	как и	5	5
70	в условиях	2	5
71	в результате	4	5
72	что в	11	5
73	есть и	1	5
74	они не	1	5
75	ту же	1	4
76	и потому	1	4
77	но по	1	4
78	в ней	2	4
79	не был	4	4
80	и к	3	4
81	что это	1	4
82	в себе	5	4
83	при этом	3	4
84	их в	4	4
85	что все	6	4
86	и ее	2	4
87	и более	5	4
88	даже в	2	4
89	одна из	3	4
90	того чтобы	2	4
91	по своей	1	4
92	вещи и	2	4
93	времени и	1	4
94	и которые	2	4
95	к языку	1	4
96	о том	18	4
97	язык в	1	4
98	в ту	1	4
99	с одной	5	4
100	в качестве	2	4
101	конечно не	2	4
102	так как	7	4
103	в основе	3	4
104	в свете	3	4
105	в своих	3	4
106	в их	3	3
107	конечно и	1	3
108	на них	1	3
109	время в	1	3
110	не просто	11	3
111	в едином	1	3
112	в своем	4	3
113	перед нами	2	3
114	кроме того	5	3
115	и наконец	3	3
116	всех этих	4	3
117	и самый	4	3
118	слова и	4	3
119	ведь в	1	3
120	здесь нет	1	3
121	не мог	1	3
122	не в	2	3
123	языков и	1	3
124	в таких	3	3
125	и почти	1	3
126	казалось бы	7	3
127	настоящего времени	2	3
128	во все	2	3
129	здесь мы	3	3
130	и был	1	3
131	и о	4	3
132	характер и	1	3
133	в другом	1	3
134	и здесь	4	3
135	настоящее время	16	3
136	а также	2	3
137	как форма	1	3
138	времени в	1	3
139	между тем	1	3
140	слов и	1	3
141	в литературе	1	3
142	одной из	1	3
143	здесь с	1	3
144	так что	11	3
145	уже не	8	3
146	был бы	6	3
147	что и	2	3
148	может быть	18	3
149	здесь в	1	3
150	еще и	5	3
151	что для	3	3
152	не на	1	3
153	сказать что	24	3
154	к его	1	3
155	образом и	1	3
156	на эту	2	3
157	здесь есть	1	3
158	в связи	5	3
159	в настоящее	16	3
160	бы в	3	3
161	то что	38	3
162	речи и	1	3
163	том числе	2	3
164	также и	12	2
165	и то	10	2
166	самом деле	4	2
167	на самом	4	2
168	по преимуществу	2	2
169	что эти	1	2
170	их и	1	2
171	и конечно	2	2
172	для своего	1	2
173	мы не	7	2
174	первый план	3	2
175	бы то	2	2
176	с другой	6	2
177	совсем не	7	2
178	значение и	8	2
179	вовсе еще	1	2
180	себе и	2	2
181	что они	3	2
182	хотя и	3	2
183	и как	4	2
184	в действительности	2	2
185	и хотя	2	2
186	не стали	1	2
187	бы и	7	2
188	в нашем	3	2
189	языка а	2	2
190	с их	1	2
191	и те	1	2
192	что она	4	2
193	все те	1	2
194	ни было	1	2
195	и еще	1	2
196	в узком	1	2
197	в виде	6	2
198	для понимания	1	2
199	людей и	1	2
200	так например	1	2
201	его в	3	2
202	здесь как	2	2
203	и была	1	2
204	отражение в	1	2
205	ни в	6	2
206	с тем	3	2
207	в слове	3	2
208	несмотря на	3	2
209	между собою	4	2
210	или менее	4	2
211	и при	2	2
212	еще недостаточно	1	2
213	в которых	1	2
214	далеки от	1	2
215	если бы	4	2
216	не могли	1	2
217	и отдельных	1	2
218	о них	2	2
219	и вещи	2	2
220	что на	4	2
221	в каком	4	2
222	не потому	1	2
223	ни о	4	2
224	языке и	4	2
225	числе и	2	2
226	той или	5	2
227	данном случае	5	2
