N	3gram	Vygotskiy__1	StatiiOP
1	в том что	15	11
2	не может быть	5	5
3	то обстоятельство что	1	5
4	в этом смысле	1	4
5	по крайней мере	1	4
6	с точки зрения	18	4
7	в этом отношении	4	4
8	то время как	4	4
9	во всяком случае	3	4
10	с другой стороны	9	4
11	о том что	6	4
12	в то время	5	4
13	состоит в том	1	3
14	прежде всего в	2	3
15	в конце концов	1	3
16	то же время	2	3
17	не только в	1	3
18	на то что	3	3
19	в то же	2	3
20	потому что он	1	2
21	то что я	1	2
22	но и в	1	2
23	до сих пор	4	2
24	в том чтобы	3	2
25	в этой области	1	2
26	с одной стороны	8	2
27	и в этом	1	2
28	все более и	2	2
29	тем что в	1	2
30	и пр в	1	2
31	что в этой	1	2
32	заключается в том	6	2
33	с самого начала	8	2
34	более и более	2	2
35	но все же	1	2
36	только тогда когда	2	2
37	тем более что	1	2
38	к тому что	3	2
39	а с другой	2	2
40	тем не менее	1	2
41	независимо от того	2	2
42	и т д	1	2
43	можно сказать что	4	1
44	сказать что он	1	1
45	может быть выражено	1	1
46	время как в	2	1
47	потому что в	1	1
48	и той же	2	1
49	в том виде	1	1
50	на самом деле	1	1
51	в самом деле	2	1
52	мышления с другой	2	1
53	в своей деятельности	1	1
54	является не только	1	1
55	в одной и	1	1
56	то же самое	3	1
57	том что он	2	1
58	сам по себе	3	1
59	вместе с тем	5	1
60	на вопрос о	2	1
61	в собственном смысле	5	1
62	от них и	1	1
63	что мы знаем	1	1
64	находит свое выражение	1	1
65	его мышления как	1	1
66	виде в каком	2	1
67	можно было бы	3	1
68	ни в какой	2	1
69	что касается второго	1	1
70	то что в	1	1
71	собой все это	1	1
72	с этой точки	1	1
73	ставит в связь	1	1
74	и в частности	2	1
75	но и это	1	1
76	как раз в	1	1
77	и мн др	1	1
78	в эту пору	1	1
79	к вопросу о	1	1
80	в том же	1	1
81	того что в	1	1
82	в чем же	1	1
83	в известном смысле	2	1
84	по этому пути	1	1
85	приводит к тому	2	1
86	в такой же	3	1
87	с первого взгляда	1	1
88	все что мы	1	1
89	на этом пути	1	1
90	до наших дней	1	1
91	этой точки зрения	1	1
92	и тем что	1	1
93	собственном смысле этого	3	1
94	том виде в	1	1
95	во главе с	1	1
96	прежде всего от	1	1
97	от того что	2	1
98	мы видели уже	1	1
99	в свою очередь	3	1
100	в одном из	2	1
101	том что этот	1	1
102	что у него	1	1
103	не только не	1	1
104	он не имеет	1	1
105	и не является	1	1
106	той или иной	1	1
107	речь идет о	2	1
108	гораздо раньше чем	1	1
109	чтобы показать как	1	1
110	к изучению этих	1	1
111	одной и той	2	1
112	об этом мы	1	1
113	на то как	1	1
114	того чтобы стать	1	1
115	в плане чисто	1	1
116	сказать что это	1	1
117	самого последнего времени	1	1
118	для того чтобы	15	1
119	благодаря тому что	2	1
120	до самого последнего	1	1
121	но этого мало	1	1
