N	3gram	Losev_Prob_4	FransuaR
1	в то же	2	9
2	прежде всего в	1	4
3	в том числе	1	4
4	то есть в	6	4
5	в конце концов	1	4
6	в свою очередь	1	3
7	с точки зрения	11	3
8	за то что	1	3
9	так и в	1	3
10	в том что	8	3
11	а следовательно и	1	2
12	дело в том	1	2
13	более или менее	2	2
14	имеем в виду	3	2
15	о том как	1	2
16	но все это	1	2
17	то что в	1	2
18	том числе и	1	2
19	можно было бы	4	2
20	как и в	1	2
21	и все они	2	2
22	мы имеем в	1	2
23	в себе все	1	2
24	и может быть	1	1
25	что иное как	2	1
26	потому что он	2	1
27	силой и с	1	1
28	в эпоху возрождения	1	1
29	в чем же	1	1
30	не обходится и	1	1
31	на самом деле	3	1
32	как и его	1	1
33	но оказывается что	1	1
34	то же самое	6	1
35	сильных мира сего	1	1
36	пространства и времени	1	1
37	в мировой литературе	1	1
38	сам по себе	6	1
39	почти во всех	1	1
40	с ним как	1	1
41	по себе и	1	1
42	на самом же	2	1
43	божественная комедия данте	2	1
44	ведь это не	1	1
45	то что тот	1	1
46	и не в	1	1
47	точки зрения их	1	1
48	в это время	1	1
49	здесь как и	2	1
50	не что иное	2	1
51	как мы сказали	1	1
52	содержит в себе	8	1
53	в данном случае	5	1
54	не только в	4	1
55	здесь не в	2	1
56	к самому предмету	1	1
57	а также и	2	1
58	имеет ничего общего	2	1
59	и во всяком	3	1
60	о том что	3	1
61	не только для	2	1
62	в том или	2	1
63	эти заимствованы из	1	1
64	в связи с	3	1
65	обходится и без	1	1
66	здесь в ряд	1	1
67	из которой состоит	1	1
68	вовсе не являются	2	1
69	а только в	1	1
70	о котором мы	1	1
71	то есть только	1	1
72	есть не что	2	1
73	не есть нечто	1	1
74	во всяком случае	4	1
75	все эти образы	2	1
76	дело не обходится	1	1
77	том что они	1	1
78	это и есть	1	1
79	но в одном	1	1
80	ничего общего с	2	1
81	и тем самым	1	1
82	как и во	1	1
83	но и для	1	1
84	с самого начала	1	1
85	к тому же	2	1
86	был в своем	1	1
87	выходит за пределы	1	1
88	именно потому что	1	1
89	и прежде всего	2	1
90	самом же деле	2	1
91	в этом смысле	3	1
92	в другом случае	2	1
93	мы не знаем	1	1
94	по этому поводу	1	1
95	было бы сказать	1	1
96	так что в	1	1
97	не есть отвлеченное	1	1
98	как бы оно	1	1
99	свидетельствует о том	1	1
100	взятый сам по	2	1
101	не имеет ничего	2	1
