N	2gram	Trubetskoy_1	Myslijsy
1	потому что	5	49
2	для нас	2	31
3	то есть	1	30
4	и в	14	24
5	может быть	9	23
6	в сознании	3	23
7	то что	13	20
8	и не	19	19
9	в том	17	18
10	а не	2	18
11	что в	4	16
12	не только	9	15
13	по себе	2	15
14	того же	1	14
15	при этом	5	13
16	не в	4	13
17	было бы	5	13
18	то же	11	12
19	но не	4	12
20	мы можем	2	12
21	не может	22	12
22	мы не	1	11
23	таким образом	11	11
24	вместе с	4	11
25	если бы	6	11
26	что и	3	11
27	только в	5	11
28	тогда как	2	10
29	в себе	9	10
30	для него	6	10
31	и проч	1	10
32	тогда когда	4	10
33	так что	2	10
34	так как	4	10
35	в нем	5	9
36	вовсе не	1	9
37	то и	1	9
38	но и	10	9
39	как бы	4	9
40	точно так	2	9
41	и на	5	8
42	а только	1	8
43	в этом	17	8
44	более или	4	8
45	том что	9	8
46	или менее	4	8
47	в одно	1	8
48	могут быть	1	8
49	а в	5	8
50	во всех	5	7
51	с этим	2	7
52	мысль о	1	7
53	как и	4	7
54	всяком случае	6	7
55	не могут	4	7
56	быть может	1	7
57	прежде всего	8	7
58	тем что	3	7
59	душевной жизни	1	7
60	того что	3	7
61	во всяком	9	7
62	и т	3	6
63	и как	3	6
64	в состоянии	1	6
65	и того	1	6
66	одного и	1	6
67	тем не	1	6
68	в то	10	6
69	связи с	3	6
70	есть только	1	6
71	свою очередь	1	6
72	между тем	5	6
73	и только	5	6
74	на другие	1	6
75	не можем	2	6
76	с другой	1	6
77	не было	3	6
78	этого слова	1	6
79	не есть	3	6
80	в свою	1	6
81	столь же	1	5
82	что они	3	5
83	все же	4	5
84	бы не	1	5
85	на то	5	5
86	есть не	1	5
87	не менее	1	5
88	по крайней	1	5
89	с ним	2	5
90	вместе и	1	5
91	так и	1	5
92	о том	7	5
93	с другими	1	5
94	а потому	5	5
95	крайней мере	1	5
96	бы ни	2	5
97	из них	3	5
98	от того	4	5
99	для того	6	5
100	что не	1	5
101	и их	1	5
102	только для	2	5
103	или не	1	5
104	в которой	1	5
105	а между	5	4
106	в самом	3	4
107	к общему	1	4
108	еще не	3	4
109	что хотя	1	4
110	но в	2	4
111	уже не	2	4
112	из этих	3	4
113	только один	1	4
114	главным образом	3	4
115	и если	7	4
116	заключает в	1	4
117	то все	1	4
118	с тем	6	4
119	такой же	1	4
120	в котором	2	4
