N	3gram	Tiupa_Lite_3	StatiiOP
1	в том что	4	16
2	о том что	4	11
3	в этом отношении	5	9
4	вместе с тем	1	5
5	для того чтобы	1	5
6	к тому что	1	5
7	в одном из	2	3
8	и т п	1	3
9	с другой стороны	2	3
10	вопрос о том	1	3
11	в другом месте	1	2
12	в сочетании с	1	2
13	не только по	1	2
14	с точки зрения	3	2
15	в отличие от	5	2
16	бы то ни	2	2
17	то что в	1	2
18	как раз в	1	2
19	в значительной степени	1	2
20	то ни было	2	2
21	в этих словах	1	2
22	более или менее	1	2
23	но и с	1	2
24	не только не	1	2
25	в самом деле	2	2
26	на то что	2	2
27	тем не менее	1	2
28	к тому же	5	2
29	в этом его	1	1
30	ему кажется что	1	1
31	не говоря уже	4	1
32	на самом деле	1	1
33	такое отношение к	1	1
34	в первую очередь	1	1
35	в котором мы	1	1
36	в первые десятилетия	1	1
37	при этом и	1	1
38	говоря уже о	3	1
39	с тех пор	1	1
40	именно в этом	1	1
41	но одно дело	1	1
42	на этой почве	1	1
43	в данном случае	4	1
44	или иначе в	1	1
45	но он и	1	1
46	по большей части	2	1
47	и вместе с	2	1
48	то что ей	1	1
49	так или иначе	2	1
50	самого себя и	1	1
51	в связи с	1	1
52	а прежде всего	1	1
53	я не могу	1	1
54	и в том	1	1
55	по отношению к	4	1
56	то же время	7	1
57	по мнению автора	1	1
58	в том чтобы	2	1
59	в свою очередь	1	1
60	ничего общего с	1	1
61	что у меня	1	1
62	с того что	1	1
63	внимание лишь на	1	1
64	во второй половине	1	1
65	в то же	7	1
66	в том числе	3	1
67	в истории русской	1	1
68	в отношении к	1	1
69	в какой-то мере	1	1
