N	3gram	Vygotskiy__3	UchenyiS
1	не может быть	1	4
2	с другой стороны	5	3
3	а между тем	1	2
4	в самом деле	18	2
5	то же самое	8	2
6	до сих пор	5	2
7	в этом отношении	1	2
8	на каждом шагу	1	2
9	в том что	11	2
10	и то что	3	2
11	так много в	1	1
12	том что она	1	1
13	чем то что	1	1
14	больше чем то	1	1
15	не в том	2	1
16	очевидно что и	1	1
17	которые подходят к	1	1
18	это было бы	1	1
19	более или менее	1	1
20	имеем в виду	1	1
21	в точном смысле	1	1
22	в сторону от	1	1
23	мы можем его	1	1
24	что для него	1	1
25	в этом плане	1	1
26	определяется не столько	1	1
27	идет не о	1	1
28	между тем в	2	1
29	в той же	1	1
30	не было бы	1	1
31	с тем что	1	1
32	и что все	1	1
33	но конечно не	1	1
34	можно сказать что	1	1
35	точном смысле этого	1	1
36	на то что	12	1
37	конечно не в	1	1
38	говорит он в	1	1
39	что она должна	2	1
40	которые могли бы	1	1
41	как раз обратное	1	1
42	уж тем что	1	1
43	что все они	1	1
44	в данном случае	2	1
45	с одной стороны	5	1
