N	2gram	Bakhtin_fo_2	StatiiOP
1	и в	46	25
2	в этом	22	24
3	в том	10	20
4	что он	3	19
5	может быть	7	19
6	тем что	3	19
7	что в	5	19
8	том что	4	15
9	в этой	2	14
10	и пр	2	13
11	не только	11	12
12	в его	8	12
13	то что	7	12
14	в этих	3	11
15	так что	4	11
16	таким образом	3	10
17	прежде всего	14	10
18	и не	9	10
19	у него	9	9
20	но и	9	9
21	и т	14	8
22	все это	6	8
23	о том	4	8
24	это было	1	8
25	с этим	5	7
26	это не	2	7
27	было бы	2	7
28	в то	5	7
29	не может	2	7
30	точки зрения	10	7
31	место в	4	6
32	и на	7	6
33	как в	4	6
34	из этих	4	6
35	не в	9	6
36	в трагедии	1	6
37	между тем	1	6
38	только в	11	6
39	т п	11	6
40	в конце	2	6
41	как бы	10	6
42	а в	3	6
43	как на	2	6
44	то же	8	5
45	но в	10	5
46	он не	5	5
47	об этом	1	5
48	ни в	1	5
49	мы имеем	2	5
50	в котором	4	5
51	потому что	8	5
52	и это	2	5
53	так и	7	5
54	в них	7	5
55	у шекспира	1	5
56	с другой	2	5
57	а не	4	5
58	того что	3	5
59	другой стороны	1	5
60	например в	1	4
61	в которой	1	4
62	время как	1	4
63	в чем	1	4
64	точка зрения	3	4
65	в общем	1	4
66	все же	6	4
67	не было	3	4
68	и к	2	4
69	то в	2	4
70	на его	1	4
71	в каждом	1	4
72	лишь в	2	4
73	на протяжении	3	4
74	и тем	1	4
75	с тем	2	4
76	как и	8	4
77	а как	1	4
78	у нас	2	4
79	в устах	1	4
80	с точки	8	4
81	этом отношении	2	4
82	в ней	1	4
83	и с	6	4
84	если бы	1	4
85	можно сказать	2	4
86	а также	3	4
87	мы видим	2	4
88	всего в	3	4
89	в качестве	3	4
90	и др	5	4
91	отношение к	3	4
92	то время	1	4
93	в особенности	6	4
94	в речи	1	4
95	это есть	1	4
96	что здесь	2	4
97	в смысле	5	4
98	и для	9	4
99	в отдельных	1	4
100	но это	2	4
101	сказать что	1	4
102	в своей	1	4
103	во всяком	2	4
104	говорить о	2	3
105	подчеркнуть что	1	3
106	он был	2	3
107	с его	1	3
108	кроме того	3	3
109	что по	1	3
110	и наконец	6	3
111	все эти	5	3
112	всех этих	7	3
113	на этом	2	3
114	от нее	1	3
115	в другом	3	3
116	о которых	1	3
117	несмотря на	1	3
118	нет никакого	1	3
119	в их	3	3
120	но он	2	3
121	и более	2	3
122	на эти	1	3
123	тому что	1	3
124	во время	10	3
125	трагедии в	1	3
126	же время	4	3
127	связи с	8	3
128	и здесь	1	3
129	что все	2	3
130	и что	1	3
131	по этому	1	3
132	и его	12	3
133	уже не	3	3
134	уже в	4	3
135	для него	3	3
136	так как	6	3
137	в некоторых	2	3
138	в системе	1	3
139	не является	3	3
140	связан с	1	3
141	одной стороны	1	3
142	до конца	2	3
143	в рассказе	1	3
144	его как	1	3
145	в связи	8	3
146	каждая из	1	3
147	с этой	4	3
148	между прочим	1	3
149	этого рода	1	3
150	в стихотворении	1	3
151	тем более	3	3
152	конце концов	1	3
153	все они	3	3
154	к этому	3	3
155	в виде	1	3
156	самом деле	1	2
157	такое же	1	2
158	выходит из	1	2
159	в сущности	2	2
160	того же	3	2
161	в каждой	1	2
162	разумеется не	1	2
163	не был	2	2
164	во всех	11	2
165	тем как	1	2
166	но как	1	2
167	если в	2	2
168	вступают в	2	2
169	нет и	3	2
170	большое значение	2	2
171	что они	4	2
172	трагедии например	1	2
173	более и	1	2
174	им в	1	2
175	его к	1	2
176	в самом	1	2
177	формы в	1	2
178	время чумы	1	2
179	и тот	1	2
180	имеем в	3	2
181	так сказать	7	2
182	с чувством	1	2
183	т д	3	2
184	не как	1	2
185	в сей	1	2
186	чтобы в	1	2
187	этой темы	1	2
188	и по	3	2
189	но все	1	2
190	то есть	10	2
191	ее в	3	2
192	он и	1	2
193	жизни но	2	2
194	мы не	1	2
195	такой же	1	2
196	и тогда	1	2
197	не мог	2	2
198	не столько	1	2
199	в которых	3	2
200	точку зрения	1	2
201	которые в	1	2
202	в прямом	2	2
203	сам он	1	2
204	в отношении	2	2
205	как можно	3	2
206	самого начала	1	2
207	на котором	2	2
208	одна из	1	2
209	не имеет	1	2
210	никогда не	6	2
211	и всегда	2	2
212	слова как	1	2
213	этих двух	1	2
214	более что	2	2
215	он хочет	1	2
216	начиная с	1	2
217	могут быть	2	2
218	к тому	3	2
219	темы и	1	2
220	для того	8	2
221	должен быть	1	2
222	как мы	6	2
223	с ее	1	2
224	в виду	3	2
225	без всякого	2	2
226	на основе	3	2
227	с самого	1	2
228	времени и	1	2
229	и которые	1	2
230	до нас	1	2
231	внимание на	1	2
232	с одной	2	2
233	и во	6	2
234	борьба с	3	2
235	в форме	3	2
236	и только	2	2
237	и других	2	2
238	еще не	6	2
239	и ее	1	2
240	в уста	2	2
241	есть в	1	2
242	и у	5	2
243	него есть	2	2
