N	3gram	Losev_Prob_2	Istorich
1	и т д	6	24
2	так же как	1	12
3	в этих случаях	1	7
4	до сих пор	4	5
5	точно так же	3	5
6	и то что	7	5
7	же как и	1	4
8	с другой стороны	5	4
9	не может быть	3	4
10	но все же	1	4
11	что иное как	3	3
12	в этом случае	7	3
13	в данном случае	5	3
14	в одном случае	1	3
15	на то что	4	3
16	не что иное	3	3
17	о том что	14	2
18	мы имеем в	1	2
19	дает нам право	1	2
20	то же самое	5	2
21	не только в	2	2
22	тем что он	1	2
23	содержит в себе	2	2
24	так и в	1	2
25	в другом случае	1	2
26	в связи с	5	2
27	тем не менее	12	2
28	что имеется в	1	1
29	на том что	1	1
30	вовсе не есть	10	1
31	который при помощи	1	1
32	другими словами если	1	1
33	что в данном	1	1
34	подобно тому как	2	1
35	в том числе	2	1
36	внимание на то	1	1
37	имеется в виду	2	1
38	и не только	1	1
39	что в этом	1	1
40	их в дальнейшем	1	1
41	но для нас	1	1
42	и не может	1	1
43	и тут же	2	1
44	в зависимости от	1	1
45	но и в	3	1
46	не имеет никакого	2	1
47	нельзя сказать что	1	1
48	бы мы ни	1	1
49	и только после	1	1
50	совершенно ясно что	1	1
51	только при помощи	1	1
52	может быть только	2	1
53	и в этих	1	1
54	может быть и	2	1
55	мы и здесь	1	1
56	о том как	1	1
57	так как иначе	3	1
58	то время как	1	1
59	здесь не будем	1	1
60	здесь мы имеем	1	1
61	не потому что	1	1
62	и что здесь	1	1
63	но эта связь	1	1
64	мы здесь не	1	1
65	и то же	1	1
66	здесь не может	1	1
67	но вместе с	1	1
68	с нашей точки	1	1
69	то что она	2	1
70	потому что мы	1	1
71	вместе с тем	1	1
72	что же это	1	1
73	есть не что	3	1
74	мы можем здесь	1	1
75	не есть нечто	1	1
76	что такого рода	1	1
77	между собой и	2	1
78	как будто бы	5	1
79	мы не можем	1	1
80	а не просто	2	1
81	в то время	1	1
82	что мы считаем	1	1
83	это и есть	2	1
84	об этом мы	1	1
85	ничего общего с	2	1
86	в целом и	1	1
87	и тем самым	1	1
88	но даже в	1	1
89	быть только тогда	1	1
90	нашей точки зрения	1	1
91	же это за	1	1
92	можно сказать что	3	1
93	он может быть	1	1
94	не менее он	1	1
95	в узком смысле	1	1
96	только тогда когда	3	1
97	мы уже встречались	1	1
98	со стороны их	1	1
