N	3gram	Vygotskiy__5	Literetu
1	в том что	14	11
2	состоит в том	2	5
3	в отличие от	2	5
4	в данном случае	2	4
5	не только в	2	4
6	в конечном счете	1	4
7	с этой точки	1	3
8	в русской литературе	1	3
9	этой точки зрения	1	3
10	дело в том	1	2
11	по отношению к	1	2
12	с точки зрения	2	2
13	в этом отношении	3	2
14	из того что	3	2
15	и то что	3	2
16	не могло быть	1	2
17	с одной стороны	12	2
18	чуть ли не	1	2
19	о том что	6	2
20	во время чумы	1	1
21	в другом месте	1	1
22	на том что	1	1
23	не в состоянии	3	1
24	в качестве своего	2	1
25	только потому что	1	1
26	другой стороны он	1	1
27	в последнее время	1	1
28	иметь в виду	3	1
29	онегина и татьяны	3	1
30	мы никогда не	2	1
31	одним и тем	3	1
32	на самом деле	2	1
33	на то что	16	1
34	во многих случаях	1	1
35	в ответ на	1	1
36	том что он	1	1
37	в одной из	1	1
38	следующим образом если	1	1
39	в зависимости от	6	1
40	по отношению ко	1	1
41	в произведение искусства	1	1
42	в первой главе	1	1
43	к тому чтобы	1	1
44	можно было бы	3	1
45	том или ином	1	1
46	это приводит к	1	1
47	в лучшем случае	3	1
48	по крайней мере	1	1
49	по этому поводу	4	1
50	с той же	1	1
51	и в частности	1	1
52	речевого материала и	2	1
53	и тем же	3	1
54	в самом деле	5	1
55	по существу в	1	1
56	жизни но и	1	1
57	на задний план	1	1
58	в себя и	1	1
59	как один из	1	1
60	и в этом	1	1
61	в произведении искусства	1	1
62	по тому же	1	1
63	в евгении онегине	1	1
64	а с другой	4	1
65	а не как	1	1
66	тех пор пока	2	1
67	уже в первой	1	1
68	в целом ряде	1	1
69	с другой стороны	5	1
70	не может и	1	1
71	не может быть	2	1
72	едва ли не	1	1
73	именно в том	2	1
74	не мог бы	1	1
75	только то что	1	1
76	ничего общего с	1	1
77	до тех пор	2	1
78	в свою очередь	1	1
79	во внешнем мире	1	1
80	пример в этом	1	1
81	и того же	2	1
82	до сих пор	5	1
83	с самого начала	3	1
84	с собой в	1	1
85	не может стать	1	1
86	одного и того	2	1
87	в каком отношении	2	1
88	мы имеем дело	1	1
89	в полной мере	1	1
90	и тем более	1	1
91	в состав произведения	1	1
92	на одном из	1	1
