N	2gram	Berdyaev_M_1	Hudozhes
1	том что	3	16
2	и в	28	14
3	так и	1	13
4	не только	29	12
5	о том	2	12
6	в том	6	12
7	а не	25	12
8	и т	1	11
9	в себе	7	11
10	в этом	20	11
11	прежде всего	10	11
12	в своей	15	10
13	для него	11	10
14	как и	5	9
15	что он	10	9
16	у него	17	9
17	по отношению	2	8
18	в этой	6	8
19	как в	2	8
20	то что	5	8
21	т п	1	8
22	ничего не	3	8
23	в его	9	8
24	между тем	1	8
25	отношению к	2	8
26	в то	2	8
27	еще не	1	7
28	это не	5	7
29	не в	16	7
30	казалось бы	1	7
31	личности в	2	7
32	к тому	3	7
33	быть может	7	7
34	уже не	4	7
35	не может	28	7
36	как бы	2	7
37	а в	4	7
38	человека в	13	6
39	было бы	10	6
40	никогда не	14	6
41	жизни в	2	6
42	что в	10	6
43	самом деле	1	5
44	с его	3	5
45	человеческих отношений	1	5
46	но в	7	5
47	об этом	1	5
48	точки зрения	4	5
49	не менее	1	5
50	и его	9	5
51	потому что	16	5
52	к себе	1	5
53	и он	12	5
54	можно было	1	5
55	только в	6	5
56	может быть	30	5
57	но и	25	5
58	в частности	1	5
59	к жизни	1	5
60	интерес к	3	5
61	в этих	4	5
62	жизни и	2	5
63	к другому	1	4
64	мы уже	1	4
65	он уже	6	4
66	и о	1	4
67	в ней	15	4
68	в центре	2	4
69	в своем	10	4
70	и к	2	4
71	в самом	11	4
72	та же	1	4
73	что она	1	4
74	он не	24	4
75	и с	3	4
76	этой связи	1	4
77	с ним	2	4
78	она не	4	4
79	в русской	1	4
80	по своей	2	4
81	как будто	2	4
82	в духе	1	4
83	и это	12	4
84	того что	7	4
85	один из	4	4
86	и быть	1	4
87	себя в	3	4
88	в конце	7	4
89	не было	18	4
90	и все	10	4
91	человеческой жизни	2	4
92	т е	2	4
93	и от	2	4
94	в мире	10	3
95	и на	6	3
96	в ее	3	3
97	как к	1	3
98	все же	2	3
99	но он	9	3
100	в нем	13	3
101	и по	4	3
102	на этом	3	3
103	лишь в	6	3
104	его в	3	3
105	с этим	3	3
106	в своих	1	3
107	несет в	1	3
108	она в	1	3
109	возвращается к	2	3
110	все эти	2	3
111	тем что	4	3
112	того чтобы	2	3
113	в пределах	1	3
114	приводит к	2	3
115	и когда	2	3
116	еще в	2	3
117	если бы	2	3
118	о нем	2	3
119	но не	8	3
120	будто бы	3	3
121	как его	1	3
122	и даже	1	3
123	то и	1	3
124	в творчестве	10	3
125	по своему	2	3
126	и для	2	3
127	от него	4	3
128	к этой	2	3
129	я и	1	2
130	начинается с	1	2
131	на самом	1	2
132	момент когда	1	2
133	в их	4	2
134	мы не	1	2
135	вопрос о	2	2
136	не была	3	2
137	жизни как	1	2
138	мы читаем	1	2
139	для других	1	2
140	если в	1	2
141	себе и	2	2
142	человека его	3	2
143	же мало	1	2
144	в одной	1	2
