N	2gram	Tiupa_Lite_1	Problemy
1	и в	8	35
2	как бы	7	31
3	и не	12	27
4	что он	5	24
5	в его	7	21
6	но в	3	19
7	как и	6	18
8	к себе	3	18
9	не может	5	18
10	себе самому	1	18
11	о себе	4	17
12	к другому	1	16
13	в нем	2	16
14	то есть	6	16
15	то же	5	15
16	с самим	1	15
17	и все	1	15
18	в сущности	2	14
19	в этом	12	14
20	и его	4	14
21	для него	2	14
22	может быть	13	14
23	но и	17	14
24	он не	1	13
25	что я	2	13
26	к нему	1	13
27	и с	1	12
28	в другом	2	12
29	у достоевского	2	12
30	прежде всего	11	12
31	в пределах	3	11
32	в то	5	11
33	самом деле	2	10
34	не только	24	10
35	не в	8	10
36	же время	5	10
37	героя и	1	10
38	то что	10	10
39	а я	1	10
40	на самом	1	9
41	самим собою	2	9
42	в отношении	1	9
43	я не	7	8
44	все же	4	8
45	самого начала	1	8
46	как мы	1	8
47	с самого	1	8
48	так и	4	8
49	себя и	1	8
50	потому что	3	8
51	еще не	4	7
52	с его	5	7
53	самим собой	2	7
54	лишь в	4	7
55	таким образом	3	7
56	для себя	5	7
57	и сам	6	7
58	в виде	1	7
59	вовсе не	1	7
60	что же	1	7
61	себя самого	1	7
62	точки зрения	6	7
63	а в	3	7
64	отношении к	1	7
65	отношению к	2	7
66	и на	1	6
67	он сам	1	6
68	но не	4	6
69	по отношению	3	6
70	отношение к	1	6
71	что они	1	6
72	чужого слова	1	6
73	в самом	3	6
74	в плане	1	6
75	в каждом	1	6
76	в слове	2	6
77	к тому	2	6
78	в одном	1	6
79	и что	1	6
80	только в	8	6
81	слова в	1	6
82	и т.п	4	6
83	стремится к	1	6
84	от него	1	6
85	не знает	1	6
86	что в	3	6
87	и то	2	5
88	как в	5	5
89	в себе	7	5
90	я вам	1	5
91	он и	3	5
92	от себя	2	5
93	в конце	4	5
94	даже в	2	5
95	во время	1	5
96	на него	1	5
97	да и	3	5
98	в том	16	5
99	и даже	3	5
100	к своему	1	5
101	как к	1	5
102	самому и	1	5
103	во внутреннем	1	4
104	в мире	2	4
105	он в	1	4
106	в чем	1	4
107	же и	3	4
108	та же	2	4
109	и вот	1	4
110	но все	1	4
111	чужого сознания	4	4
112	его в	3	4
113	в них	1	4
114	в эту	1	4
115	в своей	4	4
116	от чужого	1	4
117	никогда не	4	4
118	как раз	4	4
119	как будто	2	4
120	сознания и	1	4
121	еще в	4	4
122	он говорил	1	4
123	между тем	2	4
124	другого в	3	4
125	наконец в	1	4
126	и у	1	4
127	только на	2	4
128	всяком случае	2	4
129	так как	1	4
130	не о	1	4
131	у него	3	4
132	тем что	2	4
133	или иной	2	4
134	с другой	3	4
135	и прежде	3	4
136	с другом	1	4
137	что не	2	4
138	в стиле	1	4
139	до конца	1	4
140	а не	16	4
141	но как	1	4
142	в творчестве	1	4
143	в той	1	4
144	к чужому	1	4
145	но зато	1	4
146	я в	5	4
147	тот же	1	4
148	во всяком	3	4
149	если б	1	3
150	за собой	1	3
151	достоевского в	1	3
152	говорить о	1	3
153	слез в	1	3
154	в виду	3	3
155	бы то	1	3
156	во всех	1	3
157	установкой на	1	3
158	в общем	1	3
159	за пределы	2	3
160	в одной	1	3
161	в целом	8	3
162	все эти	2	3
163	тому же	2	3
164	то ни	1	3
165	знает что	1	3
166	было бы	2	3
167	эту минуту	1	3
168	этого не	2	3
169	с тем	1	3
170	такой же	1	3
171	в котором	1	3
172	к одному	1	3
173	не как	4	3
174	собой и	1	3
175	раз и	2	3
176	с миром	4	3
177	но только	1	3
178	к концу	1	3
179	только с	1	3
180	и т.д	1	3
181	с ее	1	3
182	в ее	1	3
183	и говорит	1	3
184	сводится к	3	3
185	время не	1	3
186	и во	1	3
187	что и	1	3
188	это не	4	3
189	достоевского это	1	3
190	того что	6	3
191	одного сознания	1	3
192	нуждается в	3	3
193	он уже	1	3
194	со всеми	1	3
195	уже не	7	3
196	уже в	5	3
197	из них	4	3
198	в диалоге	1	3
199	другого и	1	3
200	а с	1	3
201	своего собственного	1	3
202	в последующем	1	3
203	эти слова	1	3
204	сам не	1	3
205	должно быть	1	3
206	в начале	1	3
207	не мог	3	3
208	и от	1	3
209	это как	2	3
210	я как	1	3
211	только что	1	3
212	ни было	1	3
213	и вдруг	1	3
214	том что	14	3
215	сказать что	1	3
216	другой стороны	1	3
217	я и	7	2
218	например в	3	2
219	чтобы не	2	2
220	диалоге с	1	2
221	показать что	1	2
222	из его	2	2
223	проникает в	1	2
224	и этот	1	2
225	а как	2	2
226	уверен что	1	2
227	на чужое	1	2
228	в которых	1	2
229	быть в	1	2
230	столь же	4	2
231	что его	3	2
232	бы не	3	2
233	отличие от	5	2
234	не просто	1	2
235	теперь не	1	2
236	однако в	2	2
237	в своем	11	2
238	мы можем	1	2
239	и слова	1	2
240	и как	1	2
241	них он	1	2
242	в которой	1	2
243	как он	2	2
244	можно лишь	1	2
245	так сказать	1	2
246	при этом	19	2
247	внутреннего и	1	2
248	и по	1	2
249	на этом	2	2
250	ни был	1	2
251	бы они	1	2
252	а затем	1	2
253	той же	3	2
254	это было	1	2
255	кажется что	1	2
256	и вы	1	2
257	и того	2	2
258	в этих	1	2
259	места в	1	2
260	как все	2	2
261	с точки	2	2
262	в отличие	5	2
263	своего рода	11	2
264	тому чтобы	1	2
265	на всю	1	2
266	между двумя	1	2
267	вопрос о	1	2
268	если и	1	2
269	не менее	7	2
270	его внутренняя	1	2
271	своего героя	2	2
272	о них	1	2
273	подобно тому	2	2
274	и внешнего	1	2
275	по своей	3	2
276	голоса в	1	2
277	же слова	1	2
278	строится как	1	2
279	и он	1	2
280	существенный момент	1	2
281	что вы	1	2
282	из их	1	2
283	ну и	1	2
284	так в	1	2
285	приводит к	3	2
286	в дальнейшем	1	2
287	с собой	4	2
288	можно было	2	2
289	на нее	1	2
290	мог бы	1	2
291	для этого	4	2
292	о нем	1	2
293	на другого	2	2
294	о том	2	2
295	на вопрос	1	2
296	и пусть	1	2
297	среди других	1	2
298	одной из	1	2
299	что даже	1	2
300	то в	1	2
301	иной характер	1	2
302	в произведении	1	2
303	себя в	6	2
304	со своим	1	2
305	в сторону	1	2
306	в большинстве	1	2
307	в жизни	6	2
308	большинстве случаев	1	2
309	в душе	3	2
310	за ним	1	2
311	чего бы	1	2
312	мы знаем	1	2
313	это место	1	2
314	друг друга	4	2
315	не случайно	2	2
316	уже и	1	2
317	тогда в	1	2
318	один в	1	2
319	для вас	2	2
320	всю жизнь	1	2
321	в рассказе	1	2
322	становится для	1	2
323	вместе с	1	2
324	не знал	1	2
325	тому как	2	2
326	с тобой	1	2
327	из этого	1	2
328	с этой	5	2
329	но для	1	2
330	пока еще	1	2
331	это уже	2	2
332	сущности не	1	2
333	или в	1	2
334	в силах	1	2
335	обращается к	2	2
336	хотя бы	2	2
337	но эти	1	2
338	ни на	1	2
339	путь к	1	1
340	ту же	2	1
341	кто бы	1	1
342	одним из	5	1
343	ты когда	1	1
344	так я	1	1
345	по преимуществу	4	1
346	характер это	1	1
347	этого он	1	1
348	в их	3	1
349	несколько иной	1	1
350	есть не	1	1
351	духовных исканий	2	1
352	мы не	1	1
