N	2gram	Bakhtin_Pr_3	Analitik
1	не только	4	22
2	и в	53	18
3	как и	11	14
4	так и	6	14
5	в этом	8	14
6	и его	10	13
7	но и	7	13
8	том что	5	12
9	в качестве	1	12
10	и не	15	12
11	при этом	3	11
12	повестей белкина	1	11
13	то есть	48	10
14	а в	2	10
15	как бы	14	10
16	что в	2	9
17	может быть	12	9
18	а не	11	9
19	в том	14	9
20	со своей	1	8
21	с его	2	8
22	своего рода	3	8
23	и даже	2	8
24	по отношению	2	7
25	в его	8	7
26	с другой	2	7
27	но не	5	7
28	отношению к	1	7
29	еще не	5	6
30	в этой	1	6
31	он не	3	6
32	в их	2	6
33	не в	2	6
34	о том	2	6
35	в начале	2	6
36	того же	2	5
37	той же	5	5
38	мы имеем	1	5
39	в самом	2	5
40	в слове	1	5
41	в мире	5	5
42	или иной	1	5
43	в сущности	10	5
44	что и	3	5
45	между тем	2	5
46	уже не	1	5
47	в конце	3	5
48	никогда не	2	5
49	и т.п	31	5
50	прежде всего	15	5
51	в результате	1	5
52	другой стороны	1	5
53	и на	18	4
54	столь же	1	4
55	что он	4	4
56	в своем	1	4
57	и к	5	4
58	таким образом	6	4
59	состоит в	1	4
60	тем самым	1	4
61	имеем дело	1	4
62	не менее	3	4
63	шекспира и	1	4
64	внимание на	1	4
65	можно сказать	8	4
66	крайней мере	1	4
67	далеко не	2	4
68	по крайней	1	4
69	и а	1	4
70	о чем	1	4
71	перед нами	5	4
72	я и	1	3
73	здесь и	4	3
74	по его	1	3
75	мы не	4	3
76	говорить о	2	3
77	в целом	1	3
78	уже в	2	3
79	здесь не	4	3
80	что они	1	3
81	как в	7	3
82	с этим	2	3
83	что касается	2	3
84	из этих	1	3
85	с их	2	3
86	тому же	2	3
87	нашего времени	1	3
88	в году	1	3
89	то же	6	3
90	в каждом	4	3
91	его в	2	3
92	лишь на	1	3
93	точки зрения	4	3
94	и без	3	3
95	все это	8	3
96	в то	5	3
97	ничего не	6	3
98	же время	5	3
99	личности в	1	3
100	той или	1	3
101	с ее	1	3
102	в ее	3	3
103	жизнь и	1	3
104	восходит к	1	3
105	именно в	2	3
106	было бы	5	3
107	дело с	1	3
108	во всем	2	3
109	по воле	1	3
110	этом отношении	1	3
111	в особенности	2	3
112	еще и	1	3
113	что не	1	3
114	не было	4	3
115	не всегда	1	3
116	он и	1	3
117	вступает в	1	3
118	его как	1	3
119	как это	2	3
120	впервые в	2	3
121	к этому	4	3
122	во сне	5	3
123	например в	5	2
124	от своей	1	2
125	с изображением	1	2
126	в литературу	4	2
127	есть не	1	2
128	жанровой традиции	7	2
129	а для	2	2
130	и он	1	2
131	в ней	7	2
132	во всех	12	2
133	со всеми	8	2
134	в общем	1	2
135	отличие от	1	2
136	это и	1	2
137	и той	2	2
138	когда он	1	2
139	могли бы	1	2
140	как уже	1	2
141	но в	5	2
142	не такое	1	2
143	все эти	9	2
144	в тех	1	2
145	в себе	5	2
146	так сказать	5	2
147	на его	3	2
148	что она	1	2
149	в нем	10	2
150	о которой	1	2
151	видеть в	1	2
152	не как	1	2
153	о его	1	2
154	например как	2	2
155	одной и	1	2
156	и по	3	2
157	и ту	1	2
158	это не	6	2
159	с самим	5	2
160	авторской позиции	2	2
161	в жизни	8	2
162	в них	2	2
163	о которых	1	2
164	несмотря на	2	2
165	или точнее	1	2
166	с точки	2	2
167	в отличие	1	2
168	тем не	2	2
169	но они	4	2
170	жанры как	1	2
171	жизненных позиций	1	2
172	даже в	1	2
173	вплоть до	4	2
174	одна из	7	2
175	по своей	9	2
176	углом зрения	4	2
177	художественной литературы	2	2
178	в момент	1	2
179	могут быть	4	2
180	подход к	1	2
181	в себя	6	2
182	в дальнейшем	7	2
183	поэтому в	1	2
184	об этом	1	2
185	жанровая ситуация	1	2
186	и здесь	1	2
187	или иным	1	2
188	и т.д	2	2
189	в глазах	1	2
190	в форме	6	2
191	дистанция между	1	2
192	один из	6	2
193	но с	1	2
194	обе эти	3	2
195	только в	4	2
196	тем или	1	2
197	который как	1	2
198	и ее	6	2
199	все они	1	2
200	для всех	2	2
201	вопроса о	1	2
202	в большинстве	4	2
203	а напротив	1	2
204	всяком случае	1	2
205	нуждается в	1	2
206	не для	1	2
207	произведения и	1	2
208	мы можем	5	2
209	тем что	2	2
210	и прежде	6	2
211	в романе	1	2
212	говорит о	2	2
213	в соответствии	2	2
214	там где	1	2
215	связь с	2	2
216	не может	2	2
217	о себе	2	2
218	вместе с	2	2
219	и потому	5	2
220	по своему	6	2
221	в той	2	2
222	истории не	1	2
223	да и	2	2
224	этого слова	1	2
225	и для	4	2
226	и от	3	2
227	мира и	2	2
228	хотя и	4	2
229	и все	10	2
230	личности и	1	2
231	то что	9	2
232	сказать что	10	2
233	себе самому	6	2
234	к числу	1	2
235	никогда в	1	2
236	а также	4	2
237	во всяком	1	2
238	а между	2	1
239	человека и	7	1
240	отделен от	1	1
241	связана с	2	1
242	на самом	1	1
243	позиций в	1	1
244	не признает	1	1
245	фольклора и	1	1
246	из самых	2	1
247	и до	5	1
248	их внешней	1	1
249	в зависимости	2	1
250	есть на	1	1
251	собою в	2	1
252	мы уже	5	1
253	событие это	1	1
254	на первом	1	1
255	и взаимное	1	1
256	у тебя	1	1
257	что если	1	1
258	единство и	1	1
259	что иное	1	1
260	план в	1	1
261	я не	4	1
262	мы и	2	1
263	жанров в	1	1
264	зависимости от	2	1
265	о судьбе	1	1
266	и был	1	1
267	произведения со	1	1
268	проявляется в	4	1
269	в таком	2	1
270	он был	1	1
271	он сам	4	1
272	иное как	1	1
273	этом и	1	1
274	время в	1	1
275	всего этого	1	1
276	у бальзака	3	1
277	в сюжете	1	1
278	суда над	2	1
279	все больше	1	1
280	мы будем	1	1
281	не все	1	1
282	вступают в	2	1
283	отношение к	6	1
284	друг от	1	1
285	за пределы	1	1
286	к литературе	1	1
287	один и	1	1
288	благословение и	1	1
289	в истории	3	1
290	в акте	1	1
291	независимо от	1	1
292	глубоким и	1	1
293	такова его	1	1
294	к обновлению	1	1
295	в полном	1	1
296	сон с	1	1
297	напомним что	1	1
298	себе не	1	1
299	поскольку мы	1	1
300	и отчасти	2	1
