N	2gram	Tiupa_Anal_2	VerxiiNi
1	и в	16	26
2	таким образом	2	22
3	в этом	18	15
4	вместе с	2	15
5	точки зрения	4	13
6	как бы	10	12
7	в том	12	11
8	из этих	1	10
9	не только	16	10
10	может быть	6	10
11	связи с	1	9
12	так как	1	9
13	но и	12	9
14	что в	2	9
15	но не	4	8
16	в общем	2	8
17	с другой	6	8
18	и не	12	8
19	как на	1	8
20	но в	6	7
21	из них	3	7
22	том что	12	7
23	потому что	1	7
24	к нему	1	7
25	с одной	5	7
26	то что	7	7
27	одной стороны	4	7
28	того же	4	6
29	все эти	1	6
30	в себе	7	6
31	с точки	2	6
32	в отношении	1	6
33	к тому	7	6
34	так и	15	6
35	и т.д	3	6
36	о том	7	6
37	в конце	4	6
38	что и	3	6
39	несмотря на	3	6
40	и потому	1	6
41	все это	4	6
42	мы должны	1	6
43	и к	5	5
44	тому же	4	5
45	в силу	1	5
46	в мире	6	5
47	лишь в	9	5
48	или менее	1	5
49	по крайней	3	5
50	не имеет	2	5
51	никогда не	3	5
52	с другом	1	5
53	в его	2	5
54	крайней мере	3	5
55	а не	10	5
56	друг с	1	5
57	и для	2	5
58	так же	2	5
59	одной из	3	5
60	более или	1	5
61	в котором	2	4
62	то же	4	4
63	в самом	6	4
64	в этой	9	4
65	и по	1	4
66	что все	2	4
67	то есть	9	4
68	он не	2	4
69	далеко не	1	4
70	попадает в	3	4
71	и тогда	1	4
72	в то	2	4
73	в нем	1	4
74	а в	3	4
75	и что	1	4
76	только в	4	4
77	на этот	2	4
78	не может	4	4
79	в этих	2	4
80	не вполне	1	3
81	в своем	4	3
82	когда он	1	3
83	и как	1	3
84	в которой	1	3
85	так или	1	3
86	и те	1	3
87	и если	3	3
88	при этом	10	3
89	всегда и	1	3
90	и при	1	3
91	тем не	3	3
92	если бы	3	3
93	не менее	4	3
94	как о	3	3
95	представляет собой	8	3
96	и о	1	3
97	можно сказать	4	3
98	в значительной	2	3
99	путь к	1	3
100	того что	2	3
101	хотя бы	1	3
102	в качестве	11	3
103	так что	3	3
104	уже не	4	3
105	связывается с	2	3
106	для него	4	3
107	в одном	2	3
108	к ним	1	3
109	и даже	9	3
110	или иначе	1	3
111	с ней	1	3
112	в связи	1	3
113	в рамках	3	3
114	а так	1	3
115	с этой	1	3
116	в результате	3	3
117	отношению к	4	3
118	к этому	2	3
119	в таком	2	3
120	точно так	1	3
121	и больше	1	2
122	его не	1	2
123	мы имеем	3	2
124	грань между	2	2
125	еще не	2	2
126	и на	6	2
127	с его	1	2
128	во всех	4	2
129	отличаются от	1	2
130	и наконец	1	2
131	он в	4	2
132	на то	2	2
133	не к	1	2
134	не как	1	2
135	его от	3	2
136	состоит в	8	2
137	его можно	1	2
138	связан с	1	2
139	те же	2	2
140	них не	2	2
141	в глазах	1	2
142	в них	1	2
143	к которым	1	2
144	но если	1	2
145	что о	1	2
146	с идеей	1	2
147	взгляд на	1	2
148	которые в	1	2
149	не в	4	2
150	вплоть до	1	2
151	тогда когда	1	2
152	только не	4	2
153	выхода из	1	2
154	в разных	1	2
155	же время	2	2
156	с одним	1	2
157	и является	4	2
158	и после	1	2
159	так например	2	2
160	самой этой	1	2
161	этом отношении	3	2
162	ему в	3	2
163	и здесь	1	2
164	начиная с	1	2
165	выход из	1	2
166	и другой	1	2
167	похож на	1	2
168	отличается от	1	2
169	той или	3	2
170	но при	1	2
171	и сами	1	2
172	приводит к	3	2
173	в образе	1	2
174	не с	4	2
175	особенно в	7	2
176	в виду	1	2
177	а также	7	2
178	между тем	2	2
179	вслед за	2	2
180	по своей	1	2
181	один из	2	2
182	тот же	1	2
183	между этими	1	2
184	от них	1	2
185	для всех	2	2
186	уже в	1	2
187	нами и	1	2
188	больше не	1	2
189	в начале	1	2
190	свидетельствует о	2	2
191	одно из	2	2
192	из своих	2	2
193	или иной	3	2
194	и из	1	2
195	именно в	3	2
196	прежде всего	3	2
197	превращается в	2	2
198	может ли	2	2
199	и все	3	2
200	если не	1	2
201	должна была	2	2
202	и особенно	4	2
203	и иной	2	2
204	по существу	2	2
205	только для	1	2
206	же самое	1	2
207	при таком	2	2
208	но когда	1	2
209	в эту	3	2
210	только что	1	2
211	в свою	1	2
212	сказать что	2	2
213	к его	2	2
214	ко всему	1	2
215	из этого	1	2
216	все что	2	2
217	этой точки	1	2
218	как известно	1	1
219	этого в	1	1
220	речь идет	2	1
221	к их	1	1
222	таком случае	2	1
223	а весь	1	1
224	а между	1	1
225	самом деле	1	1
226	мере в	1	1
227	в самостоятельный	1	1
228	этого мира	1	1
229	тем же	1	1
230	в первом	1	1
231	и до	2	1
232	то самое	1	1
233	равнодушен к	1	1
234	мы уже	1	1
235	той же	2	1
236	их и	1	1
237	а как	2	1
238	уложить в	1	1
239	словами в	1	1
240	именно к	1	1
241	бы и	1	1
242	в сущности	4	1
243	это всегда	1	1
244	совпадает с	4	1
245	самостоятельного значения	1	1
246	быть в	1	1
247	что его	1	1
248	в чем	1	1
249	сказать и	1	1
250	так для	1	1
251	и всякий	1	1
252	в сторону	5	1
253	по отношению	4	1
254	а и	1	1
255	отличие от	2	1
256	себя в	2	1
257	и небольшой	1	1
258	один и	1	1
259	идет о	1	1
260	как в	4	1
261	от до	1	1
262	с их	2	1
263	что касается	3	1
264	однако не	1	1
265	на человека	1	1
266	его к	1	1
267	себе не	2	1
268	следует сказать	1	1
269	не приходится	1	1
270	разве я	1	1
271	бы с	1	1
272	не был	3	1
273	в ритмическом	2	1
274	в нашем	3	1
275	одни из	1	1
276	по форме	1	1
277	и тот	1	1
278	как основной	2	1
279	сливаются в	1	1
280	если он	1	1
281	от природы	1	1
282	вследствие этого	2	1
283	так сказать	1	1
284	на его	3	1
285	черный цвет	1	1
286	вера в	1	1
287	с верой	1	1
288	время и	1	1
289	всех этих	1	1
290	в первую	1	1
291	к одному	1	1
292	и более	1	1
293	чтобы в	1	1
294	на этом	4	1
295	жизни людей	1	1
296	прежде чем	1	1
297	что она	2	1
298	человека в	1	1
299	не следует	2	1
300	том же	1	1
301	в одну	2	1
302	на этой	2	1
303	его в	2	1
304	входит в	1	1
305	это было	2	1
306	заключается в	1	1
307	было в	1	1
308	первую очередь	1	1
309	есть не	1	1
310	это не	1	1
311	получают и	1	1
312	было бы	3	1
313	не совпадает	1	1
314	что один	1	1
315	лишь на	1	1
316	в жизни	1	1
317	смерть и	1	1
318	и смерти	4	1
319	ни в	1	1
320	соответствии с	2	1
321	как и	14	1
322	ни с	2	1
323	она была	1	1
324	от своего	2	1
325	в своей	2	1
326	таким же	1	1
327	лишь второе	1	1
328	в такой	1	1
329	в их	3	1
330	прийти к	1	1
331	место в	3	1
332	на каждом	1	1
333	в отличие	2	1
334	но эта	2	1
335	борьбу с	1	1
336	однако в	1	1
337	которые к	1	1
338	по себе	2	1
339	даже в	2	1
340	случае в	3	1
341	что с	2	1
342	рамках определенной	1	1
343	материей и	1	1
344	дело не	2	1
345	на себе	3	1
346	сам уже	1	1
347	казалось бы	3	1
348	ничего не	9	1
349	которые и	2	1
350	пути и	1	1
351	за исключением	1	1
352	другой стороны	2	1
353	это слово	1	1
354	в сознании	4	1
355	она обладает	1	1
356	только с	1	1
357	но даже	1	1
358	а мы	1	1
359	может показаться	1	1
360	и несколько	1	1
361	у нас	1	1
362	настоящего времени	1	1
363	и далее	1	1
364	над другими	1	1
365	с данной	1	1
366	могут быть	10	1
367	сама жизнь	1	1
368	должны быть	1	1
369	мысли о	1	1
370	не есть	2	1
371	на это	1	1
372	и своих	1	1
373	для себя	1	1
374	значения и	1	1
375	с ее	2	1
376	свою очередь	1	1
377	в ее	1	1
378	данном случае	5	1
379	только то	1	1
380	в себя	4	1
381	роль в	2	1
382	и взаимодействие	1	1
383	если они	1	1
384	с собой	1	1
385	например за	1	1
386	из одного	1	1
387	с ним	2	1
388	и смерть	2	1
389	по-видимому и	1	1
390	все прочие	1	1
391	одного из	3	1
392	не позволяет	2	1
393	может не	1	1
394	времени в	4	1
395	до известной	1	1
396	и во	2	1
397	каждом из	1	1
398	между нами	1	1
399	следит за	1	1
400	в которую	1	1
401	том или	2	1
402	теперь уже	1	1
403	них в	1	1
404	как она	1	1
405	что здесь	1	1
406	совсем не	1	1
407	мы видим	1	1
408	ценностей и	1	1
409	с ними	3	1
410	этот вопрос	1	1
411	дело с	1	1
412	что даже	1	1
413	целого и	2	1
414	еще и	1	1
415	и ее	1	1
416	самое следует	1	1
417	в уста	1	1
418	и его	4	1
419	только на	3	1
420	борьбы с	3	1
421	на этих	1	1
422	в ином	1	1
423	который как	1	1
424	не так	4	1
425	и их	2	1
426	представить себе	1	1
427	не означает	1	1
428	настолько чтобы	1	1
429	сами по	1	1
430	с этими	1	1
431	богу не	1	1
432	власти над	1	1
433	у него	4	1
434	как раз	4	1
435	тем что	3	1
436	тогда как	19	1
437	или ином	2	1
438	характерны для	1	1
439	случае с	1	1
440	представляют собой	2	1
441	при рассмотрении	1	1
442	нельзя сказать	1	1
443	что тот	1	1
444	цвет лица	2	1
445	выступают как	1	1
446	на словах	1	1
447	в соответствии	2	1
448	зависит от	1	1
449	выступают в	1	1
450	одну из	2	1
451	о чем	2	1
452	эти слова	1	1
453	границы между	1	1
454	вглядываясь в	1	1
455	так называемая	1	1
456	разделяются на	1	1
457	в данном	8	1
458	и за	3	1
459	в особый	1	1
460	т.д в	1	1
461	таких условиях	1	1
462	да и	1	1
463	человек всегда	1	1
464	отношения к	2	1
465	ли не	2	1
466	ее нет	1	1
467	этого слова	3	1
468	такой же	1	1
469	на которой	1	1
470	но это	1	1
471	о его	4	1
472	слов которые	1	1
473	мира в	1	1
474	не является	1	1
475	известной степени	1	1
476	которых он	1	1
477	не имея	1	1
478	бы в	3	1
479	тем более	1	1
480	всех прочих	1	1
481	ни к	1	1
482	его жизнь	1	1
483	все они	1	1
484	этот раз	1	1
485	указывает на	1	1
486	же в	1	1
487	могли быть	1	1
