N	3gram	Medvedev_F_2	Dialekti
1	и т д	5	19
2	с точки зрения	7	12
3	сама по себе	1	8
4	в том что	2	7
5	сам по себе	3	6
6	то же время	5	4
7	по крайней мере	1	4
8	с другой стороны	3	4
9	той или другой	1	4
10	в то же	5	4
11	ровно ничего не	1	3
12	более или менее	1	3
13	в этом смысле	2	3
14	только то что	1	3
15	что в нем	2	3
16	может быть и	3	3
17	в конце концов	2	3
18	и в этом	5	3
19	иметь в виду	1	3
20	не может быть	10	3
21	ничего общего с	1	3
22	на самом деле	3	2
23	до сих пор	1	2
24	и то и	2	2
25	и в то	3	2
26	что он не	1	2
27	не было бы	1	2
28	в этом отношении	7	2
29	и т п	9	2
30	и даже просто	1	2
31	самого по себе	1	2
32	то или иное	1	2
33	то и другое	2	2
34	с одной стороны	1	2
35	как один из	1	2
36	прежде всего необходимо	1	2
37	во всяком случае	5	2
38	ни в чем	2	2
39	что не есть	1	2
40	по себе а	2	2
41	это и есть	1	2
42	мы говорим не	1	2
43	к тому что	2	2
44	как например в	1	1
45	в чем не	1	1
46	отнюдь не в	1	1
47	что в основе	1	1
48	в какой мере	2	1
49	в виду что	1	1
50	в самом деле	5	1
51	и в особенности	1	1
52	но даже и	1	1
53	так или иначе	1	1
54	она уже не	1	1
55	оно имеет значение	1	1
56	что же касается	1	1
57	как раз и	3	1
58	отличное от тех	1	1
59	другой стороны без	1	1
60	и еще более	1	1
61	до известной степени	3	1
62	сами по себе	2	1
63	можно говорить о	1	1
64	как мы увидим	1	1
65	только в том	1	1
66	из того что	1	1
67	ничего не говорят	1	1
68	бы она ни	3	1
69	но и к	1	1
70	и не в	2	1
71	теперь мы должны	1	1
72	в том чтобы	1	1
73	но в то	1	1
74	в их полном	1	1
75	именно так и	1	1
76	с реальной жизнью	1	1
77	во всех этих	1	1
78	богов и т	1	1
79	чтобы можно было	1	1
80	не в том	3	1
81	она ни была	3	1
82	в связи с	10	1
83	то что он	1	1
84	связи с этим	3	1
85	что же это	1	1
86	эти явления и	1	1
87	то же и	1	1
88	что он есть	1	1
89	не имеет и	1	1
90	есть не что	1	1
91	может быть заменено	1	1
92	с самого начала	2	1
93	между тем в	1	1
94	хотя бы в	3	1
95	в корне искажает	2	1
96	при известных условиях	2	1
97	этим в корне	1	1
98	что иное как	1	1
99	но все же	2	1
100	же это за	1	1
101	точки зрения какого-нибудь	1	1
102	не что иное	1	1
103	и ни на	1	1
104	тем не менее	1	1
105	для того чтобы	3	1
106	том или ином	1	1
107	она не может	1	1
108	что если бы	1	1
