N	3gram	Tiupa_Narr_2	KulturaY
1	и т п	2	24
2	в том что	8	10
3	можно было бы	1	9
4	с точки зрения	2	8
5	для того чтобы	1	8
6	в самом деле	1	7
7	в этом смысле	1	5
8	во всяком случае	1	5
9	тем не менее	4	5
10	в зависимости от	1	4
11	не только в	6	4
12	не может быть	2	4
13	в этом отношении	3	3
14	точно так же	2	3
15	в связи с	1	3
16	что я не	1	3
17	то же время	3	3
18	в то же	3	3
19	что все эти	1	3
20	на самом деле	2	2
21	в соответствии с	3	2
22	на этот вопрос	1	2
23	с этой точки	1	2
24	может быть только	1	2
25	что можно сказать	1	2
26	так же как	2	2
27	является ли это	1	2
28	в отличие от	5	2
29	этой точки зрения	1	2
30	того или иного	3	2
31	в конечном счете	3	2
32	можно сказать что	3	2
33	так или иначе	1	2
34	и в другом	1	2
35	в том смысле	1	1
36	хотя и не	2	1
37	то что я	1	1
38	состоит в том	4	1
39	иметь в виду	1	1
40	по его мнению	1	1
41	в этом последнем	1	1
42	и к этому	1	1
43	потому что я	1	1
44	право говорить и	1	1
45	что это все	1	1
46	до сих пор	1	1
47	нет никаких оснований	1	1
48	все те же	2	1
49	об этом в	1	1
50	в последние десятилетия	1	1
51	в той мере	2	1
52	между тем не	1	1
53	том или ином	1	1
54	том смысле как	1	1
55	т п все	1	1
56	и в других	1	1
57	то время как	1	1
58	в том или	1	1
59	за собой и	1	1
60	в данном случае	6	1
61	с одной стороны	5	1
62	и все его	1	1
63	п все эти	1	1
64	и здесь мы	1	1
65	а также и	1	1
66	в известном смысле	3	1
67	по сравнению с	1	1
68	ровным счетом ничего	1	1
69	тот ни другой	1	1
70	по природе своей	1	1
71	едва ли не	1	1
72	всю свою жизнь	1	1
73	в противном случае	1	1
74	не в том	1	1
75	у нас нет	2	1
76	ответ на этот	1	1
77	вследствие того что	1	1
78	мере в какой	2	1
79	вместо того чтобы	1	1
80	т п не	1	1
81	есть не что	1	1
82	ни тот ни	1	1
83	но с другой	1	1
84	в то время	1	1
85	данном случае в	1	1
86	и не должен	1	1
87	о том что	4	1
88	что иное как	1	1
89	в большинстве случаев	1	1
90	это действительно так	1	1
91	к тому что	3	1
92	в силу своей	1	1
93	не что иное	1	1
94	человек в разговоре	1	1
95	необходимо должна быть	1	1
96	той мере в	2	1
97	за которым не	1	1
98	в данный момент	1	1
99	одна за другой	1	1
100	к тому же	4	1
