N	2gram	Bakhtin_Fr_5	Mirosoze
1	и в	45	46
2	в нем	10	22
3	у него	4	22
4	может быть	2	21
5	в этом	14	20
6	не только	14	18
7	и не	15	18
8	никогда не	1	18
9	для него	3	18
10	но и	10	15
11	не может	5	15
12	человека в	1	14
13	как и	10	13
14	а не	4	13
15	друг друга	1	12
16	прежде всего	10	12
17	потому что	7	12
18	и он	3	11
19	не было	3	11
20	но он	3	11
21	в ней	8	11
22	у нас	1	11
23	но в	14	10
24	та же	1	10
25	в себе	1	10
26	он не	6	10
27	он был	7	9
28	не в	7	9
29	не знает	1	9
30	и есть	2	8
31	в своем	11	8
32	на земле	1	8
33	любовь к	1	8
34	так как	6	8
35	переходит в	2	8
36	как бы	12	8
37	но это	5	8
38	связана с	1	7
39	в мире	1	7
40	как в	3	7
41	и к	5	7
42	в этой	6	7
43	человек не	1	7
44	хотя бы	2	7
45	и потому	1	7
46	и для	3	7
47	что он	6	7
48	что это	2	6
49	нем есть	1	6
50	и здесь	4	6
51	во власти	1	6
52	так же	8	6
53	того что	3	6
54	и там	2	6
55	жизни и	8	6
56	то же	11	5
57	есть не	1	5
58	в самом	4	5
59	бы и	1	5
60	свободу и	5	5
61	и вот	3	5
62	что она	3	5
63	что все	2	5
64	в своей	3	5
65	в отношении	2	5
66	в конце	7	5
67	и его	13	5
68	к тому	2	5
69	и это	4	5
70	те же	1	5
71	добра и	1	5
72	это не	3	5
73	один из	2	5
74	в его	13	5
75	для того	6	5
76	то что	2	5
77	и все	7	5
78	в духе	2	5
79	также и	7	4
80	жизни это	1	4
81	с его	7	4
82	его на	1	4
83	чем у	1	4
84	в жизни	1	4
85	народа и	2	4
86	том что	7	4
87	с ума	1	4
88	жизнь и	2	4
89	тому что	1	4
90	не имеет	3	4
91	свободы и	2	4
92	того чтобы	6	4
93	они и	2	4
94	должен быть	2	4
95	что у	1	4
96	так и	6	4
97	для этого	1	4
98	себя в	1	4
99	что и	7	4
100	в свою	1	4
101	они не	1	4
102	до конца	1	4
103	человека не	1	4
104	что в	12	4
105	же как	4	3
106	чтобы не	2	3
107	это и	5	3
108	той же	4	3
109	и на	5	3
110	иное как	1	3
111	в чем	2	3
112	менее всего	3	3
113	человеку и	1	3
114	в сне	1	3
115	он в	2	3
116	как он	3	3
117	и она	2	3
118	в каждом	2	3
119	не будет	1	3
120	и с	10	3
121	на все	2	3
122	его в	5	3
123	мира сего	2	3
124	ни в	3	3
125	в них	6	3
126	одна и	1	3
127	не мог	4	3
128	что всякий	1	3
129	любви и	1	3
130	принадлежат к	1	3
131	того как	1	3
132	что иное	1	3
133	и всегда	1	3
134	он хочет	2	3
135	его он	1	3
136	себя и	2	3
137	не существует	1	3
138	в образе	1	3
139	было в	1	3
140	если бы	1	3
141	с ним	5	3
142	о том	4	3
143	и во	4	3
144	жизни он	3	3
145	и можно	1	3
146	что они	1	3
147	в том	10	3
148	только в	4	3
149	есть в	3	3
150	он любит	1	3
151	тем что	1	3
152	от того	3	3
153	до сих	3	3
154	к которому	1	3
155	русской истории	1	3
156	связано с	1	3
157	для человека	1	3
158	жизни в	2	3
159	сих пор	3	3
160	и от	4	3
161	сказать что	4	3
162	не что	1	3
163	есть и	5	3
164	он также	1	2
165	перед чем	1	2
166	не имеют	1	2
167	и за	2	2
168	его не	4	2
169	ней есть	1	2
170	который был	1	2
171	но она	3	2
172	принадлежит к	1	2
173	не от	1	2
174	во всех	13	2
175	землю и	1	2
176	по отношению	1	2
177	бессмертие и	1	2
178	более чем	1	2
179	выйти из	3	2
180	нельзя было	2	2
181	хотя и	5	2
182	от этого	2	2
183	то в	1	2
184	духа в	2	2
185	средство для	1	2
186	бы не	1	2
187	но на	3	2
188	и если	2	2
189	на его	1	2
190	одной и	1	2
191	на этом	5	2
192	образа и	1	2
193	еще более	1	2
194	лишь в	2	2
195	еще вернемся	1	2
196	а за	1	2
197	в церкви	2	2
198	богу и	1	2
199	точки зрения	4	2
200	ее в	1	2
201	от его	3	2
202	то перед	1	2
203	и той	1	2
204	мир и	3	2
205	но эта	2	2
206	которые в	1	2
207	есть еще	1	2
208	сам он	1	2
209	в атмосфере	6	2
210	тогда когда	1	2
211	правда в	1	2
