N	2gram	Voloshinov_1	RusskieA
1	и в	19	29
2	том что	3	22
3	в том	6	22
4	что в	4	22
5	как бы	15	18
6	в других	1	15
7	и другие	1	14
8	так как	2	13
9	может быть	26	13
10	во время	1	12
11	в этом	16	11
12	как и	12	11
13	одна из	2	11
14	не только	8	10
15	и с	2	10
16	все это	3	10
17	во многих	1	9
18	о том	2	9
19	а в	4	9
20	его в	3	8
21	но и	8	8
22	ее в	1	8
23	как в	4	7
24	мы видели	1	7
25	или в	2	7
26	мы не	6	6
27	еще не	4	6
28	и на	4	6
29	при этом	8	6
30	таким образом	17	6
31	того чтобы	5	6
32	на нее	1	6
33	для того	4	6
34	с тем	1	6
35	в данном	4	6
36	этом случае	3	6
37	но не	1	5
38	следующим образом	1	5
39	но в	7	5
40	это не	1	5
41	не может	24	5
42	потому что	1	5
43	для этого	1	5
44	и что	1	5
45	или же	1	5
46	к жизни	1	5
47	то что	8	5
48	с ней	1	5
49	к этому	5	5
50	же как	2	4
51	то же	7	4
52	вопрос о	4	4
53	на них	1	4
54	не все	2	4
55	уже не	1	4
56	их в	1	4
57	далеко не	4	4
58	не в	5	4
59	тогда когда	1	4
60	у нас	2	4
61	к нему	1	4
62	так что	1	4
63	из них	3	4
64	именно в	5	4
65	а не	7	4
66	о чем	1	4
67	так же	7	4
68	как это	1	4
69	по существу	1	4
70	и все	5	4
71	или вообще	2	4
72	в таком	2	4
73	в ее	7	3
74	что это	1	3
75	все эти	7	3
76	в этой	1	3
77	главным образом	1	3
78	по всем	1	3
79	подобно тому	1	3
80	и по	1	3
81	и других	2	3
82	с другими	3	3
83	на первый	2	3
84	в котором	3	3
85	в отличие	5	3
86	не будем	4	3
87	она не	2	3
88	не имеет	3	3
89	и другой	1	3
90	как мы	13	3
91	должно было	1	3
92	во всех	7	3
93	того что	3	3
94	между тем	3	3
95	в качестве	2	3
96	или даже	1	3
97	друг друга	8	3
98	отличие от	5	3
99	связаны с	2	3
100	тем что	2	3
101	в природе	1	3
102	что для	1	3
103	до конца	5	3
104	тому как	1	3
105	и там	1	3
